relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Firmware Engineer | Czech Republic,linkedin,Senior Software Engineer,Microsoft,Dominican Republic,On-site,Full-time,,Senior,English,Senior,,Recent,https://do.linkedin.com/jobs/view/senior-software-engineer-at-microsoft-4367912659,2026-02-11T20:27:58.550917+00:00
14,Firmware Engineer | Czech Republic,linkedin,Senior Embedded Firmware Engineer - Remote - Latin America,FullStack,Dominican Republic,Remote,Full-time,Firmware,Senior,English,Senior,,Recent,https://do.linkedin.com/jobs/view/senior-embedded-firmware-engineer-remote-latin-america-at-fullstack-4370553738,2026-02-11T20:27:58.551744+00:00
14,Firmware Engineer | USA,linkedin,Software Engineer (New Grads),Giga,"San Francisco, CA",On-site,Contract,"Ai Agents, Can, Go","Internship, Senior",English,Senior,,Recent,https://www.linkedin.com/jobs/view/software-engineer-new-grads-at-giga-4370317193,2026-02-11T20:28:03.720446+00:00
14,Firmware Engineer | United Kingdom,linkedin,Senior Software Engineer,Roku,"Cambridge, England, United Kingdom",On-site,Full-time,,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-software-engineer-at-roku-4342709555,2026-02-11T20:28:06.158853+00:00
0,Tester | Germany,linkedin,Tester,MatchPoint,Germany,Remote,Contract,,,English,,,Recent,https://de.linkedin.com/jobs/view/tester-at-matchpoint-4366823523,2026-02-11T20:25:11.518820+00:00
0,Tester | Germany,linkedin,QA Manager / Software Tester (all genders),JAKALA,"Hamburg, Germany",Remote,Full-time,Selenium,"Appium, Product Owner, R",German,,,Recent,https://de.linkedin.com/jobs/view/qa-manager-software-tester-all-genders-at-jakala-4337712341,2026-02-11T20:25:11.519371+00:00
0,Tester | Germany,linkedin,Test Engineer (Mobile Apps) (m/w/d),Spilberg,"Dortmund, North Rhine-Westphalia, Germany",Remote,Full-time,Test Automation,"R, Jira, Zephyr, Agile, Confluence",German,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-mobile-apps-m-w-d-at-spilberg-4367218187,2026-02-11T20:25:11.519590+00:00
0,Tester | Germany,linkedin,Software Test Engineer,Guldberg GmbH,"Munich, Bavaria, Germany",On-site,Full-time,"Jenkins, Selenium","R, Jira, Junit, Testng, Agile, Git",German,,,Recent,https://de.linkedin.com/jobs/view/software-test-engineer-at-guldberg-gmbh-4361871539,2026-02-11T20:25:11.519758+00:00
0,Tester | Germany,linkedin,Test Automation Engineer / Software Tester – SAP (m/f/d),andagon people GmbH,"Cologne, North Rhine-Westphalia, Germany",Remote,Contract,"C, Can, Ci/Cd, Java, Selenium, Test Automation","Jira, Agile, Git, C#, Scrum",English,,,Recent,https://de.linkedin.com/jobs/view/test-automation-engineer-software-tester-%E2%80%93-sap-m-f-d-at-andagon-people-gmbh-4367481664,2026-02-11T20:25:11.519913+00:00
0,Tester | Germany,linkedin,(Junior) Software Tester (m/w/d),EPG Ehrhardt Partner Group,"Aachen, North Rhine-Westphalia, Germany",Remote,Internship,"Java, Playwright, Test Automation","R, Jira, Linux, Junior",German,,,Recent,https://de.linkedin.com/jobs/view/junior-software-tester-m-w-d-at-epg-ehrhardt-partner-group-4354087954,2026-02-11T20:25:11.520079+00:00
0,Tester | Austria,linkedin,Software Test/QA Engineer  @ 3-S-IT Dienstleistungen GmbH,DEVjobs,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-test-qa-engineer-%40-3-s-it-dienstleistungen-gmbh-at-devjobs-4370636329,2026-02-11T20:25:13.910336+00:00
0,Tester | Austria,linkedin,Testingenieur (m/w/d),Deutsche Telekom,"Fünfkirchen, Lower Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/testingenieur-m-w-d-at-deutsche-telekom-4367999733,2026-02-11T20:25:13.910525+00:00
0,Tester | Austria,linkedin,Test Automation Engineer (m/w/d),Deutsche Telekom,"Fünfkirchen, Lower Austria, Austria",On-site,Full-time,Test Automation,,English,,,Recent,https://at.linkedin.com/jobs/view/test-automation-engineer-m-w-d-at-deutsche-telekom-4367998687,2026-02-11T20:25:13.910697+00:00
0,Tester | Austria,linkedin,Test Engineer Systems (m/w/d),Vusion,"Fernitz-Mellach, Styria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-systems-m-w-d-at-vusion-4359273756,2026-02-11T20:25:13.910868+00:00
0,Tester | Austria,linkedin,Test Automation Engineer,STEINER-HITECH GmbH,"Vienna, Austria",On-site,Full-time,Test Automation,,English,,,Recent,https://at.linkedin.com/jobs/view/test-automation-engineer-at-steiner-hitech-gmbh-4345946658,2026-02-11T20:25:13.911027+00:00
0,Tester | Austria,linkedin,Test Engineer,Noir,"Linz, Upper Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-at-noir-4369514721,2026-02-11T20:25:13.911183+00:00
0,Tester | Austria,linkedin,QA Engineer,Sportradar,"Vienna, Vienna, Austria",Remote,Full-time,"Can, Integration Testing",Express,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-at-sportradar-4368356628,2026-02-11T20:25:13.911517+00:00
0,Tester | Switzerland,linkedin,Software Tester,yiuu.io | Sandro Toneatto Consulting,"Zurich, Zurich, Switzerland",On-site,Contract,Selenium,"Jira, Regression Testing",English,,,Recent,https://ch.linkedin.com/jobs/view/software-tester-at-yiuu-io-sandro-toneatto-consulting-4353680849,2026-02-11T20:25:16.348092+00:00
0,Tester | Switzerland,linkedin,Test Engineer,Flexsis Schweiz,"Risch, Zug, Switzerland",Remote,Internship,Python,"Git, R",German,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-at-flexsis-schweiz-4371290668,2026-02-11T20:25:16.348294+00:00
0,Tester | Switzerland,linkedin,Test Engineer,Randstad Digital,"Zug, Zug, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-at-randstad-digital-4371409538,2026-02-11T20:25:16.348477+00:00
0,Tester | Switzerland,linkedin,Test Engineer,Coopers Group AG,"Risch-Rotkreuz, Zug, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-at-coopers-group-ag-4363124233,2026-02-11T20:25:16.348792+00:00
0,Tester | Switzerland,linkedin,Test Automation Engineer,ASTRELYA,"Geneva, Switzerland",On-site,Full-time,"Python, Test Automation",,English,,,Recent,https://ch.linkedin.com/jobs/view/test-automation-engineer-at-astrelya-4358299052,2026-02-11T20:25:16.348948+00:00
0,Tester | Switzerland,linkedin,Test Engineer (a),Gi Group,"Risch, Zug, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-a-at-gi-group-4363221369,2026-02-11T20:25:16.349104+00:00
0,Tester | Switzerland,linkedin,Test Engineer,Actalent,"Risch-Rotkreuz, Zug, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-at-actalent-4371286751,2026-02-11T20:25:16.349273+00:00
0,Tester | Switzerland,linkedin,Test Automation Engineer,MGI Consultants,"Geneva, Switzerland",On-site,Full-time,Test Automation,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-automation-engineer-at-mgi-consultants-4368014506,2026-02-11T20:25:16.349443+00:00
0,Tester | Remote,linkedin,App-Tester  (m/w/d),clickworker,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/app-tester-m-w-d-at-clickworker-4356281358,2026-02-11T20:25:18.773741+00:00
0,Tester | Remote,linkedin,Quality Assurance Engineer (m/w/d),ISO-Gruppe,"Bonn, North Rhine-Westphalia, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-m-w-d-at-iso-gruppe-4358570111,2026-02-11T20:25:18.773906+00:00
0,Tester | Remote,linkedin,Software Engineer in Test,Dataiku,"Berlin, Berlin, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-in-test-at-dataiku-4085371392,2026-02-11T20:25:18.774065+00:00
0,Tester | Remote,linkedin,Test Engineer (w/m/d) - Deutschlandweit,smapOne AG,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-w-m-d-deutschlandweit-at-smapone-ag-4361291607,2026-02-11T20:25:18.774308+00:00
0,Tester | Remote,linkedin,Cloud Developers / Testers,PRACYVA,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/cloud-developers-testers-at-pracyva-4363053029,2026-02-11T20:25:18.774492+00:00
0,Tester | Remote,linkedin,AI Chatbot Tester,Alignerr,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/ai-chatbot-tester-at-alignerr-4371261390,2026-02-11T20:25:18.774649+00:00
0,Tester | Remote,linkedin,Software Tester - Fokus Testautomatisierung - remote (w/m/d),Dr. Klein Privatkunden AG,Germany,Remote,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/software-tester-fokus-testautomatisierung-remote-w-m-d-at-dr-klein-privatkunden-ag-4352870679,2026-02-11T20:25:18.774807+00:00
0,Tester | Slovakia,linkedin,Manual Tester,Bitcoin Suisse AG,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/manual-tester-at-bitcoin-suisse-ag-4356682492,2026-02-11T20:25:21.158560+00:00
0,Tester | Slovakia,linkedin,IT Tester ČSOB (m/ž),ČSOB Finančná skupina,"Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/it-tester-%C4%8Dsob-m-%C5%BE-at-%C4%8Dsob-finan%C4%8Dn%C3%A1-skupina-4354445255,2026-02-11T20:25:21.158931+00:00
0,Tester | Slovakia,linkedin,Automated/Manual Tester,CGI,"Bratislava 1, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/automated-manual-tester-at-cgi-4343365018,2026-02-11T20:25:21.159107+00:00
0,Tester | Slovakia,linkedin,Junior Test Engineer (automation),ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Junior,English,,,Recent,https://sk.linkedin.com/jobs/view/junior-test-engineer-automation-at-eset-4345020359,2026-02-11T20:25:21.159287+00:00
0,Tester | Slovakia,linkedin,Software Test Engineer,Takeda,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-test-engineer-at-takeda-4361028383,2026-02-11T20:25:21.159447+00:00
0,Tester | Slovakia,linkedin,Software Test Engineer,Takeda,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-test-engineer-at-takeda-4358040843,2026-02-11T20:25:21.159609+00:00
0,Tester | Slovakia,linkedin,Test engineer,Magna International,"Kechnec, Kosice, Slovakia",On-site,Internship,,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-engineer-at-magna-international-4219197667,2026-02-11T20:25:21.159764+00:00
0,Tester | Slovakia,linkedin,QA Automation Engineer,Deutsche Telekom IT Solutions Slovakia,"Košice, Kosice, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-automation-engineer-at-deutsche-telekom-it-solutions-slovakia-4368617661,2026-02-11T20:25:21.159924+00:00
0,Tester | Slovakia,linkedin,Software Test Engineer,Takeda,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-test-engineer-at-takeda-4358080860,2026-02-11T20:25:21.160087+00:00
0,Tester | Czech Republic,linkedin,Software Tester,Truenorth Corporation,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-tester-at-truenorth-corporation-4369662383,2026-02-11T20:25:23.527772+00:00
0,Tester | Czech Republic,linkedin,QA Tester,Hunter del Caribe Dominicana,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/qa-tester-at-hunter-del-caribe-dominicana-4370683744,2026-02-11T20:25:23.527958+00:00
0,Tester | Czech Republic,linkedin,Test Engineer,Eaton,"Bajos de Haina, San Cristóbal, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/test-engineer-at-eaton-4353191207,2026-02-11T20:25:23.528119+00:00
0,Tester | Czech Republic,linkedin,Test Engineer,MANN+HUMMEL,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/test-engineer-at-mann%2Bhummel-4363555749,2026-02-11T20:25:23.528305+00:00
0,Tester | Czech Republic,linkedin,ServiceNow Tester,Launchpad Technologies Inc.,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/servicenow-tester-at-launchpad-technologies-inc-4366176293,2026-02-11T20:25:23.528468+00:00
0,Tester | Czech Republic,linkedin,Software Development Engineer in Test,Origami Risk,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-in-test-at-origami-risk-4339158769,2026-02-11T20:25:23.528953+00:00
0,Tester | Czech Republic,linkedin,Software Development Engineer in Test - Remote - Latin America,FullStack,Dominican Republic,Remote,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-in-test-remote-latin-america-at-fullstack-4329082241,2026-02-11T20:25:23.529106+00:00
0,Tester | Czech Republic,linkedin,Vacante: Técnico Comercial,Tripalis,"Punta Cana, La Altagracia, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/vacante-t%C3%A9cnico-comercial-at-tripalis-4369833768,2026-02-11T20:25:23.529275+00:00
0,Tester | Poland,linkedin,QA / Manual Tester,Vendo,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-manual-tester-at-vendo-4371293516,2026-02-11T20:25:26.025191+00:00
0,Tester | Poland,linkedin,Manual Tester,ipracujzdalnie.pl,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-ipracujzdalnie-pl-4365680444,2026-02-11T20:25:26.025403+00:00
0,Tester | Poland,linkedin,Manual Tester,ipracujzdalnie.pl,"Lublin, Lubelskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-ipracujzdalnie-pl-4365514886,2026-02-11T20:25:26.025588+00:00
0,Tester | Poland,linkedin,Manual Tester,ipracujzdalnie.pl,"Poznań, Wielkopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-ipracujzdalnie-pl-4365529128,2026-02-11T20:25:26.025754+00:00
0,Tester | Poland,linkedin,Manual Tester,ipracujzdalnie.pl,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-ipracujzdalnie-pl-4365753849,2026-02-11T20:25:26.025919+00:00
0,Tester | Poland,linkedin,Manual Tester,ipracujzdalnie.pl,"Gdańsk, Pomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-ipracujzdalnie-pl-4365521693,2026-02-11T20:25:26.026087+00:00
0,Tester | Poland,linkedin,Manual Tester,ipracujzdalnie.pl,"Katowice, Śląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-ipracujzdalnie-pl-4365526502,2026-02-11T20:25:26.026274+00:00
0,Tester | Poland,linkedin,Junior Game Tester (FPS Player),8Bit - Games Industry Recruitment,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-game-tester-fps-player-at-8bit-games-industry-recruitment-4366131272,2026-02-11T20:25:26.026441+00:00
0,Tester | Poland,linkedin,Manual Tester,ipracujzdalnie.pl,"Białystok, Podlaskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-ipracujzdalnie-pl-4365532043,2026-02-11T20:25:26.026596+00:00
0,Tester | Poland,linkedin,Tester (100% zdalnie),SEDIVIO,"Warsaw, Mazowieckie, Poland",Remote,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-100%25-zdalnie-at-sedivio-4360973398,2026-02-11T20:25:26.026758+00:00
0,Tester | USA,linkedin,Entry-Level Software Tester,Ace IT Careers,"Greenville, SC",On-site,Full-time,,Entry-Level,English,,,Recent,https://www.linkedin.com/jobs/view/entry-level-software-tester-at-ace-it-careers-4368820668,2026-02-11T20:25:28.752018+00:00
0,Tester | USA,linkedin,Entry-Level Software Tester,Ace IT Careers,"Columbia, SC",On-site,Full-time,,Entry-Level,English,,,Recent,https://www.linkedin.com/jobs/view/entry-level-software-tester-at-ace-it-careers-4368824643,2026-02-11T20:25:28.752200+00:00
0,Tester | USA,linkedin,QA Tester - Need Local,Saransh Inc,"Phoenix, AZ",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-tester-need-local-at-saransh-inc-4365380563,2026-02-11T20:25:28.752383+00:00
0,Tester | USA,linkedin,Entry-Level Software Tester,Ace IT Careers,"Normal, IL",On-site,Full-time,,Entry-Level,English,,,Recent,https://www.linkedin.com/jobs/view/entry-level-software-tester-at-ace-it-careers-4368829551,2026-02-11T20:25:28.752691+00:00
0,Tester | USA,linkedin,Entry-Level Software Tester,Ace IT Careers,"Montgomery, AL",On-site,Full-time,,Entry-Level,English,,,Recent,https://www.linkedin.com/jobs/view/entry-level-software-tester-at-ace-it-careers-4368814722,2026-02-11T20:25:28.752848+00:00
0,Tester | USA,linkedin,QA Tester,The AES Group,"Las Vegas, NV",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-tester-at-the-aes-group-4356782010,2026-02-11T20:25:28.753000+00:00
0,Tester | USA,linkedin,Manual QA Tester - Mobile,Jobgether,United States,Remote,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manual-qa-tester-mobile-at-jobgether-4369038092,2026-02-11T20:25:28.753146+00:00
0,Tester | USA,linkedin,Junior Software Tester,Penta Research Incorporated,"Huntsville, AL",On-site,Full-time,,Junior,English,,,Recent,https://www.linkedin.com/jobs/view/junior-software-tester-at-penta-research-incorporated-4367941509,2026-02-11T20:25:28.753310+00:00
0,Tester | USA,linkedin,QA Tester (Manual),Peraton,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-tester-manual-at-peraton-4369877980,2026-02-11T20:25:28.753466+00:00
0,Tester | United Kingdom,linkedin,Junior QA Tester,SteadyPay,"London Area, United Kingdom",On-site,Full-time,,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-qa-tester-at-steadypay-4359517924,2026-02-11T20:25:31.189106+00:00
0,Tester | United Kingdom,linkedin,Test Engineer,Hamiltonian Dynamics,"Manchester, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-hamiltonian-dynamics-4370527081,2026-02-11T20:25:31.189353+00:00
0,Tester | United Kingdom,linkedin,QA tester,VidRush,United Kingdom,On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-tester-at-vidrush-4370165336,2026-02-11T20:25:31.189524+00:00
0,Tester | United Kingdom,linkedin,QA Manual Tester | Manual Testing | Renewable Energy | Hybrid (2 days) in Manchester | 6 month Contract |£500/day Inside IR35,VirtueTech Recruitment Group,"Manchester Area, United Kingdom",Hybrid,Contract,,Manual Testing,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-manual-tester-manual-testing-renewable-energy-hybrid-2-days-in-manchester-6-month-contract-%C2%A3500-day-inside-ir35-at-virtuetech-recruitment-group-4353978367,2026-02-11T20:25:31.189690+00:00
0,Tester | United Kingdom,linkedin,QA Tester,Methods,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-tester-at-methods-4355925627,2026-02-11T20:25:31.189862+00:00
0,Tester | United Kingdom,linkedin,Test Engineer,BSI,"Hemel Hempstead, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-bsi-4367290557,2026-02-11T20:25:31.190019+00:00
0,Tester | United Kingdom,linkedin,Software Test Engineer,AJ Bell,"Manchester, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-test-engineer-at-aj-bell-4367185495,2026-02-11T20:25:31.190177+00:00
0,Tester | United Kingdom,linkedin,QA Tester – Remote Contract - 6 months | £300 p/d Inside IR35,Venchr,United Kingdom,Remote,Contract,Selenium,"Jira, Linux, Cypress, Confluence, Scala, Cucumber",English,,,Recent,https://uk.linkedin.com/jobs/view/qa-tester-%E2%80%93-remote-contract-6-months-%C2%A3300-p-d-inside-ir35-at-venchr-4369561347,2026-02-11T20:25:31.190354+00:00
0,Tester | United Kingdom,linkedin,Software QA,Fruition Group,"Leeds, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-qa-at-fruition-group-4362479886,2026-02-11T20:25:31.190517+00:00
0,Tester | United Kingdom,linkedin,Junior Software Tester,Stratospherec Limited,"Brighton, England, United Kingdom",On-site,Full-time,,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-software-tester-at-stratospherec-limited-4363014204,2026-02-11T20:25:31.190672+00:00
0,QA Engineer | Germany,linkedin,General QA Engineer,Trinetix,"Berlin, Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/general-qa-engineer-at-trinetix-4366767474,2026-02-11T20:25:33.608882+00:00
0,QA Engineer | Germany,linkedin,QA Engineer,Arango,"Cologne, North Rhine-Westphalia, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-at-arango-4361596846,2026-02-11T20:25:33.609065+00:00
0,QA Engineer | Germany,linkedin,"QA Engineer, Contract",Xcelirate,"Berlin, Berlin, Germany",On-site,Contract,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-contract-at-xcelirate-4365474555,2026-02-11T20:25:33.609228+00:00
0,QA Engineer | Germany,linkedin,QA Engineer / Sr. QA Engineer - Machine Learning Platform for E-Commerce,AppIQ Technologies,Germany,On-site,Full-time,,Machine Learning,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-sr-qa-engineer-machine-learning-platform-for-e-commerce-at-appiq-technologies-4362401418,2026-02-11T20:25:33.609574+00:00
0,QA Engineer | Germany,linkedin,QA Engineer (Remote from Germany),Jobgether,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-remote-from-germany-at-jobgether-4370905931,2026-02-11T20:25:33.609732+00:00
0,QA Engineer | Germany,linkedin,QA Engineer,Westernacher Solutions,"Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-at-westernacher-solutions-4353874508,2026-02-11T20:25:33.609882+00:00
0,QA Engineer | Germany,linkedin,QA Engineer - Machine Learning Platform for E-Commerce,AppIQ Technologies,Germany,On-site,Full-time,,Machine Learning,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-machine-learning-platform-for-e-commerce-at-appiq-technologies-4361618874,2026-02-11T20:25:33.610037+00:00
0,QA Engineer | Germany,linkedin,Sr. QA Engineer - Machine Learning Platform for E-Commerce,AppIQ Technologies,Germany,On-site,Full-time,,Machine Learning,English,,,Recent,https://de.linkedin.com/jobs/view/sr-qa-engineer-machine-learning-platform-for-e-commerce-at-appiq-technologies-4361609890,2026-02-11T20:25:33.610192+00:00
0,QA Engineer | Germany,linkedin,QA Engineer,Almedia,"Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-at-almedia-4339366784,2026-02-11T20:25:33.610367+00:00
0,QA Engineer | Austria,linkedin,Junior QA Engineer - Machine Learning Platform for E-Commerce,AppIQ Technologies,Austria,On-site,Full-time,,"Junior, Machine Learning",English,,,Recent,https://at.linkedin.com/jobs/view/junior-qa-engineer-machine-learning-platform-for-e-commerce-at-appiq-technologies-4362391448,2026-02-11T20:25:36.022085+00:00
0,QA Engineer | Austria,linkedin,QA Engineer / Sr. QA Engineer - Machine Learning Platform for E-Commerce,AppIQ Technologies,Austria,On-site,Full-time,,Machine Learning,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-sr-qa-engineer-machine-learning-platform-for-e-commerce-at-appiq-technologies-4362311749,2026-02-11T20:25:36.022290+00:00
0,QA Engineer | Austria,linkedin,QA Engineer - Machine Learning Platform for E-Commerce,AppIQ Technologies,Austria,On-site,Full-time,,Machine Learning,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-machine-learning-platform-for-e-commerce-at-appiq-technologies-4362321878,2026-02-11T20:25:36.022461+00:00
0,QA Engineer | Austria,linkedin,Software Quality Engineer,Ketryx,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-quality-engineer-at-ketryx-4308973953,2026-02-11T20:25:36.022630+00:00
0,QA Engineer | Austria,linkedin,Sr. QA Engineer - Machine Learning Platform for E-Commerce,AppIQ Technologies,Austria,On-site,Full-time,,Machine Learning,English,,,Recent,https://at.linkedin.com/jobs/view/sr-qa-engineer-machine-learning-platform-for-e-commerce-at-appiq-technologies-4361627082,2026-02-11T20:25:36.022786+00:00
0,QA Engineer | Austria,linkedin,Junior QA Engineer (m/w/d) & Support - Fremdsystemanbindungen,PKE Holding AG,"Vienna, Vienna, Austria",On-site,Full-time,,Junior,English,,,Recent,https://at.linkedin.com/jobs/view/junior-qa-engineer-m-w-d-support-fremdsystemanbindungen-at-pke-holding-ag-4368218180,2026-02-11T20:25:36.023275+00:00
0,QA Engineer | Austria,linkedin,QA Engineer,Bitpanda,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-at-bitpanda-4365521487,2026-02-11T20:25:36.023586+00:00
0,QA Engineer | Switzerland,linkedin,Developer in Test / QA Automation Engineer 100% (f/m/d) - (Contract through our external payroll partner with immediate start for 12 months with possible extension),Julius Baer,"Zurich, Zurich, Switzerland",Remote,Contract,,,English,,,Recent,https://ch.linkedin.com/jobs/view/developer-in-test-qa-automation-engineer-100%25-f-m-d-contract-through-our-external-payroll-partner-with-immediate-start-for-12-months-with-possible-extension-at-julius-baer-4368691404,2026-02-11T20:25:38.413721+00:00
0,QA Engineer | Switzerland,linkedin,Quality Assurance Engineer,Crypto Finance Group,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/quality-assurance-engineer-at-crypto-finance-group-4368652016,2026-02-11T20:25:38.413885+00:00
0,QA Engineer | Switzerland,linkedin,QA Engineer,qiibee,Switzerland,On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-engineer-at-qiibee-4361047476,2026-02-11T20:25:38.414041+00:00
0,QA Engineer | Switzerland,linkedin,"Quality Assurance Engineer (Manual), iOS",Jobgether,Switzerland,On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/quality-assurance-engineer-manual-ios-at-jobgether-4371231588,2026-02-11T20:25:38.414191+00:00
