relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
29,Firmware Engineer | Germany,linkedin,Embedded Software Engineer,NXP Semiconductors,"Hamburg, Hamburg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-software-engineer-at-nxp-semiconductors-4393236614,2026-06-01T16:11:32.620369+00:00
0,Tester | Germany,linkedin,QA-Tester,TillerStack,Berlin Metropolitan Area,Remote,Internship,"Playwright, Selenium, Test Automation","Postman, Scrum, Kanban, Agile, Manual Testing",English,,,Recent,https://de.linkedin.com/jobs/view/qa-tester-at-tillerstack-4420433657,2026-06-01T16:08:57.408171+00:00
0,Tester | Germany,linkedin,Software Tester,Haystack,"Ludwigshafen, Rhineland-Palatinate, Germany",Hybrid,Contract,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-tester-at-haystack-4418703521,2026-06-01T16:08:57.408304+00:00
0,Tester | Germany,linkedin,QA Engineer / Test Specialist (m/f/d),IPOINT,"Reutlingen, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-test-specialist-m-f-d-at-ipoint-4418461196,2026-06-01T16:08:57.408432+00:00
0,Tester | Austria,linkedin,Manual QA Tester – Mobile App,Jobgether,Austria,Remote,Contract,,"Regression Testing, Jira, Agile, Manual Testing",English,,,Recent,https://at.linkedin.com/jobs/view/manual-qa-tester-%E2%80%93-mobile-app-at-jobgether-4421452273,2026-06-01T16:08:59.806017+00:00
0,Tester | Austria,linkedin,Software Tester,FB Consulting & Trade GmbH,"Vienna, Austria",Remote,Contract,"Selenium, Test Automation","Azure, Jira, Appium, Scrum, Agile, Kanban, Devops",English,,,Recent,https://at.linkedin.com/jobs/view/software-tester-at-fb-consulting-trade-gmbh-4410472405,2026-06-01T16:08:59.806338+00:00
0,Tester | Austria,linkedin,Tester:in,ACTIVE SOLUTION GmbH,"Vienna, Austria",On-site,Full-time,"Playwright, Selenium, Test Automation","R, Scrum, Kanban, Agile, Cypress",German,,,Recent,https://at.linkedin.com/jobs/view/tester-in-at-active-solution-gmbh-4419853054,2026-06-01T16:08:59.806469+00:00
0,Tester | Austria,linkedin,Software Test Engineer (m/w/d),andamp,"Vienna, Austria",Remote,Full-time,Test Automation,"R, Scrum, Scrum Master, Associate, Kubernetes",German,,,Recent,https://at.linkedin.com/jobs/view/software-test-engineer-m-w-d-at-andamp-4412681488,2026-06-01T16:08:59.806631+00:00
0,Tester | Austria,linkedin,Test Automation Engineer,STEINER-HITECH GmbH,"Vienna, Austria",Remote,Internship,"Java, Javascript, Selenium, Test Automation","R, Junior, Cucumber, React, Docker, Associate, Mid-Level, Bdd",German,,,Recent,https://at.linkedin.com/jobs/view/test-automation-engineer-at-steiner-hitech-gmbh-4419853621,2026-06-01T16:08:59.806907+00:00
0,Tester | Austria,linkedin,QA Engineer (m/w/d),Yorizon Cloud,"Vienna, Austria",Remote,Internship,"Ci/Cd, Test Automation","R, Devops, Agile",German,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-m-w-d-at-yorizon-cloud-4398273672,2026-06-01T16:08:59.807038+00:00
0,Tester | Austria,linkedin,Test Engineer (all genders),Lam Research,"Villach, Carinthia, Austria",Remote,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-all-genders-at-lam-research-4419148898,2026-06-01T16:08:59.807170+00:00
0,Tester | Austria,linkedin,Test Development Engineer (m/f/d),go-e,"Feldkirchen in Kärnten, Carinthia, Austria",Remote,Internship,"Firmware, Go","R, Associate",German,,,Recent,https://at.linkedin.com/jobs/view/test-development-engineer-m-f-d-at-go-e-4419951636,2026-06-01T16:08:59.807303+00:00
0,Tester | Switzerland,linkedin,Manual Tester (UAV Software),Destinus,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/manual-tester-uav-software-at-destinus-4420432644,2026-06-01T16:09:02.199510+00:00
0,Tester | Switzerland,linkedin,Software Test Engineer,SwissPeak Partners,"Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-test-engineer-at-swisspeak-partners-4417067831,2026-06-01T16:09:02.199707+00:00
0,Tester | Switzerland,linkedin,Manual QA Tester – Mobile App,Jobgether,Switzerland,Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/manual-qa-tester-%E2%80%93-mobile-app-at-jobgether-4421423790,2026-06-01T16:09:02.199846+00:00
0,Tester | Switzerland,linkedin,Software Engineer in Test,MPower Plus,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-engineer-in-test-at-mpower-plus-4417085705,2026-06-01T16:09:02.199988+00:00
0,Tester | Switzerland,linkedin,Test Engineer (AI),Sixsentix,"Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-ai-at-sixsentix-4417933662,2026-06-01T16:09:02.200256+00:00
0,Tester | Switzerland,linkedin,Software Engineer in Test,Thrive IT Systems,"Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-engineer-in-test-at-thrive-it-systems-4417091109,2026-06-01T16:09:02.200516+00:00
0,Tester | Switzerland,linkedin,Flight Test Engineer,HYTE®,"Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/flight-test-engineer-at-hyte%C2%AE-4404980487,2026-06-01T16:09:02.200662+00:00
0,Tester | Switzerland,linkedin,Embedded Agile Tester (m/w/d),INACTA,"Bern, Berne, Switzerland",On-site,Full-time,,Agile,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-agile-tester-m-w-d-at-inacta-4417046192,2026-06-01T16:09:02.200801+00:00
0,Tester | Remote,linkedin,App-Tester  (m/w/d),clickworker,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/app-tester-m-w-d-at-clickworker-4417622173,2026-06-01T16:09:04.622190+00:00
0,Tester | Remote,linkedin,Test Engineer (m/w/d),oneclick Group AG,"Traunstein, Bavaria, Germany",Remote,Contract,"Ci/Cd, Go, Playwright, Typescript","R, Node.Js, Ansible, Docker, Linux, Vue.Js, Gitlab, Gcp, Php, Graphql",German,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-m-w-d-at-oneclick-group-ag-4413814452,2026-06-01T16:09:04.622319+00:00
0,Tester | Remote,linkedin,Test Automation Engineer (5 months-limited),Bragi,Germany,Remote,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/test-automation-engineer-5-months-limited-at-bragi-4413615264,2026-06-01T16:09:04.622447+00:00
0,Tester | Remote,linkedin,Software Tester (m/w/d) Full Remote,Computer Futures,"Berlin, Berlin, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-tester-m-w-d-full-remote-at-computer-futures-4413298979,2026-06-01T16:09:04.622590+00:00
0,Tester | Remote,linkedin,Test Engineer,FormFactor Inc.,"Thiendorf, Saxony, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-at-formfactor-inc-4414702828,2026-06-01T16:09:04.622720+00:00
0,Tester | Remote,linkedin,Software Tester - Fokus Testautomatisierung - remote (w/m/d),Dr. Klein Privatkunden AG,Germany,Remote,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/software-tester-fokus-testautomatisierung-remote-w-m-d-at-dr-klein-privatkunden-ag-4417209504,2026-06-01T16:09:04.622985+00:00
0,Tester | Slovakia,linkedin,Manual Tester with Overlap into Automation,Billdu,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/manual-tester-with-overlap-into-automation-at-billdu-4417488379,2026-06-01T16:09:06.996377+00:00
0,Tester | Slovakia,linkedin,Manuálny tester/testerka s presahom do automatizácie,Billdu,"Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/manu%C3%A1lny-tester-testerka-s-presahom-do-automatiz%C3%A1cie-at-billdu-4413528429,2026-06-01T16:09:06.996519+00:00
0,Tester | Slovakia,linkedin,Gen AI QA Tester,Hexaware Technologies,"Šarišské Michaľany, Presov, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/gen-ai-qa-tester-at-hexaware-technologies-4418869427,2026-06-01T16:09:06.996675+00:00
0,Tester | Slovakia,linkedin,Agile Test Engineer,ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Agile,English,,,Recent,https://sk.linkedin.com/jobs/view/agile-test-engineer-at-eset-4403248690,2026-06-01T16:09:06.996816+00:00
0,Tester | Slovakia,linkedin,Agile Test Engineer,ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,"Can, Ci/Cd, Continuous Testing, Python, Test Automation","Performance Testing, Sql, Agile, Cypress, Nosql, Aws",English,,,Recent,https://sk.linkedin.com/jobs/view/agile-test-engineer-at-eset-4405185637,2026-06-01T16:09:06.996956+00:00
0,Tester | Slovakia,linkedin,Medior Agile Tester,ESET,"Bratislava, Bratislava, Slovakia",On-site,Internship,"Ci/Cd, Javascript, Playwright, Python, Typescript","Zephyr, R, Php, Jira, Agile, Devops, Cypress, Git, Linux, Intern",English,,,Recent,https://sk.linkedin.com/jobs/view/medior-agile-tester-at-eset-4374813990,2026-06-01T16:09:06.997092+00:00
0,Tester | Slovakia,linkedin,Agile Test Engineer,ESET,"Košice, Kosice, Slovakia",On-site,Full-time,,Agile,English,,,Recent,https://sk.linkedin.com/jobs/view/agile-test-engineer-at-eset-4405175696,2026-06-01T16:09:06.997224+00:00
0,Tester | Slovakia,linkedin,Integration Tester,Avenga,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/integration-tester-at-avenga-4331424497,2026-06-01T16:09:06.997370+00:00
0,Tester | Czech Republic,linkedin,Líder Tester Automatizador TI,Banco Popular Dominicano,"Santo Domingo, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/l%C3%ADder-tester-automatizador-ti-at-banco-popular-dominicano-4401626588,2026-06-01T16:09:09.390684+00:00
0,Tester | Czech Republic,linkedin,Software Development Engineer in Test (SDET),Flash,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-in-test-sdet-at-flash-4391531625,2026-06-01T16:09:09.390858+00:00
0,Tester | Czech Republic,linkedin,Software Development Engineer in Test,Origami Risk,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-in-test-at-origami-risk-4390621348,2026-06-01T16:09:09.390997+00:00
0,Tester | Czech Republic,linkedin,"Quality Automation Engineer (Santo Domingo, DO)",Parking Network B.V.,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-automation-engineer-santo-domingo-do-at-parking-network-b-v-4419895183,2026-06-01T16:09:09.391136+00:00
0,Tester | Czech Republic,linkedin,Quality Automation Engineer,Flash,"Santo Domingo, Distrito Nacional, Dominican Republic",Remote,Full-time,"C, Can, Ci/Cd, Continuous Testing, Github Actions, Java, Jenkins, Playwright, Python, Selenium, Test Automation, Typescript","Azure, Agile, Github, Cypress, Sql, Appium, Git, C#, Devops",English,,,Recent,https://do.linkedin.com/jobs/view/quality-automation-engineer-at-flash-4415552554,2026-06-01T16:09:09.391273+00:00
0,Tester | Czech Republic,linkedin,Tecnico Electronico,Eaton,"Bajos de Haina, San Cristóbal, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/tecnico-electronico-at-eaton-4417943824,2026-06-01T16:09:09.391409+00:00
0,Tester | Czech Republic,linkedin,Quality Inspector I,Integer Holdings Corporation,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-inspector-i-at-integer-holdings-corporation-4420626486,2026-06-01T16:09:09.391543+00:00
0,Tester | Czech Republic,linkedin,"Tech, Maintenance - Turno C",Baxter International Inc.,"Bajos de Haina, San Cristóbal, Dominican Republic",On-site,Internship,C,,English,,,Recent,https://do.linkedin.com/jobs/view/tech-maintenance-turno-c-at-baxter-international-inc-4418347106,2026-06-01T16:09:09.393391+00:00
0,Tester | Czech Republic,linkedin,"Tech, Maintenance - Turno B",Baxter International Inc.,"Bajos de Haina, San Cristóbal, Dominican Republic",On-site,Internship,,,English,,,Recent,https://do.linkedin.com/jobs/view/tech-maintenance-turno-b-at-baxter-international-inc-4418347104,2026-06-01T16:09:09.393544+00:00
0,Tester | Poland,linkedin,Junior Game Tester,8Bit - Games Industry Recruitment,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-game-tester-at-8bit-games-industry-recruitment-4408840330,2026-06-01T16:09:11.801058+00:00
0,Tester | Poland,linkedin,Manual Tester (ubezpieczenia),Altkom Software,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-ubezpieczenia-at-altkom-software-4413425569,2026-06-01T16:09:11.801225+00:00
0,Tester | Poland,linkedin,Tester/ka manualny/a,Base.com,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-ka-manualny-a-at-base-com-4419852206,2026-06-01T16:09:11.801369+00:00
0,Tester | Poland,linkedin,Tester/ka manualny/a,Base.com,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-ka-manualny-a-at-base-com-4419842876,2026-06-01T16:09:11.801515+00:00
0,Tester | Poland,linkedin,Tester/ka manualny/a,Base.com,"Poznań, Wielkopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-ka-manualny-a-at-base-com-4419849748,2026-06-01T16:09:11.801665+00:00
0,Tester | Poland,linkedin,Tester/ka manualny/a,Base.com,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-ka-manualny-a-at-base-com-4419852205,2026-06-01T16:09:11.801805+00:00
0,Tester | Poland,linkedin,Tester/ka manualny/a,Base.com,"Gdańsk, Pomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-ka-manualny-a-at-base-com-4419851654,2026-06-01T16:09:11.801945+00:00
0,Tester | Poland,linkedin,Manual QA Tester – Mobile App,Jobgether,Cracow Metropolitan Area,Remote,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-qa-tester-%E2%80%93-mobile-app-at-jobgether-4421457259,2026-06-01T16:09:11.802076+00:00
0,Tester | Poland,linkedin,Intermediate Test Engineer - OP02133,Dev.Pro,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/intermediate-test-engineer-op02133-at-dev-pro-4413295873,2026-06-01T16:09:11.802221+00:00
0,Tester | Poland,linkedin,Tester/ka manualny/a,Base.com,"Łódź, Łódzkie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-ka-manualny-a-at-base-com-4419848832,2026-06-01T16:09:11.802361+00:00
0,Tester | USA,linkedin,Game Tester | $20/hr Remote,Crossing Hurdles,United States,Remote,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/game-tester-%2420-hr-remote-at-crossing-hurdles-4413535920,2026-06-01T16:09:14.427506+00:00
0,Tester | USA,linkedin,Manual Tester,Kforce Inc,"San Antonio, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manual-tester-at-kforce-inc-4405448676,2026-06-01T16:09:14.427701+00:00
0,Tester | USA,linkedin,Junior Software Tester,Brooksource,"Columbus, Ohio Metropolitan Area",On-site,Full-time,,Junior,English,,,Recent,https://www.linkedin.com/jobs/view/junior-software-tester-at-brooksource-4414128825,2026-06-01T16:09:14.427846+00:00
0,Tester | USA,linkedin,Manual QA Tester – Mobile App,Jobgether,United States,Remote,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manual-qa-tester-%E2%80%93-mobile-app-at-jobgether-4421411921,2026-06-01T16:09:14.427980+00:00
0,Tester | USA,linkedin,QA Tester,KellyMitchell Group,"Gresham, OR",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-tester-at-kellymitchell-group-4380367886,2026-06-01T16:09:14.428119+00:00
0,Tester | USA,linkedin,Manual QA Tester,MMD Services,"Chicago, IL",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manual-qa-tester-at-mmd-services-4418839360,2026-06-01T16:09:14.428250+00:00
0,Tester | USA,linkedin,Software Quality Assurance Tester,Magnify,Charlotte Metro,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-quality-assurance-tester-at-magnify-4414680936,2026-06-01T16:09:14.428381+00:00
0,Tester | USA,linkedin,Software Quality Assurance Tester,Chartis Federal,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-quality-assurance-tester-at-chartis-federal-4418172830,2026-06-01T16:09:14.428507+00:00
0,Tester | USA,linkedin,Part-time Software Tester,Concordia Publishing House,"St Louis, MO",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/part-time-software-tester-at-concordia-publishing-house-4421608947,2026-06-01T16:09:14.428653+00:00
0,Tester | USA,linkedin,QA Tester,Advantage Tech,"Lees Summit, MO",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-tester-at-advantage-tech-4417944823,2026-06-01T16:09:14.428786+00:00
0,Tester | United Kingdom,linkedin,Game Tester | $20/hr Remote,Crossing Hurdles,United Kingdom,Remote,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/game-tester-%2420-hr-remote-at-crossing-hurdles-4413544571,2026-06-01T16:09:17.036333+00:00
0,Tester | United Kingdom,linkedin,Software Development Engineer in Test,MLabs,United Kingdom,On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-development-engineer-in-test-at-mlabs-4421692539,2026-06-01T16:09:17.036502+00:00
0,Tester | United Kingdom,linkedin,Manual QA Tester – Mobile App,Jobgether,United Kingdom,Remote,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/manual-qa-tester-%E2%80%93-mobile-app-at-jobgether-4421422750,2026-06-01T16:09:17.036660+00:00
0,Tester | United Kingdom,linkedin,QA Tester,Methods,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-tester-at-methods-4410612064,2026-06-01T16:09:17.036808+00:00
0,Tester | United Kingdom,linkedin,Functional Tester,ML,"London Area, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/functional-tester-at-ml-4421673332,2026-06-01T16:09:17.036947+00:00
0,Tester | United Kingdom,linkedin,Software Tester,Benenden Health,"York, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-tester-at-benenden-health-4418426550,2026-06-01T16:09:17.037074+00:00
0,Tester | United Kingdom,linkedin,QA Manual Tester | Manual Testing | Renewable Energy | Hybrid (2 days) in Manchester | 6 month Contract |£500/day Inside IR35,VirtueTech Recruitment Group,"Manchester Area, United Kingdom",Hybrid,Contract,,Manual Testing,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-manual-tester-manual-testing-renewable-energy-hybrid-2-days-in-manchester-6-month-contract-%C2%A3500-day-inside-ir35-at-virtuetech-recruitment-group-4415279703,2026-06-01T16:09:17.037203+00:00
0,Tester | United Kingdom,linkedin,QA Tester,Network IT Recruitment Limited,"Birmingham, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-tester-at-network-it-recruitment-limited-4414335255,2026-06-01T16:09:17.037343+00:00
0,Tester | United Kingdom,linkedin,Junior Test Engineer,develop,"Fareham, England, United Kingdom",On-site,Full-time,,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-test-engineer-at-develop-4408407412,2026-06-01T16:09:17.037476+00:00
0,Tester | United Kingdom,linkedin,QA & Test Engineer,SR2 | Socially Responsible Recruitment | Certified B Corporation™,"Oxfordshire, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-test-engineer-at-sr2-socially-responsible-recruitment-certified-b-corporation%E2%84%A2-4412804331,2026-06-01T16:09:17.037619+00:00
0,QA Engineer | Germany,linkedin,ERP QA Engineer,techstaff-in,"Munich, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/erp-qa-engineer-at-techstaff-in-4413317922,2026-06-01T16:09:19.460965+00:00
0,QA Engineer | Germany,linkedin,Quality Assurance Engineer (f/m/d),Renesas Electronics,"Nabern, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-f-m-d-at-renesas-electronics-4389742869,2026-06-01T16:09:19.461146+00:00
0,QA Engineer | Germany,linkedin,QA Engineer (all),mediaire,"Berlin, Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-all-at-mediaire-4417939996,2026-06-01T16:09:19.461294+00:00
0,QA Engineer | Germany,linkedin,Quality Assurance Software Engineer,Jobgether,Germany,On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-software-engineer-at-jobgether-4419595184,2026-06-01T16:09:19.461424+00:00
0,QA Engineer | Germany,linkedin,Java QA Engineer (m/w/d),SymBio.,"Mainz, Rhineland-Palatinate, Germany",On-site,Full-time,Java,,English,,,Recent,https://de.linkedin.com/jobs/view/java-qa-engineer-m-w-d-at-symbio-4415768500,2026-06-01T16:09:19.461586+00:00
0,QA Engineer | Germany,linkedin,Versuchsingenieur Thermohydraulik (all gender),ALTEN Germany,"Erlangen, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/versuchsingenieur-thermohydraulik-all-gender-at-alten-germany-4412273156,2026-06-01T16:09:19.461900+00:00
0,QA Engineer | Austria,linkedin,Quality Assurance Engineer,AAA Global,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/quality-assurance-engineer-at-aaa-global-4416095694,2026-06-01T16:09:21.857876+00:00
0,QA Engineer | Austria,linkedin,QA Engineer (m/w/d),Axess,"Anif, Salzburg, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-m-w-d-at-axess-4415749739,2026-06-01T16:09:21.858178+00:00
0,QA Engineer | Austria,linkedin,QA Engineer @ Fluidtime,DEVjobs,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-%40-fluidtime-at-devjobs-4422831231,2026-06-01T16:09:21.858446+00:00
0,QA Engineer | Austria,linkedin,QA Automation Engineer,Jobgether,Austria,On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-automation-engineer-at-jobgether-4421715499,2026-06-01T16:09:21.858594+00:00
0,QA Engineer | Austria,linkedin,Quality Assurance Engineer,ENPULSION,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/quality-assurance-engineer-at-enpulsion-4408624945,2026-06-01T16:09:21.858986+00:00
0,QA Engineer | Switzerland,linkedin,Quality Assurance Software Engineer,Jobgether,Switzerland,On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/quality-assurance-software-engineer-at-jobgether-4419588361,2026-06-01T16:09:24.239716+00:00
0,QA Engineer | Switzerland,linkedin,QA Automation Engineer,Jobgether,Switzerland,Remote,Contract,"Ci/Cd, Javascript, Test Automation, Typescript","Cucumber, Agile, Github, Regression Testing, Cypress, Rest Api, Bdd",English,,,Recent,https://ch.linkedin.com/jobs/view/qa-automation-engineer-at-jobgether-4421707936,2026-06-01T16:09:24.239886+00:00
0,QA Engineer | Switzerland,linkedin,Quality Assurance Engineer*,HARTING Technology Group,"Biel, Berne, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/quality-assurance-engineer-at-harting-technology-group-4415797917,2026-06-01T16:09:24.240286+00:00
0,QA Engineer | Switzerland,linkedin,QA qualification engineer,agap2 Switzerland,"Basel, Basel, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-qualification-engineer-at-agap2-switzerland-4418739195,2026-06-01T16:09:24.240418+00:00
0,QA Engineer | Switzerland,linkedin,QA Engineer – Mobile Testing,Specialized Bicycle Components,"Cham, Zug, Switzerland",Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-engineer-%E2%80%93-mobile-testing-at-specialized-bicycle-components-4419855030,2026-06-01T16:09:24.240563+00:00
0,QA Engineer | Switzerland,linkedin,Test and Commissioning Engineer,LEM Surgical AG,"Bern, Berne, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-and-commissioning-engineer-at-lem-surgical-ag-4407757749,2026-06-01T16:09:24.240702+00:00
0,QA Engineer | Switzerland,linkedin,Software Test Automation Engineer,Infometis,"Zurich, Zurich, Switzerland",On-site,Full-time,Test Automation,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-test-automation-engineer-at-infometis-4414098073,2026-06-01T16:09:24.240830+00:00
0,QA Engineer | Switzerland,linkedin,Ingénieur Automatisation de Tests & APIs,Enova,Geneva Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/ing%C3%A9nieur-automatisation-de-tests-apis-at-enova-4413953017,2026-06-01T16:09:24.240960+00:00
0,QA Engineer | Remote,linkedin,"Backend QA Engineer, Berlin",Air Apps,Berlin Metropolitan Area,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/backend-qa-engineer-berlin-at-air-apps-4421640776,2026-06-01T16:09:26.763804+00:00
0,QA Engineer | Remote,linkedin,Backend QA Engineer,Air Apps,"Munich, Bavaria, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/backend-qa-engineer-at-air-apps-4421634778,2026-06-01T16:09:26.763937+00:00
0,QA Engineer | Remote,linkedin,Test Automation Engineer (m/w/d),Randstad,Germany,Remote,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/test-automation-engineer-m-w-d-at-randstad-4413684699,2026-06-01T16:09:26.764331+00:00
0,QA Engineer | Remote,linkedin,QA Automation Engineer,Jobgether,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-automation-engineer-at-jobgether-4421722121,2026-06-01T16:09:26.764456+00:00
0,QA Engineer | Remote,linkedin,Quality Assurance Engineer,Princeton Plasma Physics Laboratory (PPPL),"Stade, Lower Saxony, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-at-princeton-plasma-physics-laboratory-pppl-4394918245,2026-06-01T16:09:26.764728+00:00
0,QA Engineer | Slovakia,linkedin,Manual QA Engineer,Servers.com,"Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/manual-qa-engineer-at-servers-com-4409910977,2026-06-01T16:09:29.169474+00:00
