relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Firmware Engineer | Switzerland,linkedin,"Senior Software Developer, Embedded Systems/Firmware",Google,"Zurich, Zurich, Switzerland",On-site,Full-time,"Embedded Systems, Firmware",Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-software-developer-embedded-systems-firmware-at-google-4425226864,2026-06-22T15:28:41.899997+00:00
14,Firmware Engineer | Poland,linkedin,Senior Software Engineer (Kotlin),MWDN,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,"Kotlin, Senior",English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-software-engineer-kotlin-at-mwdn-4424351912,2026-06-22T15:28:51.618074+00:00
14,Firmware Engineer | United Kingdom,linkedin,"Senior Software Engineer - Embedded, C++",Roku,"Cambridge, England, United Kingdom",Remote,Contract,"C, C++, Can, Embedded Systems","Linux, Lead, Senior, Architect",English,"Architect, Lead, Senior",,Recent,https://uk.linkedin.com/jobs/view/senior-software-engineer-embedded-c%2B%2B-at-roku-4426342355,2026-06-22T15:28:56.595512+00:00
14,Firmware Engineer | United Kingdom,linkedin,"Senior Software Engineer - C++, System Software",Roku,"Cambridge, England, United Kingdom",On-site,Full-time,"C, C++",Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-software-engineer-c%2B%2B-system-software-at-roku-4331150844,2026-06-22T15:28:56.595844+00:00
14,Firmware Engineer | United Kingdom,linkedin,"Senior Software Engineer, Embedded C++",Roku,"Cambridge, England, United Kingdom",On-site,Full-time,"C, C++",Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-software-engineer-embedded-c%2B%2B-at-roku-4374730170,2026-06-22T15:28:56.596291+00:00
0,Tester | Germany,linkedin,Software Engineer in Test (Berlin),Cresta,"Berlin, Berlin, Germany",On-site,Contract,"Ai Agents, Can, Ci/Cd, Playwright, Typescript","Grafana, Datadog, Cypress, Manual Testing",English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-in-test-berlin-at-cresta-4343158227,2026-06-22T15:26:03.306596+00:00
0,Tester | Germany,linkedin,QA-Tester,TillerStack,Berlin Metropolitan Area,Remote,Internship,"Playwright, Selenium, Test Automation","Agile, Kanban, Postman, Scrum, Manual Testing",English,,,Recent,https://de.linkedin.com/jobs/view/qa-tester-at-tillerstack-4420433657,2026-06-22T15:26:03.306813+00:00
0,Tester | Germany,linkedin,Manual Tester - 6 months project in Europe,Bertrandt Group,"Baden-Württemberg, Germany",Remote,Contract,,"Linux, Jira",English,,,Recent,https://de.linkedin.com/jobs/view/manual-tester-6-months-project-in-europe-at-bertrandt-group-4429063135,2026-06-22T15:26:03.306982+00:00
0,Tester | Germany,linkedin,Tester for a car voice assistant project - English (Australian) speaker,TSMG Holding,"Munich, Bavaria, Germany",On-site,Contract,Can,Project Manager,English,,,Recent,https://de.linkedin.com/jobs/view/tester-for-a-car-voice-assistant-project-english-australian-speaker-at-tsmg-holding-4428111072,2026-06-22T15:26:03.307148+00:00
0,Tester | Germany,linkedin,Software Tester (m/w/d),TIMOCOM,"Erkrath, North Rhine-Westphalia, Germany",Remote,Internship,"Ci/Cd, Javascript, Playwright, Test Automation, Typescript","R, Safe, Gitlab, Scrum, Regression Testing",German,,,Recent,https://de.linkedin.com/jobs/view/software-tester-m-w-d-at-timocom-4429102242,2026-06-22T15:26:03.307303+00:00
0,Tester | Germany,linkedin,Tester for a car voice assistant project - English (IE) speaker,TSMG Holding,"Stuttgart, Baden-Württemberg, Germany",On-site,Contract,,,English,,,Recent,https://de.linkedin.com/jobs/view/tester-for-a-car-voice-assistant-project-english-ie-speaker-at-tsmg-holding-4428805384,2026-06-22T15:26:03.307613+00:00
0,Tester | Germany,linkedin,Test Engineer,Amoria Bond,"Upper Palatinate, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-at-amoria-bond-4414013819,2026-06-22T15:26:03.307791+00:00
0,Tester | Germany,linkedin,Software-Tester (m/w/d),innus GmbH,Germany,Remote,Full-time,,R,German,,,Recent,https://de.linkedin.com/jobs/view/software-tester-m-w-d-at-innus-gmbh-4412870930,2026-06-22T15:26:03.307948+00:00
0,Tester | Germany,linkedin,App-Tester  (m/w/d),clickworker,Germany,Remote,Internship,,R,German,,,Recent,https://de.linkedin.com/jobs/view/app-tester-m-w-d-at-clickworker-4417622173,2026-06-22T15:26:03.308095+00:00
0,Tester | Austria,linkedin,Software Tester,FB Consulting & Trade GmbH,"Vienna, Austria",Remote,Contract,"Selenium, Test Automation","Devops, Jira, Agile, Kanban, Azure, Scrum, Appium",English,,,Recent,https://at.linkedin.com/jobs/view/software-tester-at-fb-consulting-trade-gmbh-4426929771,2026-06-22T15:26:05.670988+00:00
0,Tester | Austria,linkedin,Software Tester / QA Automation Engineer (m/w/d),Annny GmbH,"Vienna, Austria",Remote,Full-time,"Ci/Cd, Test Automation",R,German,,,Recent,https://at.linkedin.com/jobs/view/software-tester-qa-automation-engineer-m-w-d-at-annny-gmbh-4428941247,2026-06-22T15:26:05.671157+00:00
0,Tester | Austria,linkedin,Software Tester (f/m/d),GE HealthCare,"Vöcklamarkt, Upper Austria, Austria",Remote,Contract,Integration Testing,"Associate, R, Entry-Level",German,,,Recent,https://at.linkedin.com/jobs/view/software-tester-f-m-d-at-ge-healthcare-4416658855,2026-06-22T15:26:05.671312+00:00
0,Tester | Austria,linkedin,Test Engineer (all genders),Lam Research,"Villach, Carinthia, Austria",Remote,Internship,Python,Assembly,English,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-all-genders-at-lam-research-4415913911,2026-06-22T15:26:05.671466+00:00
0,Tester | Austria,linkedin,Test Automation Engineer,STEINER-HITECH GmbH,"Vienna, Austria",Remote,Internship,"Java, Javascript, Selenium, Test Automation","React, Junior, Associate, R, Docker, Mid-Level, Cucumber, Bdd",German,,,Recent,https://at.linkedin.com/jobs/view/test-automation-engineer-at-steiner-hitech-gmbh-4419853621,2026-06-22T15:26:05.671790+00:00
0,Tester | Austria,linkedin,Test Engineer (all genders),Lam Research,"Villach, Carinthia, Austria",Remote,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-all-genders-at-lam-research-4419148898,2026-06-22T15:26:05.671946+00:00
0,Tester | Switzerland,linkedin,Manual Tester (UAV Software),Destinus,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/manual-tester-uav-software-at-destinus-4420432644,2026-06-22T15:26:08.072882+00:00
0,Tester | Switzerland,linkedin,Software Development Engineer (Test),MPower Plus,"Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-development-engineer-test-at-mpower-plus-4427957443,2026-06-22T15:26:08.073211+00:00
0,Tester | Switzerland,linkedin,Responsable tests,MGI Consultants,"Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/responsable-tests-at-mgi-consultants-4426225978,2026-06-22T15:26:08.073369+00:00
0,Tester | Switzerland,linkedin,Flight Test Engineer,HYTE®,"Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/flight-test-engineer-at-hyte%C2%AE-4430916768,2026-06-22T15:26:08.073516+00:00
0,Tester | Switzerland,linkedin,STANDARD APPLICATION TESTER,Zensar Technologies,"Geneva, Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/standard-application-tester-at-zensar-technologies-4426128077,2026-06-22T15:26:08.073672+00:00
0,Tester | Switzerland,linkedin,Field Test Engineer,E-Solutions,"Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/field-test-engineer-at-e-solutions-4426314041,2026-06-22T15:26:08.073847+00:00
0,Tester | Switzerland,linkedin,Tester industriale elettronico,jobcourier.ch,"Lugano, Ticino, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/tester-industriale-elettronico-at-jobcourier-ch-4428416406,2026-06-22T15:26:08.073997+00:00
0,Tester | Switzerland,linkedin,AI Speech Tester (Italian native speaker - Switzerland regional variant),TSMG Holding,"Lugano, Ticino, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/ai-speech-tester-italian-native-speaker-switzerland-regional-variant-at-tsmg-holding-4430906241,2026-06-22T15:26:08.074144+00:00
0,Tester | Switzerland,linkedin,QA & Support Engineer,Typewise,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-support-engineer-at-typewise-4428425341,2026-06-22T15:26:08.074285+00:00
0,Tester | Remote,linkedin,Quality Assurance Engineer (m/w/d),ISO-Gruppe,Greater Nuremberg Metropolitan Area,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-m-w-d-at-iso-gruppe-4423000322,2026-06-22T15:26:10.454335+00:00
0,Tester | Remote,linkedin,Test Automation Engineer (5 months-limited),Bragi,Germany,Remote,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/test-automation-engineer-5-months-limited-at-bragi-4428258645,2026-06-22T15:26:10.454493+00:00
0,Tester | Remote,linkedin,Test Engineer,FormFactor Inc.,"Thiendorf, Saxony, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-at-formfactor-inc-4414702828,2026-06-22T15:26:10.454637+00:00
0,Tester | Remote,linkedin,AI-First QA Engineer (Quality & Test Automation) (m/f/d),EverReal,Germany,Remote,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/ai-first-qa-engineer-quality-test-automation-m-f-d-at-everreal-4429249279,2026-06-22T15:26:10.454805+00:00
0,Tester | Remote,linkedin,Pega Tester,Coforge,Frankfurt Rhine-Main Metropolitan Area,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/pega-tester-at-coforge-4429672017,2026-06-22T15:26:10.454957+00:00
0,Tester | Remote,linkedin,Penetration Tester | Upto $2150 Part-time,Mercor,"Berlin, Berlin, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/penetration-tester-upto-%242150-part-time-at-mercor-4424281692,2026-06-22T15:26:10.455102+00:00
0,Tester | Remote,linkedin,Test Automation Engineer,CROWDCONSULTANTS,Germany,Remote,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/test-automation-engineer-at-crowdconsultants-4429347631,2026-06-22T15:26:10.455249+00:00
0,Tester | Remote,linkedin,Software Engineer in Test,Dataiku,Berlin Metropolitan Area,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-in-test-at-dataiku-4426396942,2026-06-22T15:26:10.455396+00:00
0,Tester | Slovakia,linkedin,Manual QA Tester,Descartes Systems Group,"Žilina, Zilina, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/manual-qa-tester-at-descartes-systems-group-4382115365,2026-06-22T15:26:12.826447+00:00
0,Tester | Slovakia,linkedin,Agile Test Engineer (m/f/n),ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Agile,English,,,Recent,https://sk.linkedin.com/jobs/view/agile-test-engineer-m-f-n-at-eset-4403248690,2026-06-22T15:26:12.826828+00:00
0,Tester | Slovakia,linkedin,Agile Test Engineer (m/f/n),ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Agile,English,,,Recent,https://sk.linkedin.com/jobs/view/agile-test-engineer-m-f-n-at-eset-4405185637,2026-06-22T15:26:12.826986+00:00
0,Tester | Slovakia,linkedin,Agile Test Engineer (m/f/n),ESET,"Košice, Kosice, Slovakia",On-site,Full-time,,Agile,English,,,Recent,https://sk.linkedin.com/jobs/view/agile-test-engineer-m-f-n-at-eset-4405175696,2026-06-22T15:26:12.827133+00:00
0,Tester | Slovakia,linkedin,Software Test Engineer,Descartes Systems Group,"Žilina, Zilina, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-test-engineer-at-descartes-systems-group-4346477958,2026-06-22T15:26:12.827285+00:00
0,Tester | Slovakia,linkedin,Integration Tester,Avenga,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/integration-tester-at-avenga-4331424497,2026-06-22T15:26:12.827440+00:00
0,Tester | Slovakia,linkedin,Test Automation Engineer,Avenga,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Test Automation,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-automation-engineer-at-avenga-4331424496,2026-06-22T15:26:12.827587+00:00
0,Tester | Slovakia,linkedin,Test Engineer,Vertiv,"Nové Mesto nad Váhom, Trenciansky, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-engineer-at-vertiv-4430484432,2026-06-22T15:26:12.827753+00:00
0,Tester | Czech Republic,linkedin,Líder Tester Automatizador TI,Banco Popular Dominicano,"Santo Domingo, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/l%C3%ADder-tester-automatizador-ti-at-banco-popular-dominicano-4401626588,2026-06-22T15:26:15.193445+00:00
0,Tester | Czech Republic,linkedin,Software Development Engineer in Test (SDET),Flash,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-in-test-sdet-at-flash-4391531625,2026-06-22T15:26:15.193627+00:00
0,Tester | Czech Republic,linkedin,"Quality Automation Engineer (Hybrid, Santo Domingo, DO)",Parking Network B.V.,"Santo Domingo Este, Santo Domingo, Dominican Republic",Hybrid,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-automation-engineer-hybrid-santo-domingo-do-at-parking-network-b-v-4431726465,2026-06-22T15:26:15.193810+00:00
0,Tester | Czech Republic,linkedin,Software Development Engineer in Test,Origami Risk,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-in-test-at-origami-risk-4390621348,2026-06-22T15:26:15.193973+00:00
0,Tester | Czech Republic,linkedin,Quality Automation Engineer,Flash,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-automation-engineer-at-flash-4415552554,2026-06-22T15:26:15.194118+00:00
0,Tester | Czech Republic,linkedin,Tecnico Electronico,Eaton,"Bajos de Haina, San Cristóbal, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/tecnico-electronico-at-eaton-4417943824,2026-06-22T15:26:15.194424+00:00
0,Tester | Czech Republic,linkedin,Quality Inspector I,Integer Holdings Corporation,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-inspector-i-at-integer-holdings-corporation-4420626486,2026-06-22T15:26:15.194724+00:00
0,Tester | Poland,linkedin,Junior Manual Tester (Student) / Junior Manual Testerka (Studentka),Humanit,"Wrocław, Dolnośląskie, Poland",On-site,Internship,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-manual-tester-student-junior-manual-testerka-studentka-at-humanit-4422466178,2026-06-22T15:26:17.599671+00:00
0,Tester | Poland,linkedin,QA Engineer (Manual),iteo,"Katowice, Śląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-manual-at-iteo-4431610323,2026-06-22T15:26:17.599881+00:00
0,Tester | Poland,linkedin,Manual tester (bankowość),Altkom Software,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-bankowo%C5%9B%C4%87-at-altkom-software-4427964156,2026-06-22T15:26:17.600041+00:00
0,Tester | Poland,linkedin,Intermediate Test Engineer - OP02160,Dev.Pro,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/intermediate-test-engineer-op02160-at-dev-pro-4426757479,2026-06-22T15:26:17.600205+00:00
0,Tester | Poland,linkedin,Software Tester,Ideamotive,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-tester-at-ideamotive-4431680436,2026-06-22T15:26:17.600367+00:00
0,Tester | Poland,linkedin,Software Engineer in Test,ByteHire,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-in-test-at-bytehire-4408816306,2026-06-22T15:26:17.600521+00:00
0,Tester | Poland,linkedin,Tester,Integral Solutions - Data & AI,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-at-integral-solutions-data-ai-4425485640,2026-06-22T15:26:17.600668+00:00
0,Tester | Poland,linkedin,Manual Payment Tester,Infinity Quest,"Krakowski, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-payment-tester-at-infinity-quest-4429955463,2026-06-22T15:26:17.600845+00:00
0,Tester | Poland,linkedin,Manual QA -  Mobile App Performance Test,Upwork,"Wysokie Mazowieckie, Podlaskie, Poland",Remote,Contract,,"Manual Testing, Performance Testing",English,,,Recent,https://pl.linkedin.com/jobs/view/manual-qa-mobile-app-performance-test-at-upwork-4423677049,2026-06-22T15:26:17.601004+00:00
0,Tester | Poland,linkedin,"Tester Ferryt (He, She) -",Astek,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-ferryt-he-she-at-astek-4417061676,2026-06-22T15:26:17.601162+00:00
0,Tester | USA,linkedin,Game QA Tester | $14/hr Remote,Crossing Hurdles,United States,Remote,Contract,,,English,,,Recent,https://www.linkedin.com/jobs/view/game-qa-tester-%2414-hr-remote-at-crossing-hurdles-4427276624,2026-06-22T15:26:20.152070+00:00
0,Tester | USA,linkedin,Game Tester | $20/hr Remote,Crossing Hurdles,United States,Remote,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/game-tester-%2420-hr-remote-at-crossing-hurdles-4427707771,2026-06-22T15:26:20.152248+00:00
0,Tester | USA,linkedin,MANUAL TESTER/ MANUAL QA ENGINEER,Vings Technologies,"Mountain View, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manual-tester-manual-qa-engineer-at-vings-technologies-4431326263,2026-06-22T15:26:20.152402+00:00
0,Tester | USA,linkedin,Manual Tester,SWITS DIGITAL Private Limited,"Mountain View, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manual-tester%C2%A0-at-swits-digital-private-limited-4430735690,2026-06-22T15:26:20.152576+00:00
0,Tester | USA,linkedin,Junior Software Tester,Brooksource,"Columbus, Ohio Metropolitan Area",On-site,Full-time,,Junior,English,,,Recent,https://www.linkedin.com/jobs/view/junior-software-tester-at-brooksource-4414128825,2026-06-22T15:26:20.152756+00:00
0,Tester | USA,linkedin,Software Engineer in Test,Ascendion,"Irvine, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-in-test-at-ascendion-4428068404,2026-06-22T15:26:20.152920+00:00
0,Tester | USA,linkedin,Manual Tester-Ex Google,PDSSOFT INC.,"Mountain View, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manual-tester-ex-google-at-pdssoft-inc-4427863426,2026-06-22T15:26:20.153066+00:00
0,Tester | USA,linkedin,Functional Tester,Softtek,"Miami, FL",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/functional-tester-at-softtek-4422036571,2026-06-22T15:26:20.153212+00:00
0,Tester | USA,linkedin,QA Tester,KellyMitchell Group,"Gresham, OR",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-tester-at-kellymitchell-group-4380367886,2026-06-22T15:26:20.153363+00:00
0,Tester | USA,linkedin,Video Game Tester (On-Site),Testronic,"Kenner, LA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/video-game-tester-on-site-at-testronic-4421809303,2026-06-22T15:26:20.153508+00:00
0,Tester | United Kingdom,linkedin,Game QA Tester | $14/hr Remote,Crossing Hurdles,United Kingdom,Remote,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/game-qa-tester-%2414-hr-remote-at-crossing-hurdles-4427281555,2026-06-22T15:26:22.723777+00:00
0,Tester | United Kingdom,linkedin,Software Tester - Playwright - REMOTE - £50k,Venchr,"Manchester Area, United Kingdom",Remote,Full-time,Playwright,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-tester-playwright-remote-%C2%A350k-at-venchr-4426615319,2026-06-22T15:26:22.723957+00:00
0,Tester | United Kingdom,linkedin,Game Tester | $20/hr Remote,Crossing Hurdles,United Kingdom,Remote,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/game-tester-%2420-hr-remote-at-crossing-hurdles-4427720025,2026-06-22T15:26:22.724160+00:00
0,Tester | United Kingdom,linkedin,Software Tester,Brown & Brown UK,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-tester-at-brown-brown-uk-4431720564,2026-06-22T15:26:22.724313+00:00
0,Tester | United Kingdom,linkedin,Software Development Engineer in Test,MLabs,United Kingdom,On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-development-engineer-in-test-at-mlabs-4421692539,2026-06-22T15:26:22.724464+00:00
0,Tester | United Kingdom,linkedin,Test Engineer,IXICO,"London Area, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-ixico-4426499196,2026-06-22T15:26:22.724608+00:00
0,Tester | United Kingdom,linkedin,Trainee Tester,Orona,"Sunbury-On-Thames, England, United Kingdom",On-site,Full-time,,Trainee,English,,,Recent,https://uk.linkedin.com/jobs/view/trainee-tester-at-orona-4429328072,2026-06-22T15:26:22.724819+00:00
0,Tester | United Kingdom,linkedin,Non Functional Tester,Cognizant,"London Area, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/non-functional-tester-at-cognizant-4423375996,2026-06-22T15:26:22.724997+00:00
0,Tester | United Kingdom,linkedin,QA Tester (Temporary),ELVIS,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-tester-temporary-at-elvis-4426655236,2026-06-22T15:26:22.725146+00:00
0,Tester | United Kingdom,linkedin,Software Tester,Tate Recruitment,"Coalville, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-tester-at-tate-recruitment-4426935411,2026-06-22T15:26:22.725291+00:00
0,QA Engineer | Germany,linkedin,Manual AI-Assisted QA Engineer,COLIBRIX ONE,"Berlin, Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/manual-ai-assisted-qa-engineer-at-colibrix-one-4422405662,2026-06-22T15:26:25.116621+00:00
0,QA Engineer | Germany,linkedin,QA Automation Engineer,Jobgether,Germany,On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-automation-engineer-at-jobgether-4428065625,2026-06-22T15:26:25.116970+00:00
0,QA Engineer | Germany,linkedin,QA Engineer (all),mediaire,"Berlin, Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-all-at-mediaire-4425787139,2026-06-22T15:26:25.117267+00:00
0,QA Engineer | Germany,linkedin,Quality Assurance Engineer - Remote (f/m/d),ng-voice,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-remote-f-m-d-at-ng-voice-4428933854,2026-06-22T15:26:25.117566+00:00
0,QA Engineer | Germany,linkedin,Test Engineer (m/w/d),T&S (Technology & Strategy),"Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-m-w-d-at-t-s-technology-strategy-4431658335,2026-06-22T15:26:25.117889+00:00
0,QA Engineer | Austria,linkedin,Quality Assurance Engineer,TeamViewer,"Linz, Upper Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/quality-assurance-engineer-at-teamviewer-4429915028,2026-06-22T15:26:27.548175+00:00
0,QA Engineer | Austria,linkedin,"Engineer I, QA - (m/f/d) Part-time 50% (19.25 hours/week)",Thermo Fisher Scientific,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/engineer-i-qa-m-f-d-part-time-50%25-19-25-hours-week-at-thermo-fisher-scientific-4422278300,2026-06-22T15:26:27.548327+00:00
0,QA Engineer | Austria,linkedin,Quality Assurance Engineer (m/w/d),Miba Group,"Roitham, Upper Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/quality-assurance-engineer-m-w-d-at-miba-group-4422958807,2026-06-22T15:26:27.548472+00:00
0,QA Engineer | Austria,linkedin,Test Engineer Embedded Software,SBG Associates,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-embedded-software-at-sbg-associates-4427840026,2026-06-22T15:26:27.548619+00:00
0,QA Engineer | Switzerland,linkedin,Quality Assurance Engineer,Destinus,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/quality-assurance-engineer-at-destinus-4429903025,2026-06-22T15:26:29.955588+00:00
0,QA Engineer | Switzerland,linkedin,QA Automation Engineer,Jobgether,Switzerland,On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-automation-engineer-at-jobgether-4428074245,2026-06-22T15:26:29.955920+00:00
0,QA Engineer | Switzerland,linkedin,Quality Assurance Engineer - 882014/1,Hays,"Emmen, Lucerne, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/quality-assurance-engineer-882014-1-at-hays-4430411427,2026-06-22T15:26:29.956222+00:00
0,QA Engineer | Switzerland,linkedin,QA Cleaning Validation Engineer (m/d/w),TechFirm Engineering,"Basel, Basel, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-cleaning-validation-engineer-m-d-w-at-techfirm-engineering-4430919440,2026-06-22T15:26:29.956513+00:00
0,QA Engineer | Remote,linkedin,"Backend QA Engineer, Berlin",Air Apps,Berlin Metropolitan Area,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/backend-qa-engineer-berlin-at-air-apps-4428287175,2026-06-22T15:26:32.306516+00:00
0,QA Engineer | Slovakia,linkedin,Junior Test Automation Engineer,IBM,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Test Automation,Junior,English,,,Recent,https://sk.linkedin.com/jobs/view/junior-test-automation-engineer-at-ibm-4426834882,2026-06-22T15:26:34.685896+00:00
0,QA Engineer | Slovakia,linkedin,QA Engineer (Hybrid set up),Swiss Re,"Bratislava, Bratislava, Slovakia",Hybrid,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-engineer-hybrid-set-up-at-swiss-re-4409358923,2026-06-22T15:26:34.686074+00:00
0,QA Engineer | Slovakia,linkedin,Junior Test Automation Engineer,IBM,"Banská Bystrica, Banska Bystrica, Slovakia",On-site,Full-time,Test Automation,Junior,English,,,Recent,https://sk.linkedin.com/jobs/view/junior-test-automation-engineer-at-ibm-4426831922,2026-06-22T15:26:34.686228+00:00
