relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
29,Test Automation | USA,linkedin,Software Tester/QA Analyst,Intellibee Inc,"Richmond, VA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-tester-qa-analyst-at-intellibee-inc-4388537345,2026-03-21T10:26:05.591699+00:00
0,Tester | Germany,linkedin,Quality Assurance Tester (m/f/d),MoPla Solutions GmbH,"Augsburg, Bavaria, Germany",Remote,Full-time,,"Agile, Scrum, Kanban, Manual Testing, Postman",English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-tester-m-f-d-at-mopla-solutions-gmbh-4375222169,2026-03-21T10:24:21.491297+00:00
0,Tester | Germany,linkedin,App-Tester  (m/w/d),clickworker,Germany,On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/app-tester-m-w-d-at-clickworker-4375907759,2026-03-21T10:24:21.491453+00:00
0,Tester | Germany,linkedin,Test Engineer for In-Car-Entertainment (ICE) System,XPENG,"Munich, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-for-in-car-entertainment-ice-system-at-xpeng-4380906589,2026-03-21T10:24:21.491607+00:00
0,Tester | Austria,linkedin,Junior Test Engineer (w/m/d),Pankl Aerospace Systems,"Bruck an der Mur, Styria, Austria",Remote,Full-time,,"Junior, R, Associate",German,,,Recent,https://at.linkedin.com/jobs/view/junior-test-engineer-w-m-d-at-pankl-aerospace-systems-4383709885,2026-03-21T10:24:23.858993+00:00
0,Tester | Austria,linkedin,Software Tester*in,Agrarmarkt Austria,"Vienna, Vienna, Austria",Hybrid,Internship,,R,German,,,Recent,https://at.linkedin.com/jobs/view/software-tester-in-at-agrarmarkt-austria-4381271914,2026-03-21T10:24:23.859195+00:00
0,Tester | Austria,linkedin,Junior Test Engineer (w/m/d),Pankl Turbosystems GmbH,"Bruck an der Mur, Styria, Austria",Remote,Full-time,,"Junior, R, Associate",German,,,Recent,https://at.linkedin.com/jobs/view/junior-test-engineer-w-m-d-at-pankl-turbosystems-gmbh-4380268475,2026-03-21T10:24:23.859362+00:00
0,Tester | Austria,linkedin,Mid-level Test Engineer (Test Automation) (m/f/d),Deutsche Telekom,"Fünfkirchen, Lower Austria, Austria",Remote,Full-time,"Ci/Cd, Playwright, Selenium, Test Automation","Cypress, Scrum, R, Kanban, Bdd, Git, Mid-Level",German,,,Recent,https://at.linkedin.com/jobs/view/mid-level-test-engineer-test-automation-m-f-d-at-deutsche-telekom-4387866274,2026-03-21T10:24:23.859537+00:00
0,Tester | Austria,linkedin,Test Engineer,Noir,"Linz, Upper Austria, Austria",Hybrid,Full-time,"Ci/Cd, Jenkins, Selenium, Test Automation","Regression Testing, Agile, Scrum, Jira, Postman",English,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-at-noir-4388338949,2026-03-21T10:24:23.859708+00:00
0,Tester | Austria,linkedin,Software Test Engineer & Documentation Writer (w/m/d),Delegate Group,"Vienna, Vienna, Austria",On-site,Full-time,"Ci/Cd, Continuous Testing, Playwright, Selenium, Test Automation","Associate, Microservices, Sql, Scrum, Devops, R, Docker, Oracle, Kanban, Azure",German,,,Recent,https://at.linkedin.com/jobs/view/software-test-engineer-documentation-writer-w-m-d-at-delegate-group-4379825967,2026-03-21T10:24:23.859868+00:00
0,Tester | Austria,linkedin,Reliability & Parametric Test Engineer (ONSITE in Switzerland),Gramian Consulting,Austria,On-site,Contract,"C, Python","R, Linux",English,,,Recent,https://at.linkedin.com/jobs/view/reliability-parametric-test-engineer-onsite-in-switzerland-at-gramian-consulting-4386064487,2026-03-21T10:24:23.860028+00:00
0,Tester | Austria,linkedin,Test Automation Engineer (m/f/d),Deutsche Telekom,"Fünfkirchen, Lower Austria, Austria",On-site,Full-time,"Ci/Cd, Java, Playwright, Selenium, Test Automation","Cypress, R",German,,,Recent,https://at.linkedin.com/jobs/view/test-automation-engineer-m-f-d-at-deutsche-telekom-4386366897,2026-03-21T10:24:23.860200+00:00
0,Tester | Austria,linkedin,Software Tester:in (M/W/D)*,TGW Logistics,"Marchtrenk, Upper Austria, Austria",Remote,Full-time,"C, Javascript","Cypress, R, C#, Vue.Js",German,,,Recent,https://at.linkedin.com/jobs/view/software-tester-in-m-w-d-at-tgw-logistics-4375257894,2026-03-21T10:24:23.860369+00:00
0,Tester | Switzerland,linkedin,Test Engineer,MARQUIS TECHNOLOGIES PRIVATE LIMITED,"Bern, Berne, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-at-marquis-technologies-private-limited-4386763414,2026-03-21T10:24:26.213282+00:00
0,Tester | Switzerland,linkedin,Test Engineer,Flexsis,"Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-at-flexsis-4387824751,2026-03-21T10:24:26.213451+00:00
0,Tester | Switzerland,linkedin,Software Test Engineer (a),StaffLnk GmbH,"Berne, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-test-engineer-a-at-stafflnk-gmbh-4378901898,2026-03-21T10:24:26.213606+00:00
0,Tester | Switzerland,linkedin,Test Automation Engineer,Coopers Group AG,"Risch-Rotkreuz, Zug, Switzerland",On-site,Full-time,Test Automation,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-automation-engineer-at-coopers-group-ag-4384481157,2026-03-21T10:24:26.213761+00:00
0,Tester | Switzerland,linkedin,T24 Test Analyst,SGI,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/t24-test-analyst-at-sgi-4375670964,2026-03-21T10:24:26.213924+00:00
0,Tester | Switzerland,linkedin,Software Test Automation Engineer,AYES - Management & Technology Consulting,Switzerland,On-site,Full-time,Test Automation,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-test-automation-engineer-at-ayes-management-technology-consulting-4383801077,2026-03-21T10:24:26.214079+00:00
0,Tester | Switzerland,linkedin,Test Development Engineer,Coherent Corp.,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-development-engineer-at-coherent-corp-4385255398,2026-03-21T10:24:26.214428+00:00
0,Tester | Switzerland,linkedin,Professional Test Engineer (m/w/d) - Frontend & Backend (80%) (Ref.Nr.: 46233),Wavestone,"Bern, Berne, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/professional-test-engineer-m-w-d-frontend-backend-80%25-ref-nr-46233-at-wavestone-4375553622,2026-03-21T10:24:26.214588+00:00
0,Tester | Remote,linkedin,Quality Assurance Engineer (m/w/d),ISO-Gruppe,"Bonn, North Rhine-Westphalia, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-m-w-d-at-iso-gruppe-4358570111,2026-03-21T10:24:28.606796+00:00
0,Tester | Remote,linkedin,Test Engineer (w/m/d) - Deutschlandweit,smapOne AG,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-w-m-d-deutschlandweit-at-smapone-ag-4373535881,2026-03-21T10:24:28.607001+00:00
0,Tester | Remote,linkedin,Test Engineer (all genders),DEVELOGIC - Subsea Technology,"Hamburg, Hamburg, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-all-genders-at-develogic-subsea-technology-4384249725,2026-03-21T10:24:28.607162+00:00
0,Tester | Slovakia,linkedin,Student SW Tester (Part-time position),Surglogs,Slovakia,On-site,Internship,,,English,,,Recent,https://sk.linkedin.com/jobs/view/student-sw-tester-part-time-position-at-surglogs-4380933837,2026-03-21T10:24:31.001494+00:00
0,Tester | Slovakia,linkedin,IT Tester ČSOB (m/ž),ČSOB Finančná skupina,"Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/it-tester-%C4%8Dsob-m-%C5%BE-at-%C4%8Dsob-finan%C4%8Dn%C3%A1-skupina-4354445255,2026-03-21T10:24:31.001683+00:00
0,Tester | Slovakia,linkedin,Manual QA Tester,Descartes Systems Group,"Žilina, Zilina, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/manual-qa-tester-at-descartes-systems-group-4382115365,2026-03-21T10:24:31.002026+00:00
0,Tester | Slovakia,linkedin,Fresh Graduate - Software Test Engineer,Caterpillar Inc.,"Košice, Kosice, Slovakia",On-site,Full-time,,Graduate,English,,,Recent,https://sk.linkedin.com/jobs/view/fresh-graduate-software-test-engineer-at-caterpillar-inc-4388365868,2026-03-21T10:24:31.002205+00:00
0,Tester | Slovakia,linkedin,Test engineer,Magna International,"Kechnec, Kosice, Slovakia",On-site,Internship,,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-engineer-at-magna-international-4219197667,2026-03-21T10:24:31.002377+00:00
0,Tester | Slovakia,linkedin,Test Engineer,Multitude,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-engineer-at-multitude-4379037173,2026-03-21T10:24:31.002532+00:00
0,Tester | Slovakia,linkedin,Test engineer-1,Magna International,"Kechnec, Kosice, Slovakia",On-site,Internship,,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-engineer-1-at-magna-international-4284413507,2026-03-21T10:24:31.002693+00:00
0,Tester | Slovakia,linkedin,Medior Agile Tester,ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Agile,English,,,Recent,https://sk.linkedin.com/jobs/view/medior-agile-tester-at-eset-4374813990,2026-03-21T10:24:31.002856+00:00
0,Tester | Slovakia,linkedin,Agile Test Engineer,ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Agile,English,,,Recent,https://sk.linkedin.com/jobs/view/agile-test-engineer-at-eset-4375989657,2026-03-21T10:24:31.003010+00:00
0,Tester | Czech Republic,linkedin,QA Tester,Infosyp,"Santo Domingo de Guzmán, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/qa-tester-at-infosyp-4380484222,2026-03-21T10:24:33.370508+00:00
0,Tester | Czech Republic,linkedin,Test Engineer,Eaton,"Bajos de Haina, San Cristóbal, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/test-engineer-at-eaton-4353191207,2026-03-21T10:24:33.370698+00:00
0,Tester | Czech Republic,linkedin,Test Engineer,Rockwell Automation,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/test-engineer-at-rockwell-automation-4380581844,2026-03-21T10:24:33.370868+00:00
0,Tester | Czech Republic,linkedin,Software Development Engineer in Test,Origami Risk,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-in-test-at-origami-risk-4375488057,2026-03-21T10:24:33.371029+00:00
0,Tester | Czech Republic,linkedin,Técnico Electrónico II,Eaton,"Bajos de Haina, San Cristóbal, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/t%C3%A9cnico-electr%C3%B3nico-ii-at-eaton-4378934782,2026-03-21T10:24:33.371374+00:00
0,Tester | Czech Republic,linkedin,Coordinator.MFG.Maintenance,Eaton,"Santiago de los Caballeros, Santiago, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/coordinator-mfg-maintenance-at-eaton-4375530633,2026-03-21T10:24:33.371543+00:00
0,Tester | Poland,linkedin,Manual Tester,ipracujzdalnie.pl,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-ipracujzdalnie-pl-4376817360,2026-03-21T10:24:35.808494+00:00
0,Tester | Poland,linkedin,Manual Tester,ipracujzdalnie.pl,"Lublin, Lubelskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-ipracujzdalnie-pl-4376828013,2026-03-21T10:24:35.808677+00:00
0,Tester | Poland,linkedin,Manual Tester,ipracujzdalnie.pl,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-ipracujzdalnie-pl-4376806903,2026-03-21T10:24:35.808833+00:00
0,Tester | Poland,linkedin,Manual Tester,ipracujzdalnie.pl,"Poznań, Wielkopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-ipracujzdalnie-pl-4378376979,2026-03-21T10:24:35.808998+00:00
0,Tester | Poland,linkedin,Manual Tester,ipracujzdalnie.pl,"Gdańsk, Pomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-ipracujzdalnie-pl-4376817359,2026-03-21T10:24:35.809159+00:00
0,Tester | Poland,linkedin,Manual Tester,ipracujzdalnie.pl,"Rzeszów, Podkarpackie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-ipracujzdalnie-pl-4376807853,2026-03-21T10:24:35.809343+00:00
0,Tester | Poland,linkedin,Manual Tester,ipracujzdalnie.pl,"Białystok, Podlaskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-ipracujzdalnie-pl-4376823266,2026-03-21T10:24:35.809504+00:00
0,Tester | Poland,linkedin,Manual Tester,ipracujzdalnie.pl,"Łódź, Łódzkie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-ipracujzdalnie-pl-4376816514,2026-03-21T10:24:35.809661+00:00
0,Tester | Poland,linkedin,QA Manual Tester (Desktop/Web applications),Inexto SA,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-manual-tester%C2%A0-desktop-web-applications-at-inexto-sa-4374067677,2026-03-21T10:24:35.809822+00:00
0,Tester | Poland,linkedin,Intermediate Test Engineer - OP02078,Dev.Pro,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/intermediate-test-engineer-op02078-at-dev-pro-4384854473,2026-03-21T10:24:35.809982+00:00
0,Tester | USA,linkedin,[Entry Level] Software Tester,Lensa,"Plano, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/entry-level-software-tester-at-lensa-4386107129,2026-03-21T10:24:38.251769+00:00
0,Tester | USA,linkedin,[Entry Level] Software Tester,Lensa,"Bellevue, WA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/entry-level-software-tester-at-lensa-4385790935,2026-03-21T10:24:38.251956+00:00
0,Tester | USA,linkedin,Quality Assurance Tester- Junior (Remote),Lensa,"Dallas, TX",Remote,Full-time,,Junior,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-tester-junior-remote-at-lensa-4385788831,2026-03-21T10:24:38.252116+00:00
0,Tester | USA,linkedin,Software Manual QA Tester - Entry Level,Input 1,"Thousand Oaks, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-manual-qa-tester-entry-level-at-input-1-4387727709,2026-03-21T10:24:38.252317+00:00
0,Tester | USA,linkedin,Manual tester,BCforward,"Rochester, MN",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manual-tester-at-bcforward-4382132487,2026-03-21T10:24:38.252482+00:00
0,Tester | USA,linkedin,Manual QA Analyst,Lensa,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manual-qa-analyst-at-lensa-4386101504,2026-03-21T10:24:38.252639+00:00
0,Tester | USA,linkedin,Software Engineer in Test,Prestige Staffing,"New York, NY",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-in-test-at-prestige-staffing-4384474614,2026-03-21T10:24:38.252791+00:00
0,Tester | USA,linkedin,[Entry Level] Software Tester / Field Tester,Lensa,"Bellevue, WA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/entry-level-software-tester-field-tester-at-lensa-4386106088,2026-03-21T10:24:38.252950+00:00
0,Tester | USA,linkedin,Software Engineer in Test,"TechnoSphere, Inc.","Charlotte, NC",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-in-test-at-technosphere-inc-4386926535,2026-03-21T10:24:38.253112+00:00
0,Tester | USA,linkedin,Software Test (QA) Engineer,The Mechanical Licensing Collective,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-test-qa-engineer-at-the-mechanical-licensing-collective-4387993980,2026-03-21T10:24:38.253284+00:00
0,Tester | United Kingdom,linkedin,Software Engineer in Test,Christopher Ali,United Kingdom,On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-in-test-at-christopher-ali-4385949588,2026-03-21T10:24:40.765617+00:00
0,Tester | United Kingdom,linkedin,Software Engineer in Test - £550–£650 per day (Inside IR35),James Chase,"Gatwick, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-in-test-%C2%A3550%E2%80%93%C2%A3650-per-day-inside-ir35-at-james-chase-4384467107,2026-03-21T10:24:40.765801+00:00
0,Tester | United Kingdom,linkedin,QA Tester,Addition,"Farnborough, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-tester-at-addition-4386384583,2026-03-21T10:24:40.765974+00:00
0,Tester | United Kingdom,linkedin,Test Engineer (SFIA4),Zaizi,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-sfia4-at-zaizi-4387267850,2026-03-21T10:24:40.766132+00:00
0,Tester | United Kingdom,linkedin,QA Tester,Methods,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-tester-at-methods-4374556931,2026-03-21T10:24:40.766309+00:00
0,Tester | United Kingdom,linkedin,Test Engineer,BSI,"Hemel Hempstead, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-bsi-4385947198,2026-03-21T10:24:40.766465+00:00
0,Tester | United Kingdom,linkedin,Quality Engineer : Manual Software Testing (Hybrid),TipTopJob,"Durham, England, United Kingdom",Hybrid,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-engineer-manual-software-testing-hybrid-at-tiptopjob-4378665703,2026-03-21T10:24:40.766746+00:00
0,Tester | United Kingdom,linkedin,QA Test Engineer,Partnerize,"Newcastle Upon Tyne, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-test-engineer-at-partnerize-4386764771,2026-03-21T10:24:40.766979+00:00
0,Tester | United Kingdom,linkedin,Remote Game Tester & Survey Taker – Immediate Start (No Experience) - Freecash,Jobster,"London, England, United Kingdom",Remote,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/remote-game-tester-survey-taker-%E2%80%93-immediate-start-no-experience-freecash-at-jobster-4388515608,2026-03-21T10:24:40.767154+00:00
0,Tester | United Kingdom,linkedin,Quality Assurance Tester,Rebel Recruiters,"Nottinghamshire, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-tester-at-rebel-recruiters-4384446805,2026-03-21T10:24:40.767333+00:00
0,QA Engineer | Germany,linkedin,QA Engineer,Sportradar,"Bremen, Bremen, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-at-sportradar-4386371698,2026-03-21T10:24:43.234631+00:00
0,QA Engineer | Germany,linkedin,Entry-Level Quality Assurance Engineer,PRO Graphic Designer 2022,Germany,On-site,Full-time,,Entry-Level,English,,,Recent,https://de.linkedin.com/jobs/view/entry-level-quality-assurance-engineer-at-pro-graphic-designer-2022-4386155566,2026-03-21T10:24:43.234820+00:00
0,QA Engineer | Germany,linkedin,Entry-Level Quality Assurance Engineer,Infinity Online Math Tutoring,"Berlin, Berlin, Germany",On-site,Full-time,,Entry-Level,English,,,Recent,https://de.linkedin.com/jobs/view/entry-level-quality-assurance-engineer-at-infinity-online-math-tutoring-4388286210,2026-03-21T10:24:43.235311+00:00
0,QA Engineer | Austria,linkedin,Software Quality Engineer,Ketryx,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-quality-engineer-at-ketryx-4308973953,2026-03-21T10:24:45.605634+00:00
0,QA Engineer | Austria,linkedin,QA Engineer (AI native),nyra health,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-ai-native-at-nyra-health-4380894667,2026-03-21T10:24:45.606160+00:00
0,QA Engineer | Austria,linkedin,QA Engineer: Manual Testing (Mobile & Backend),Tractive,"Linz, Upper Austria, Austria",Remote,Full-time,,Manual Testing,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-manual-testing-mobile-backend-at-tractive-4383036532,2026-03-21T10:24:45.606659+00:00
0,QA Engineer | Austria,linkedin,QA Engineer (m/w/d),RINGANA,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-m-w-d-at-ringana-4353952752,2026-03-21T10:24:45.606812+00:00
0,QA Engineer | Austria,linkedin,Test Engineer (w/m/d),STARCON | HR Experts,"Salzburg, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-w-m-d-at-starcon-hr-experts-4385270017,2026-03-21T10:24:45.606965+00:00
0,QA Engineer | Switzerland,linkedin,QA GDP Engineer,GXP CONSULTING Switzerland,Basel Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-gdp-engineer-at-gxp-consulting-switzerland-4384471873,2026-03-21T10:24:47.994492+00:00
0,QA Engineer | Switzerland,linkedin,Quality Assurance Engineer 100%,"Bodenmiller Recruitment GmbH | Recruitment for critical hires in Life Sciences, IT, and Engineering","Schaffhausen, Switzerland",Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/quality-assurance-engineer-100%25-at-bodenmiller-recruitment-gmbh-recruitment-for-critical-hires-in-life-sciences-it-and-engineering-4383310226,2026-03-21T10:24:47.994809+00:00
0,QA Engineer | Switzerland,linkedin,QA Engineer,qiibee,Switzerland,On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-engineer-at-qiibee-4381273286,2026-03-21T10:24:47.994975+00:00
0,QA Engineer | Switzerland,linkedin,Quality Assurance Engineer,Rayner,"St Gallen, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/quality-assurance-engineer-at-rayner-4377842716,2026-03-21T10:24:47.995127+00:00
0,QA Engineer | Switzerland,linkedin,QA Engineer,WEDO,"Fribourg, Fribourg, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-engineer-at-wedo-4384804112,2026-03-21T10:24:47.995511+00:00
0,QA Engineer | Switzerland,linkedin,Ingénieur tests/Ingénieure tests,CLEEVEN,"Vaud, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/ing%C3%A9nieur-tests-ing%C3%A9nieure-tests-at-cleeven-4375822030,2026-03-21T10:24:47.995667+00:00
0,QA Engineer | Switzerland,linkedin,Testingenieur:in,Coopers Group AG,"Berne, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/testingenieur-in-at-coopers-group-ag-4384473558,2026-03-21T10:24:47.995841+00:00
0,QA Engineer | Remote,linkedin,"QA Engineer (freelance contract, full-time)",Lumiform,Germany,Remote,Contract,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-freelance-contract-full-time-at-lumiform-4375538991,2026-03-21T10:24:50.375591+00:00
0,QA Engineer | Remote,linkedin,QA Specialist / QA Engineer - Freelanceship - 100% remote,Accelerated,Germany,Remote,Contract,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-specialist-qa-engineer-freelanceship-100%25-remote-at-accelerated-4375554271,2026-03-21T10:24:50.375739+00:00
0,QA Engineer | Remote,linkedin,QA Testing Engineer/in (Remote - 20h) Werkstudent/in,HeroSoftware GmbH - Shopify Apps,Germany,Remote,Internship,,Working Student,English,,,Recent,https://de.linkedin.com/jobs/view/qa-testing-engineer-in-remote-20h-werkstudent-in-at-herosoftware-gmbh-shopify-apps-4382505253,2026-03-21T10:24:50.375886+00:00
0,QA Engineer | Slovakia,linkedin,Quality Assurance Automation Engineer,Billdu,Bratislava Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-billdu-4385255789,2026-03-21T10:24:52.766596+00:00
0,QA Engineer | Slovakia,linkedin,QA Engineer - Manual,OAK'S LAB,Slovakia,On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-engineer-manual-at-oak-s-lab-4388578535,2026-03-21T10:24:52.766949+00:00
0,QA Engineer | Slovakia,linkedin,QA Engineer (Hybrid set up),Swiss Re,"Bratislava, Bratislava, Slovakia",Hybrid,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-engineer-hybrid-set-up-at-swiss-re-4384997742,2026-03-21T10:24:52.767112+00:00
0,QA Engineer | Slovakia,linkedin,Quality Assurance Engineer,AT&T,"Košice, Kosice, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/quality-assurance-engineer-at-at-t-4386166069,2026-03-21T10:24:52.767296+00:00
0,QA Engineer | Slovakia,linkedin,QA Engineer,Swiss Re,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-engineer-at-swiss-re-4366871953,2026-03-21T10:24:52.767622+00:00
0,QA Engineer | Slovakia,linkedin,Manual QA Engineer (Middle) ID51808,AgileEngine,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/manual-qa-engineer-middle-id51808-at-agileengine-4377642193,2026-03-21T10:24:52.767923+00:00
0,QA Engineer | Czech Republic,linkedin,Ingeniero de Pruebas QA Manual,Infosyp,"Santo Domingo de Guzmán, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-de-pruebas-qa-manual-at-infosyp-4380483272,2026-03-21T10:24:55.162643+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Assurance Engineer - Trabajo Remoto,BairesDev,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-assurance-engineer-trabajo-remoto-at-bairesdev-4385286652,2026-03-21T10:24:55.162832+00:00
0,QA Engineer | Czech Republic,linkedin,Ingeniero QA,GBM,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-qa-at-gbm-4375742926,2026-03-21T10:24:55.162994+00:00
0,QA Engineer | Czech Republic,linkedin,Ingeniero de QA (República Dominicana),GBM,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-de-qa-rep%C3%BAblica-dominicana-at-gbm-4387773579,2026-03-21T10:24:55.163154+00:00
