relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Testingenieur | USA,linkedin,Test Engineer,Google,"Mountain View, CA",Remote,Internship,"Firmware, Test Automation",Lead,English,Lead,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-google-4434148716,2026-07-30T11:55:24.996400+00:00
0,Tester | Germany,linkedin,Test Analyst*in (d/m/w) – End-to-End & Integration,Toll Collect GmbH,"Berlin, Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-analyst-in-d-m-w-%E2%80%93-end-to-end-integration-at-toll-collect-gmbh-4440462888,2026-07-30T11:54:01.175382+00:00
0,Tester | Germany,linkedin,Software Tester (m/w/d),Ergosign GmbH,"Saarbrücken, Saarland, Germany",Remote,Internship,"Playwright, Test Automation","Cypress, R",German,,,Recent,https://de.linkedin.com/jobs/view/software-tester-m-w-d-at-ergosign-gmbh-4439299450,2026-07-30T11:54:01.175543+00:00
0,Tester | Austria,linkedin,Software Tester (Analytics & GUI),MXP,"Graz, Styria, Austria",On-site,Contract,"Ci/Cd, Playwright, Test Automation",Cypress,English,,,Recent,https://at.linkedin.com/jobs/view/software-tester-analytics-gui-at-mxp-4443115368,2026-07-30T11:54:03.616947+00:00
0,Tester | Austria,linkedin,"(Junior) Software Tester
Product Quality Engineer",SPIE Austria GmbH,"Sankt Ruprecht an der Raab, Styria, Austria",On-site,Full-time,,Junior,German,,,Recent,https://at.linkedin.com/jobs/view/junior-software-tester%0Aproduct-quality-engineer-at-spie-austria-gmbh-4439083000,2026-07-30T11:54:03.617286+00:00
0,Tester | Austria,linkedin,Soft-/Hardware Tester (m/w/d),Sindy Kirks - Storyteller,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/soft-hardware-tester-m-w-d-at-sindy-kirks-storyteller-4446001834,2026-07-30T11:54:03.617556+00:00
0,Tester | Austria,linkedin,Software Tester (f/m/d),GE HealthCare,"Vöcklamarkt, Upper Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-tester-f-m-d-at-ge-healthcare-4416658855,2026-07-30T11:54:03.617725+00:00
0,Tester | Austria,linkedin,Software Tester,FB Consulting & Trade GmbH,"Vienna, Austria",Remote,Contract,"Selenium, Test Automation","Azure, Agile, Appium, Devops, Scrum, Kanban, Jira",English,,,Recent,https://at.linkedin.com/jobs/view/software-tester-at-fb-consulting-trade-gmbh-4440672135,2026-07-30T11:54:03.617924+00:00
0,Tester | Austria,linkedin,Software Test Engineer,CNH,"Sankt Valentin, Lower Austria, Austria",On-site,Internship,Can,Safe,English,,,Recent,https://at.linkedin.com/jobs/view/software-test-engineer-at-cnh-4437443661,2026-07-30T11:54:03.618135+00:00
0,Tester | Austria,linkedin,Software Test Engineer (f/m/x),Anton Paar,"Graz, Styria, Austria",On-site,Internship,"C, Java, Python, Selenium, Test Automation","C#, Agile, Scrum, Kanban, Testng, Junit",English,,,Recent,https://at.linkedin.com/jobs/view/software-test-engineer-f-m-x-at-anton-paar-4434326687,2026-07-30T11:54:03.618447+00:00
0,Tester | Austria,linkedin,Test Specialist (w/m/d),WienIT GmbH,"Vienna, Vienna, Austria",Remote,Full-time,"Playwright, Test Automation","Zephyr, R, Associate, Postman, Jira, Confluence",German,,,Recent,https://at.linkedin.com/jobs/view/test-specialist-w-m-d-at-wienit-gmbh-4436818440,2026-07-30T11:54:03.618597+00:00
0,Tester | Switzerland,linkedin,PeopleSoft Tester- Time and Labor,"Bart & Associates, Inc.","Fully, Valais, Switzerland",On-site,Full-time,"Ci/Cd, Test Automation","Waterfall, Agile, Sql",English,,,Recent,https://ch.linkedin.com/jobs/view/peoplesoft-tester-time-and-labor-at-bart-associates-inc-4410843014,2026-07-30T11:54:06.126554+00:00
0,Tester | Switzerland,linkedin,System / Network Tester,AYES - Management & Technology Consulting,"Zurich, Switzerland",On-site,Contract,System Testing,Linux,English,,,Recent,https://ch.linkedin.com/jobs/view/system-network-tester-at-ayes-management-technology-consulting-4445475806,2026-07-30T11:54:06.126810+00:00
0,Tester | Switzerland,linkedin,Test Engineer Manual Verification / Product Testing (m/f/d),GlobalEngineer GmbH,Zürich Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-manual-verification-product-testing-m-f-d-at-globalengineer-gmbh-4445941726,2026-07-30T11:54:06.127097+00:00
0,Tester | Switzerland,linkedin,Testeur QA - Automatisation H/F,Extia,"Lausanne, Vaud, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/testeur-qa-automatisation-h-f-at-extia-4438737235,2026-07-30T11:54:06.127673+00:00
0,Tester | Switzerland,linkedin,Test and Verification Engineer,ARTIDIS,"Basel, Basel, Switzerland",Remote,Contract,"C, C++, Ci/Cd, Go, Python, System Testing, Test Automation","Regression Testing, Computer Vision, Aws, Agile, Devops, Manual Testing",English,,,Recent,https://ch.linkedin.com/jobs/view/test-and-verification-engineer-at-artidis-4439890167,2026-07-30T11:54:06.127910+00:00
0,Tester | Switzerland,linkedin,Software Test Engineer,Nexplore AG,Greater Bern Area,On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-test-engineer-at-nexplore-ag-4438418267,2026-07-30T11:54:06.128242+00:00
0,Tester | Switzerland,linkedin,QA Engineer – Mobile Testing,Specialized Bicycle Components,"Cham, Zug, Switzerland",Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-engineer-%E2%80%93-mobile-testing-at-specialized-bicycle-components-4419855030,2026-07-30T11:54:06.128467+00:00
0,Tester | Switzerland,linkedin,QA Engineer (m/w/d) - 100%,Ifolor Group,"Kreuzlingen, Thurgau, Switzerland",Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-engineer-m-w-d-100%25-at-ifolor-group-4445178328,2026-07-30T11:54:06.128639+00:00
0,Tester | Switzerland,linkedin,Tester Sr,Spindox,"Ticino, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/tester-sr-at-spindox-4389272616,2026-07-30T11:54:06.128794+00:00
0,Tester | Slovakia,linkedin,Integration Tester,Avenga,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/integration-tester-at-avenga-4331424497,2026-07-30T11:54:11.000792+00:00
0,Tester | Slovakia,linkedin,Software QA Specialist,Descartes Systems Group,"Žilina, Zilina, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-qa-specialist-at-descartes-systems-group-4382115365,2026-07-30T11:54:11.000953+00:00
0,Tester | Slovakia,linkedin,Software Test Analyst,Descartes Systems Group,"Žilina, Zilina, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-test-analyst-at-descartes-systems-group-4438273257,2026-07-30T11:54:11.001145+00:00
0,Tester | Slovakia,linkedin,Software Test Engineer,MicroStep-MIS,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-test-engineer-at-microstep-mis-4445971352,2026-07-30T11:54:11.001312+00:00
0,Tester | Slovakia,linkedin,QA Automation & Data Analyst,ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-automation-data-analyst-at-eset-4442808030,2026-07-30T11:54:11.001469+00:00
0,Tester | Slovakia,linkedin,SW (Agile) Test Engineer (m/f/n),ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Agile,English,,,Recent,https://sk.linkedin.com/jobs/view/sw-agile-test-engineer-m-f-n-at-eset-4441547531,2026-07-30T11:54:11.001624+00:00
0,Tester | Slovakia,linkedin,Automation Tester,EUROWAG,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/automation-tester-at-eurowag-4435911434,2026-07-30T11:54:11.001780+00:00
0,Tester | Czech Republic,linkedin,QA Analyst (Software),Newtech S.R.L,"Distrito Nacional, Dominican Republic",On-site,Full-time,"Ci/Cd, Java, Playwright, Selenium","R, Postman, Cypress",English,,,Recent,https://do.linkedin.com/jobs/view/qa-analyst-software-at-newtech-s-r-l-4443931471,2026-07-30T11:54:13.428286+00:00
0,Tester | Czech Republic,linkedin,校招-GNSS测试工程师,GEESPACE,"アト・マジョール州, Hato Mayor, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/%E6%A0%A1%E6%8B%9B-gnss%E6%B5%8B%E8%AF%95%E5%B7%A5%E7%A8%8B%E5%B8%88-at-geespace-4438413597,2026-07-30T11:54:13.428471+00:00
0,Tester | Czech Republic,linkedin,QA Mobile Automation Engineer,Applaudo,Dominican Republic,Remote,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/qa-mobile-automation-engineer-at-applaudo-4440064887,2026-07-30T11:54:13.428645+00:00
0,Tester | Czech Republic,linkedin,QA Mobile Automation Engineer,Applaudo,"Santiago, Dominican Republic",Remote,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/qa-mobile-automation-engineer-at-applaudo-4440074564,2026-07-30T11:54:13.428805+00:00
0,Tester | Czech Republic,linkedin,Quality Assurance Engineer - Trabajo Remoto,BairesDev,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-assurance-engineer-trabajo-remoto-at-bairesdev-4445191156,2026-07-30T11:54:13.428957+00:00
0,Tester | Czech Republic,linkedin,Líder Tester Automatizador TI,Banco Popular Dominicano,"Santo Domingo, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/l%C3%ADder-tester-automatizador-ti-at-banco-popular-dominicano-4442888365,2026-07-30T11:54:13.429135+00:00
0,Tester | Czech Republic,linkedin,Quality Automation Engineer,Flash,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-automation-engineer-at-flash-4415552554,2026-07-30T11:54:13.429294+00:00
0,Tester | Czech Republic,linkedin,Software Development Engineer in Test,Origami Risk,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-in-test-at-origami-risk-4446340469,2026-07-30T11:54:13.429460+00:00
0,Tester | Poland,linkedin,Tester/Testerka,Benefit Systems SA,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-testerka-at-benefit-systems-sa-4432350872,2026-07-30T11:54:15.867904+00:00
0,Tester | Poland,linkedin,Manual Tester,Jit Team,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-jit-team-4441945903,2026-07-30T11:54:15.868276+00:00
0,Tester | Poland,linkedin,Manual Tester (f/m/x),Sii Poland,"Białystok, Podlaskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-f-m-x-at-sii-poland-4442834780,2026-07-30T11:54:15.868435+00:00
0,Tester | Poland,linkedin,Automation Tester,NATEK,Poznan Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/automation-tester-at-natek-4404993649,2026-07-30T11:54:15.868602+00:00
0,Tester | Poland,linkedin,Tester Manualny (K/M),Ideo Software,"Rzeszów, Podkarpackie, Poland",On-site,Full-time,,Jira,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-manualny-k-m-at-ideo-software-4437788035,2026-07-30T11:54:15.868755+00:00
0,Tester | Poland,linkedin,Junior Manual Tester,Motorola Solutions,"Cracow, Małopolskie, Poland",On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-manual-tester-at-motorola-solutions-4435122301,2026-07-30T11:54:15.868912+00:00
0,Tester | Poland,linkedin,Junior Manual Tester,Jit Team,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-manual-tester-at-jit-team-4446736404,2026-07-30T11:54:15.869089+00:00
0,Tester | Poland,linkedin,Tester manualny,BlueBinary.io,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-manualny-at-bluebinary-io-4441232103,2026-07-30T11:54:15.869247+00:00
0,Tester | Poland,linkedin,Software Tester,Nexi Group,"Rzeszów, Podkarpackie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-tester-at-nexi-group-4421800417,2026-07-30T11:54:15.869398+00:00
0,Tester | USA,linkedin,Marine Product Tester,Navico Group,"Tulsa, OK",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/marine-product-tester-at-navico-group-4427196398,2026-07-30T11:54:18.404921+00:00
0,Tester | USA,linkedin,Manual Tester,Tata Consultancy Services,"Chaska, MN",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manual-tester-at-tata-consultancy-services-4444806149,2026-07-30T11:54:18.405135+00:00
0,Tester | USA,linkedin,Test Analyst,UST,"Aliso Viejo, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-analyst-at-ust-4436650287,2026-07-30T11:54:18.405302+00:00
0,Tester | USA,linkedin,Test Technician - QA,Comrise,"Las Vegas, NV",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-technician-qa-at-comrise-4444002332,2026-07-30T11:54:18.405462+00:00
0,Tester | USA,linkedin,API Tester,HTC Global Services,"Madison, WI",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/api-tester-at-htc-global-services-4438930904,2026-07-30T11:54:18.405617+00:00
0,Tester | USA,linkedin,Test Technician,Gather AI,Greater Pittsburgh Region,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-technician-at-gather-ai-4431278411,2026-07-30T11:54:18.405768+00:00
0,Tester | USA,linkedin,Quality Assurance Analyst,Zoot Enterprises,"Bozeman, MT",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-analyst-at-zoot-enterprises-4438121897,2026-07-30T11:54:18.405919+00:00
0,Tester | USA,linkedin,QA Tester,Opiniion Inc.,"Lehi, UT",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-tester-at-opiniion-inc-4444917493,2026-07-30T11:54:18.406085+00:00
0,Tester | USA,linkedin,Software Tester,Radiance Technologies,"Beavercreek, OH",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-tester-at-radiance-technologies-4444222283,2026-07-30T11:54:18.406239+00:00
0,Tester | USA,linkedin,Vehicle QA Tester,Capgemini Engineering,"Mendon, UT",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/vehicle-qa-tester-at-capgemini-engineering-4443437141,2026-07-30T11:54:18.406390+00:00
0,Tester | United Kingdom,linkedin,Test Analyst,Noir,"Warwick, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-analyst-at-noir-4444961140,2026-07-30T11:54:20.876043+00:00
0,Tester | United Kingdom,linkedin,Automation Tester - Newcastle,Accenture,"Newcastle Upon Tyne, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/automation-tester-newcastle-at-accenture-4442630293,2026-07-30T11:54:20.876255+00:00
0,Tester | United Kingdom,linkedin,Automation Tester - Newcastle,Accenture UK & Ireland,"Newcastle Upon Tyne, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/automation-tester-newcastle-at-accenture-uk-ireland-4327989561,2026-07-30T11:54:20.876417+00:00
0,Tester | United Kingdom,linkedin,Software Tester,Rise Technical,"Newcastle Upon Tyne, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-tester-at-rise-technical-4441598437,2026-07-30T11:54:20.876574+00:00
0,Tester | United Kingdom,linkedin,"Software Tester, Martech",bet365,"Stoke-On-Trent, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-tester-martech-at-bet365-4440025088,2026-07-30T11:54:20.876739+00:00
0,Tester | United Kingdom,linkedin,Test Engineer,Noir,"Bournemouth, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-noir-4444944924,2026-07-30T11:54:20.876895+00:00
0,Tester | United Kingdom,linkedin,Test Analyst,Legal & General,"Brighton And Hove, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-analyst-at-legal-general-4441964966,2026-07-30T11:54:20.877048+00:00
0,Tester | United Kingdom,linkedin,QA - Device Tester,Radius,"Crewe, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-device-tester-at-radius-4441648486,2026-07-30T11:54:20.877231+00:00
0,Tester | United Kingdom,linkedin,Product Tester,Zurich Insurance,"Fareham, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/product-tester-at-zurich-insurance-4443875557,2026-07-30T11:54:20.877385+00:00
0,Tester | United Kingdom,linkedin,Manual Tester,Scrumconnect Consulting,"Swansea, Wales, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/manual-tester-at-scrumconnect-consulting-4432771739,2026-07-30T11:54:20.877534+00:00
0,QA Engineer | Germany,linkedin,QA Engineer (m/w/d),aconium GmbH,"Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-m-w-d-at-aconium-gmbh-4437660726,2026-07-30T11:54:23.269389+00:00
0,QA Engineer | Germany,linkedin,Quality Assurance Engineer,Quantum Machines,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-at-quantum-machines-4439443736,2026-07-30T11:54:23.269576+00:00
0,QA Engineer | Germany,linkedin,QA Engineer (w/m/x) AI Infrastructure,FAST LTA,"Munich, Bavaria, Germany",Remote,Full-time,"Ci/Cd, Github Actions, Jenkins, Pytest, Python, Shell","Github, R, Docker, Linux, Jira",German,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-w-m-x-ai-infrastructure-at-fast-lta-4433651534,2026-07-30T11:54:23.269745+00:00
0,QA Engineer | Germany,linkedin,QA Engineer (m/w/d),Instaffo,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-m-w-d-at-instaffo-4404303652,2026-07-30T11:54:23.269915+00:00
0,QA Engineer | Germany,linkedin,Software Quality Assurance / QA Engineer (m/w/d),Advancis Software & Services,"Langen, Hesse, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-quality-assurance-qa-engineer-m-w-d-at-advancis-software-services-4438497645,2026-07-30T11:54:23.270098+00:00
0,QA Engineer | Germany,linkedin,Software Test Engineer (m/w/d),CTS EVENTIM AG & Co. KGaA,"Bremen, Bremen, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-test-engineer-m-w-d-at-cts-eventim-ag-co-kgaa-4436344124,2026-07-30T11:54:23.270259+00:00
0,QA Engineer | Germany,linkedin,Software Test Engineer (m/f/d),EVOMOTIV,"Ulm, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-test-engineer-m-f-d-at-evomotiv-4444354111,2026-07-30T11:54:23.270408+00:00
0,QA Engineer | Germany,linkedin,Software Test Engineer (m/w/d),CTS EVENTIM AG & Co. KGaA,"Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-test-engineer-m-w-d-at-cts-eventim-ag-co-kgaa-4436331468,2026-07-30T11:54:23.270566+00:00
0,QA Engineer | Germany,linkedin,Quality Assurance Engineer (m/f/d),Yalwa GmbH,"Wiesbaden, Hesse, Germany",Remote,Contract,"Ci/Cd, Javascript, Playwright, Test Automation","Confluence, Git, Github, Sql, Devops, Jira, Performance Testing, Regression Testing",English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-m-f-d-at-yalwa-gmbh-4440395938,2026-07-30T11:54:23.270722+00:00
0,QA Engineer | Germany,linkedin,QA Performance Engineer (YouTrack),JetBrains,"Munich, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-performance-engineer-youtrack-at-jetbrains-4444143710,2026-07-30T11:54:23.270872+00:00
0,QA Engineer | Austria,linkedin,Quality Engineer,Trayport,"Vienna, Vienna, Austria",On-site,Full-time,"Bash, C, Can, Python, Test Automation","Azure, Grafana, C#, Docker, Postman, Devops, React, Linux",English,,,Recent,https://at.linkedin.com/jobs/view/quality-engineer-at-trayport-4399977766,2026-07-30T11:54:25.680656+00:00
0,QA Engineer | Austria,linkedin,Software Quality Engineer (m/w/d),KNAPP,"Hart bei Graz, Styria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-quality-engineer-m-w-d-at-knapp-4440760445,2026-07-30T11:54:25.680838+00:00
0,QA Engineer | Austria,linkedin,QA Engineer (m/w/d),Axess,"Anif, Salzburg, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-m-w-d-at-axess-4439980548,2026-07-30T11:54:25.681186+00:00
0,QA Engineer | Austria,linkedin,Software Test Engineer (w/m/d),Bachmann electronic GmbH,"Feldkirch, Vorarlberg, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-test-engineer-w-m-d-at-bachmann-electronic-gmbh-4444429315,2026-07-30T11:54:25.681500+00:00
0,QA Engineer | Austria,linkedin,Verification Engineer (m/w/d),Dedalus,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/verification-engineer-m-w-d-at-dedalus-4377260704,2026-07-30T11:54:25.681805+00:00
0,QA Engineer | Austria,linkedin,Test & Validation Engineer (m/w/d),S.I.E,"Lustenau, Vorarlberg, Austria",On-site,Full-time,,R,German,,,Recent,https://at.linkedin.com/jobs/view/test-validation-engineer-m-w-d-at-s-i-e-4443499778,2026-07-30T11:54:25.681959+00:00
0,QA Engineer | Austria,linkedin,Software Test Engineer & Documentation Writer (w/m/d),Delegate Group,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-test-engineer-documentation-writer-w-m-d-at-delegate-group-4433935682,2026-07-30T11:54:25.682184+00:00
0,QA Engineer | Switzerland,linkedin,Software Quality Assurance Engineer,WEDO,"Fribourg, Fribourg, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-quality-assurance-engineer-at-wedo-4438646954,2026-07-30T11:54:28.109894+00:00
0,QA Engineer | Switzerland,linkedin,Test engineer,Qim info,"Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-at-qim-info-4432756480,2026-07-30T11:54:28.110425+00:00
0,QA Engineer | Switzerland,linkedin,Software Test & Validation Engineer,Harmattan AI,"Lausanne, Vaud, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-test-validation-engineer-at-harmattan-ai-4398385941,2026-07-30T11:54:28.110725+00:00
0,QA Engineer | Switzerland,linkedin,QA Engineer Ebanking,Talan,"Genève, Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-engineer-ebanking-at-talan-4440580773,2026-07-30T11:54:28.110878+00:00
0,QA Engineer | Switzerland,linkedin,Systemtestingenieur Software (m/w/d),TRUMPF Schweiz AG,"Grüsch, Graubünden, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/systemtestingenieur-software-m-w-d-at-trumpf-schweiz-ag-4446746887,2026-07-30T11:54:28.111037+00:00
0,QA Engineer | Switzerland,linkedin,QA Engineer – TOSCA H/F,Consort Group,"Lancy, Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-engineer-%E2%80%93-tosca-h-f-at-consort-group-4446420364,2026-07-30T11:54:28.111219+00:00
0,QA Engineer | Slovakia,linkedin,QA Engineer (43365),CoolPeople Technology,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-engineer-43365-at-coolpeople-technology-4445961017,2026-07-30T11:54:33.031143+00:00
0,QA Engineer | Slovakia,linkedin,Quality Assurance Engineer,Swiss Re,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/quality-assurance-engineer-at-swiss-re-4442045150,2026-07-30T11:54:33.031491+00:00
0,QA Engineer | Slovakia,linkedin,Experienced Test Automation Engineer,Accenture na Slovensku,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Test Automation,,English,,,Recent,https://sk.linkedin.com/jobs/view/experienced-test-automation-engineer-at-accenture-na-slovensku-4439873951,2026-07-30T11:54:33.031799+00:00
0,QA Engineer | Slovakia,linkedin,Test Automation Engineer,Avenga,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Test Automation,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-automation-engineer-at-avenga-4331424496,2026-07-30T11:54:33.031955+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Engineer II-2,Integer Holdings Corporation,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-engineer-ii-2-at-integer-holdings-corporation-4414630897,2026-07-30T11:54:35.477409+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Engineer,Fenix,"San Pedro de Macorís, San Pedro de Macorís, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-engineer-at-fenix-4446836247,2026-07-30T11:54:35.477567+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Engineer,PCS Wireless,"Praderas del Este, Santo Domingo, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-engineer-at-pcs-wireless-4437323183,2026-07-30T11:54:35.477725+00:00
0,QA Engineer | Poland,linkedin,QA ENGINEER,Workai,"Białystok, Podlaskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-at-workai-4437630094,2026-07-30T11:54:37.898167+00:00
0,QA Engineer | Poland,linkedin,QA Engineer | Payment Integrations,paytech,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-payment-integrations-at-paytech-4443791895,2026-07-30T11:54:37.898358+00:00
0,QA Engineer | Poland,linkedin,QA Engineer,SINGU,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-at-singu-4437863832,2026-07-30T11:54:37.898672+00:00
0,QA Engineer | Poland,linkedin,Quality Assurance Engineer (QA),Tickmill,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/quality-assurance-engineer-qa-at-tickmill-4385011025,2026-07-30T11:54:37.898829+00:00
