relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Firmware Engineer | Austria,linkedin,Senior Embedded Crypto Software Developer (m/f/d),NXP Semiconductors,"Gratkorn, Styria, Austria",On-site,Full-time,,Senior,English,Senior,,Recent,https://at.linkedin.com/jobs/view/senior-embedded-crypto-software-developer-m-f-d-at-nxp-semiconductors-4431898495,2026-09-17T14:49:27.547916+00:00
14,Python Developer | Austria,linkedin,Senior Software Engineer: Engineering Applications (Python) (m/f/*),PIDSO--Propagation Ideas and Solutions,"Vienna, Vienna, Austria",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://at.linkedin.com/jobs/view/senior-software-engineer-engineering-applications-python-m-f-at-pidso-propagation-ideas-and-solutions-4466261273,2026-09-17T14:48:43.749220+00:00
14,Python Developer | Austria,linkedin,Senior Full Stack Developer,Enery,"Vienna, Austria",On-site,Full-time,,Senior,English,Senior,,Recent,https://at.linkedin.com/jobs/view/senior-full-stack-developer-at-enery-4461058779,2026-09-17T14:48:43.749545+00:00
14,Python Developer | Switzerland,linkedin,Python Developer (Mid/Senior),Sphynx,"Zug, Zug, Switzerland",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/python-developer-mid-senior-at-sphynx-4457310172,2026-09-17T14:48:46.182151+00:00
14,Python Developer | Switzerland,linkedin,Senior Python Full Stack Developer,SCOR,"Zurich, Zurich, Switzerland",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-python-full-stack-developer-at-scor-4460319597,2026-09-17T14:48:46.182247+00:00
14,Python Developer | Switzerland,linkedin,Senior Software Engineer,Duferco,"Lugano, Ticino, Switzerland",On-site,Full-time,,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-software-engineer-at-duferco-4450343201,2026-09-17T14:48:46.182646+00:00
14,Python Developer | Switzerland,linkedin,Senior Backend Engineer (Python),LocalBini,"Zurich, Zurich, Switzerland",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-backend-engineer-python-at-localbini-4463619029,2026-09-17T14:48:46.182839+00:00
14,Python Developer | Slovakia,linkedin,Lead Software Engineer - Python,Caterpillar Inc.,"Košice, Kosice, Slovakia",On-site,Full-time,Python,Lead,English,Lead,,Recent,https://sk.linkedin.com/jobs/view/lead-software-engineer-python-at-caterpillar-inc-4414609673,2026-09-17T14:48:50.892790+00:00
14,Python Developer | Slovakia,linkedin,Principal Python Engineer for Agentic AI,Deutsche Telekom Services Europe - Slovakia,"Bratislava, Slovakia",On-site,Full-time,Python,Principal,English,Principal,,Recent,https://sk.linkedin.com/jobs/view/principal-python-engineer-for-agentic-ai-at-deutsche-telekom-services-europe-slovakia-4461891181,2026-09-17T14:48:50.893091+00:00
14,Python Developer | Slovakia,linkedin,Senior Software Engineer – genAI,Caterpillar Inc.,"Košice, Kosice, Slovakia",On-site,Full-time,,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/senior-software-engineer-%E2%80%93-genai-at-caterpillar-inc-4466300813,2026-09-17T14:48:50.893190+00:00
14,Python Developer | Czech Republic,linkedin,Senior Full-stack Engineer (Python/React) - Advertising,Truelogic,Dominican Republic,On-site,Full-time,Python,"Senior, React",English,Senior,,Recent,https://do.linkedin.com/jobs/view/senior-full-stack-engineer-python-react-advertising-at-truelogic-4468296063,2026-09-17T14:48:53.341220+00:00
14,Python Developer | Czech Republic,linkedin,Lead Full-Stack AI Engineer (Python/Typescript) - Advertising,Truelogic,Dominican Republic,On-site,Full-time,"Python, Typescript",Lead,English,Lead,,Recent,https://do.linkedin.com/jobs/view/lead-full-stack-ai-engineer-python-typescript-advertising-at-truelogic-4465925358,2026-09-17T14:48:53.341343+00:00
14,Python Developer | Czech Republic,linkedin,Delivery Consulant/Senior Consultant(Data) - EAD (AI&D) - GDC -GZ(106729),Deloitte,"アト・マジョール州, Hato Mayor, Dominican Republic",On-site,Full-time,,"Senior, Consultant",English,"Consultant, Senior",,Recent,https://do.linkedin.com/jobs/view/delivery-consulant-senior-consultant-data-ead-ai-d-gdc-gz-106729-at-deloitte-4449494815,2026-09-17T14:48:53.341446+00:00
14,Python Developer | Poland,linkedin,Senior Python Developer,Luxoft Poland,"Cracow, Małopolskie, Poland",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-python-developer-at-luxoft-poland-4466072951,2026-09-17T14:48:55.817307+00:00
14,Python Developer | Poland,linkedin,Senior Python Developer,Luxoft,"Krakowski, Małopolskie, Poland",On-site,Contract,"Ci/Cd, Pytest, Python","Agile, Grafana, Fastapi, Docker, Prometheus, Kubernetes, Microservices, Nosql, Gcp, Mongodb",English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-python-developer-at-luxoft-4466061243,2026-09-17T14:48:55.817415+00:00
14,Python Developer | Poland,linkedin,Senior Python Developer,Luxoft,Cracow Metropolitan Area,On-site,Full-time,Python,Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-python-developer-at-luxoft-4466084608,2026-09-17T14:48:55.817517+00:00
14,Python Developer | Poland,linkedin,Senior Python Developer,Luxoft Poland,Cracow Metropolitan Area,On-site,Full-time,Python,Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-python-developer-at-luxoft-poland-4466344247,2026-09-17T14:48:55.817619+00:00
14,Python Developer | Poland,linkedin,Senior Software Engineer (Python),Capgemini,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-software-engineer-python-at-capgemini-4463810981,2026-09-17T14:48:55.817718+00:00
14,Python Developer | Poland,linkedin,Senior Python Developer,EY,"Katowice, Śląskie, Poland",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-python-developer-at-ey-4462521555,2026-09-17T14:48:55.817920+00:00
14,Python Developer | USA,linkedin,Senior Software Engineer - Python,Venmo,"San Jose, CA",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-software-engineer-python-at-venmo-4465604021,2026-09-17T14:48:58.168380+00:00
14,Python Developer | USA,linkedin,Senior Software Engineer - Python,Venmo,"Austin, TX",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-software-engineer-python-at-venmo-4465379983,2026-09-17T14:48:58.168757+00:00
14,Python Developer | United Kingdom,linkedin,Senior Python Backend Software Developer,Xelix,"London, England, United Kingdom",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-python-backend-software-developer-at-xelix-4459346626,2026-09-17T14:49:00.667196+00:00
14,Python Developer | United Kingdom,linkedin,Senior Python Developer,King,"London, England, United Kingdom",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-python-developer-at-king-4457345523,2026-09-17T14:49:00.667553+00:00
14,Python Developer | United Kingdom,linkedin,Senior Python Developer,Ascendion,"Bromley, England, United Kingdom",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-python-developer-at-ascendion-4444944198,2026-09-17T14:49:00.667653+00:00
14,Python Developer | United Kingdom,linkedin,Senior Python Software Engineer,Citadel Securities,"London Area, United Kingdom",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-python-software-engineer-at-citadel-securities-4378544344,2026-09-17T14:49:00.667960+00:00
14,Python Developer | United Kingdom,linkedin,Senior Python Developer - AVP,Citi,"Belfast, Northern Ireland, United Kingdom",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-python-developer-avp-at-citi-4463557589,2026-09-17T14:49:00.668057+00:00
14,Python Test | Austria,linkedin,"Test Automation Engineer - Senior Consultant (m,w,d)",QESTIT DACH,"Vienna, Vienna, Austria",On-site,Full-time,Test Automation,"Senior, Consultant",English,"Consultant, Senior",,Recent,https://at.linkedin.com/jobs/view/test-automation-engineer-senior-consultant-m-w-d-at-qestit-dach-4454613181,2026-09-17T14:49:05.581877+00:00
14,Python Test | Switzerland,linkedin,Senior Test Engineer Automated Testing,Swisslinx,"Zurich, Zurich, Switzerland",On-site,Full-time,,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-test-engineer-automated-testing-at-swisslinx-4464898388,2026-09-17T14:49:08.020515+00:00
14,Python Test | Switzerland,linkedin,Senior Test Engineer Automated Testing,Randstad Digital,"Zurich, Switzerland",On-site,Full-time,,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-test-engineer-automated-testing-at-randstad-digital-4466788637,2026-09-17T14:49:08.020624+00:00
14,Python Test | Czech Republic,linkedin,Senior DevOps Engineer (AI/LLM Trainer) - Remote - Latin America,Kake,Dominican Republic,Remote,Full-time,Llm,"Senior, Devops",English,Senior,,Recent,https://do.linkedin.com/jobs/view/senior-devops-engineer-ai-llm-trainer-remote-latin-america-at-kake-4458099244,2026-09-17T14:49:15.197948+00:00
14,Python Test | Poland,linkedin,Middle/Senior Automation Python Test Engineer IRC304056,GlobalLogic,"Cracow, Małopolskie, Poland",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/middle-senior-automation-python-test-engineer-irc304056-at-globallogic-4463884106,2026-09-17T14:49:17.674816+00:00
14,Python Test | Poland,linkedin,🔎 Senior Automation QA Engineer with Python🔎,Luxoft Poland,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/%F0%9F%94%8E-senior-automation-qa-engineer-with-python%F0%9F%94%8E-at-luxoft-poland-4459169468,2026-09-17T14:49:17.675030+00:00
14,Python Test | Poland,linkedin,Senior Automation QA Engineer with Python,Luxoft Poland,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-automation-qa-engineer-with-python-at-luxoft-poland-4459168591,2026-09-17T14:49:17.675135+00:00
14,Python Test | Poland,linkedin,Senior AQA with Python,Luxoft,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-aqa-with-python-at-luxoft-4459694777,2026-09-17T14:49:17.675238+00:00
14,Python Test | Poland,linkedin,Senior Test Engineer (Python/Pytest),Hitachi Energy,Cracow Metropolitan Area,On-site,Full-time,"Pytest, Python",Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-test-engineer-python-pytest-at-hitachi-energy-4447292443,2026-09-17T14:49:17.675354+00:00
14,Python Test | USA,linkedin,"Senior QA Automation Engineer - API Testing, Python & AI",Cognizant,Greater Houston,On-site,Full-time,Python,Senior,English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-qa-automation-engineer-api-testing-python-ai-at-cognizant-4466821169,2026-09-17T14:49:20.155493+00:00
14,Python Test | USA,linkedin,"Senior Software Engineer (SDET, Python)",Viasat,"Carlsbad, CA",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-software-engineer-sdet-python-at-viasat-4457505725,2026-09-17T14:49:20.155622+00:00
14,Python Test | USA,linkedin,Lead Software Development Engineer in Test (Python),ICE,"Atlanta, GA",On-site,Full-time,Python,Lead,English,Lead,,Recent,https://www.linkedin.com/jobs/view/lead-software-development-engineer-in-test-python-at-ice-4389299975,2026-09-17T14:49:20.155724+00:00
14,Python Test | USA,linkedin,QA Automation Lead - Python,Tata Consultancy Services,"Charlotte, NC",On-site,Full-time,Python,Lead,English,Lead,,Recent,https://www.linkedin.com/jobs/view/qa-automation-lead-python-at-tata-consultancy-services-4445755059,2026-09-17T14:49:20.155826+00:00
14,Python Test | USA,linkedin,"Enterprise - Senior Test Engineer - Linux, Python, GitLab",Erias Ventures,"Columbia, MD",On-site,Full-time,Python,"Senior, Gitlab, Linux",English,Senior,,Recent,https://www.linkedin.com/jobs/view/enterprise-senior-test-engineer-linux-python-gitlab-at-erias-ventures-4467256601,2026-09-17T14:49:20.156020+00:00
14,Python Test | USA,linkedin,"Senior Test Automation Engineer, onsite in Petaluma, California",Ciena,"Petaluma, CA",On-site,Full-time,Test Automation,Senior,English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-test-automation-engineer-onsite-in-petaluma-california-at-ciena-4437923485,2026-09-17T14:49:20.156117+00:00
14,Python Test | USA,linkedin,Senior QA Automation Engineer - Networking L2/L3,Cisco,"Milpitas, CA",On-site,Full-time,,Senior,English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-qa-automation-engineer-networking-l2-l3-at-cisco-4458322998,2026-09-17T14:49:20.156319+00:00
14,Python Test | United Kingdom,linkedin,Senior Quality Engineer (Python),2i,"London Area, United Kingdom",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-quality-engineer-python-at-2i-4463272257,2026-09-17T14:49:22.697324+00:00
14,Python Test | United Kingdom,linkedin,"Senior Software Engineer (SDET, Python)",Viasat,"London, England, United Kingdom",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-software-engineer-sdet-python-at-viasat-4458511345,2026-09-17T14:49:22.697456+00:00
14,Python Test | United Kingdom,linkedin,"Senior Software Engineer in Test, Python",Roku,"Cambridge, England, United Kingdom",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-software-engineer-in-test-python-at-roku-4385517260,2026-09-17T14:49:22.697565+00:00
14,Python Test | United Kingdom,linkedin,Senior Test Engineer,DWP Digital,"Newcastle Upon Tyne, England, United Kingdom",On-site,Full-time,,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-test-engineer-at-dwp-digital-4464464501,2026-09-17T14:49:22.697671+00:00
14,Python Test | United Kingdom,linkedin,Senior Test Engineer,DWP Digital,"Manchester, England, United Kingdom",On-site,Full-time,,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-test-engineer-at-dwp-digital-4464477199,2026-09-17T14:49:22.697870+00:00
14,Python Test | United Kingdom,linkedin,Senior Software Test Engineer,Humanoid,"London, England, United Kingdom",On-site,Full-time,,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-software-test-engineer-at-humanoid-4415009981,2026-09-17T14:49:22.698065+00:00
14,Firmware Engineer | Germany,linkedin,(Senior) Firmwareentwickler (m/w/d) Siemens AG,FERCHAU,"Karlsruhe, Baden-Württemberg, Germany",On-site,Full-time,,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-firmwareentwickler-m-w-d-siemens-ag-at-ferchau-4438578585,2026-09-17T14:49:25.122022+00:00
14,Firmware Engineer | Germany,linkedin,"Senior Embedded Developer - Munich Area - Up to €90,000 (d / m / w)",Optimus Search,Greater Munich Metropolitan Area,On-site,Full-time,,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-embedded-developer-munich-area-up-to-%E2%82%AC90-000-d-m-w-at-optimus-search-4416816817,2026-09-17T14:49:25.122389+00:00
14,Firmware Engineer | Germany,linkedin,Senior Embedded Software Engineer (m/w/d),ACONEXT,Berlin Metropolitan Area,On-site,Full-time,,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-embedded-software-engineer-m-w-d-at-aconext-4460491904,2026-09-17T14:49:25.122499+00:00
14,Firmware Engineer | Germany,linkedin,Senior Embedded (ARM) Engineer - Quantum Computing (m/w/d),eleQtron,"Hamburg, Hamburg, Germany",On-site,Full-time,Arm,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-embedded-arm-engineer-quantum-computing-m-w-d-at-eleqtron-4468611075,2026-09-17T14:49:25.122893+00:00
14,Firmware Engineer | Austria,linkedin,Senior C Embedded Entwickler (w/m/x),BEKO Solutions GmbH,"Vienna, Vienna, Austria",On-site,Full-time,C,Senior,English,Senior,,Recent,https://at.linkedin.com/jobs/view/senior-c-embedded-entwickler-w-m-x-at-beko-solutions-gmbh-4464198636,2026-09-17T14:49:27.547213+00:00
14,Firmware Engineer | Austria,linkedin,(Senior) Embedded Software Developer - Linux/YOCTO (m/w/d),Arivo,"Graz, Styria, Austria",On-site,Full-time,,"Senior, Linux",English,Senior,,Recent,https://at.linkedin.com/jobs/view/senior-embedded-software-developer-linux-yocto-m-w-d-at-arivo-4461639598,2026-09-17T14:49:27.547530+00:00
14,Firmware Engineer | Austria,linkedin,Senior / Professional  Embedded Firmware Developer,SBG Associates,"Vienna, Austria",On-site,Full-time,Firmware,Senior,English,Senior,,Recent,https://at.linkedin.com/jobs/view/senior-professional-embedded-firmware-developer-at-sbg-associates-4465956915,2026-09-17T14:49:27.547627+00:00
14,Firmware Engineer | Switzerland,linkedin,Senior Embedded Firmware Engineer (FPGA/ARM),Experis Switzerland,"Zurich, Zurich, Switzerland",On-site,Full-time,"Arm, Firmware","Senior, Fpga",English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-embedded-firmware-engineer-fpga-arm-at-experis-switzerland-4459476487,2026-09-17T14:49:30.003518+00:00
14,Firmware Engineer | Switzerland,linkedin,Senior Embedded Software Engineer,Volpi Group,"Dietikon, Zurich, Switzerland",On-site,Full-time,,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-embedded-software-engineer-at-volpi-group-4465625643,2026-09-17T14:49:30.018779+00:00
14,Firmware Engineer | Slovakia,linkedin,Senior C/C++ Software Engineer,Frequentis,"Bratislava, Bratislava, Slovakia",On-site,Full-time,"C, C++",Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/senior-c-c%2B%2B-software-engineer-at-frequentis-4439990845,2026-09-17T14:49:34.713042+00:00
14,Firmware Engineer | Slovakia,linkedin,"Chcete pomáhať riadiť letovú prevádzku? Senior C/C++ software engineer - flexibilný pracovný model s možnosťou práce z domu, priestor na rast",Frequentis,"Bratislava, Slovakia",On-site,Full-time,"C, C++",Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/chcete-pom%C3%A1ha%C5%A5-riadi%C5%A5-letov%C3%BA-prev%C3%A1dzku%3F-senior-c-c%2B%2B-software-engineer-flexibiln%C3%BD-pracovn%C3%BD-model-s-mo%C5%BEnos%C5%A5ou-pr%C3%A1ce-z-domu-priestor-na-rast-at-frequentis-4456500093,2026-09-17T14:49:34.713506+00:00
14,Firmware Engineer | Slovakia,linkedin,"Senior Professional, OT & IoT",Danfoss,"Považská Bystrica, Trenciansky, Slovakia",On-site,Full-time,,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/senior-professional-ot-iot-at-danfoss-4439093951,2026-09-17T14:49:34.713850+00:00
14,Firmware Engineer | Slovakia,linkedin,Simulation Engineer (f/m/x),Sii Poland,Slovakia,Remote,Contract,Can,"Senior, Matlab",English,Senior,,Recent,https://sk.linkedin.com/jobs/view/simulation-engineer-f-m-x-at-sii-poland-4450142764,2026-09-17T14:49:34.714050+00:00
14,Firmware Engineer | Czech Republic,linkedin,Lead Firmware Engineer,Eaton,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Contract,"Arm, Firmware","Agile, Lead, Zephyr, Jira, Github, Confluence",English,Lead,,Recent,https://do.linkedin.com/jobs/view/lead-firmware-engineer-at-eaton-4450819024,2026-09-17T14:49:37.037216+00:00
14,Firmware Engineer | Czech Republic,linkedin,Engineer- Controls,Daikin Applied Americas,"Distrito Nacional, Dominican Republic",On-site,Contract,,"Project Manager, Lead",English,Lead,,Recent,https://do.linkedin.com/jobs/view/engineer-controls-at-daikin-applied-americas-4461905373,2026-09-17T14:49:37.037472+00:00
14,Firmware Engineer | Czech Republic,linkedin,Tecnico Especializado de Automatizacion 1er turno,Medtronic,"San Isidro, Santo Domingo, Dominican Republic",On-site,Contract,C,Expert,English,Expert,,Recent,https://do.linkedin.com/jobs/view/tecnico-especializado-de-automatizacion-1er-turno-at-medtronic-4462475064,2026-09-17T14:49:37.037675+00:00
14,Firmware Engineer | Czech Republic,linkedin,Product Security & Compliance Engineer,Nabu Casa,Dominican Republic,Remote,Contract,"Can, Ci/Cd, Embedded Systems, Firmware, Python","Expert, Github",English,Expert,,Recent,https://do.linkedin.com/jobs/view/product-security-compliance-engineer-at-nabu-casa-4461099578,2026-09-17T14:49:37.037777+00:00
14,Firmware Engineer | Poland,linkedin,Firmware Engineer – Senior / Mid / Junior,Kidde Global Solutions,"Gdańsk, Pomorskie, Poland",Hybrid,Contract,"Arm, C, C++, Cortex-M, Embedded Systems, Firmware, Rtos","Agile, Junior, Stm32, R, Git, Freertos, Senior, Scrum, Mid-Level, Internship",English,Senior,,Recent,https://pl.linkedin.com/jobs/view/firmware-engineer-%E2%80%93-senior-mid-junior-at-kidde-global-solutions-4449874215,2026-09-17T14:49:39.516148+00:00
14,Firmware Engineer | Poland,linkedin,Senior С Firmware Engineer IRC303848,GlobalLogic,"Cracow, Małopolskie, Poland",On-site,Contract,"C, Firmware, I2C, Spi, Uart","Senior, Consultant",English,"Consultant, Senior",,Recent,https://pl.linkedin.com/jobs/view/senior-%D1%81-firmware-engineer-irc303848-at-globallogic-4462955525,2026-09-17T14:49:39.516299+00:00
14,Firmware Engineer | Poland,linkedin,Embedded C++ Low Level Software Engineer,Accenture Poland,"Wrocław, Dolnośląskie, Poland",Remote,Contract,"Arm, C, C++, Can, Driver Development, Embedded Systems, Firmware, I2C, Pytest, Python, Rtos, Spi, Unit Testing","Lead, Autosar, Senior, Express",English,"Lead, Senior",,Recent,https://pl.linkedin.com/jobs/view/embedded-c%2B%2B-low-level-software-engineer-at-accenture-poland-4382435408,2026-09-17T14:49:39.516515+00:00
14,Firmware Engineer | Poland,linkedin,Senior Firmware & OS Engineer,OPENCHIP & SOFTWARE TECHNOLOGIES,"Gdańsk, Pomorskie, Poland",On-site,Full-time,Firmware,Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-firmware-os-engineer-at-openchip-software-technologies-4325930457,2026-09-17T14:49:39.517005+00:00
14,Firmware Engineer | USA,linkedin,Firmware Engineer III,Universal Electronics,"Santa Ana, CA",Remote,Contract,"Arm, C, Can, Firmware, I2C, Python, Rtos, Spi, Test Automation, Uart","Agile, Architect, R, Freertos, Perl, Junior",English,Architect,,Recent,https://www.linkedin.com/jobs/view/firmware-engineer-iii-at-universal-electronics-4465248043,2026-09-17T14:49:41.981574+00:00
14,Firmware Engineer | USA,linkedin,Senior Embedded Software Engineer,Philips,"Bothell, WA",On-site,Full-time,,Senior,English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-embedded-software-engineer-at-philips-4460005833,2026-09-17T14:49:41.981778+00:00
14,Firmware Engineer | USA,linkedin,Senior Firmware Engineer,Emerson,"Shakopee, MN",On-site,Full-time,Firmware,Senior,English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-firmware-engineer-at-emerson-4464909192,2026-09-17T14:49:41.981974+00:00
14,Firmware Engineer | USA,linkedin,"Senior Firmware Engineer, Embedded Systems",Anduril Industries,"Costa Mesa, CA",On-site,Full-time,"Embedded Systems, Firmware",Senior,English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-firmware-engineer-embedded-systems-at-anduril-industries-4405488561,2026-09-17T14:49:41.982071+00:00
14,Firmware Engineer | USA,linkedin,Senior Firmware Engineer,HP IQ,"San Francisco, CA",On-site,Full-time,Firmware,Senior,English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-firmware-engineer-at-hp-iq-4446926496,2026-09-17T14:49:41.982165+00:00
14,Firmware Engineer | USA,linkedin,Senior Embedded Software Engineer,Columbus McKinnon,Greater Milwaukee,On-site,Full-time,,Senior,English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-embedded-software-engineer-at-columbus-mckinnon-4446640751,2026-09-17T14:49:41.982279+00:00
14,Firmware Engineer | United Kingdom,linkedin,Senior Firmware Engineer,Arctic Research and Development,"Cirencester, England, United Kingdom",On-site,Full-time,Firmware,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-firmware-engineer-at-arctic-research-and-development-4455687943,2026-09-17T14:49:44.427938+00:00
14,Firmware Engineer | United Kingdom,linkedin,Senior Firmware Engineer,IC Resources,"Bath, England, United Kingdom",On-site,Full-time,Firmware,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-firmware-engineer-at-ic-resources-4465645633,2026-09-17T14:49:44.428072+00:00
14,Firmware Engineer | United Kingdom,linkedin,Staff Firmware Engineer,Lunar Energy,"London, England, United Kingdom",On-site,Full-time,Firmware,Staff,English,Staff,,Recent,https://uk.linkedin.com/jobs/view/staff-firmware-engineer-at-lunar-energy-4452894561,2026-09-17T14:49:44.428174+00:00
14,Firmware Engineer | United Kingdom,linkedin,Senior Firmware Engineer,FLUSSO LIMITED,"Cambridge, England, United Kingdom",On-site,Full-time,Firmware,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-firmware-engineer-at-flusso-limited-4464477742,2026-09-17T14:49:44.428286+00:00
14,Firmware Engineer | United Kingdom,linkedin,Senior Firmware Engineer,Brompton Bicycle,"Greenford, England, United Kingdom",On-site,Full-time,Firmware,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-firmware-engineer-at-brompton-bicycle-4445028426,2026-09-17T14:49:44.428676+00:00
14,Firmware Engineer | United Kingdom,linkedin,Senior Embedded Firmware Engineer,Camlin Group,"Lisburn, Northern Ireland, United Kingdom",On-site,Full-time,Firmware,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-embedded-firmware-engineer-at-camlin-group-4433136253,2026-09-17T14:49:44.428767+00:00
14,Firmware Engineer | United Kingdom,linkedin,Senior Embedded Software Engineer,Pod,"London, England, United Kingdom",On-site,Full-time,,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-embedded-software-engineer-at-pod-4461733904,2026-09-17T14:49:44.428861+00:00
0,Tester | Germany,linkedin,Softwaretester Qualitätssicherung [m|w|d],Soloplan GmbH,"Kempten, Bavaria, Germany",On-site,Internship,C,"Junior, R, C#",German,,,Recent,https://de.linkedin.com/jobs/view/softwaretester-qualit%C3%A4tssicherung-m-w-d-at-soloplan-gmbh-4465830987,2026-09-17T14:46:51.678890+00:00
0,Tester | Germany,linkedin,(Junior) QA Engineer/Software-Tester (m/w/d) – Produktqualität & Testautomatisierung,CHECK24,"Dortmund, North Rhine-Westphalia, Germany",On-site,Full-time,"Llm, Test Automation","Dart, R, Junior",German,,,Recent,https://de.linkedin.com/jobs/view/junior-qa-engineer-software-tester-m-w-d-%E2%80%93-produktqualit%C3%A4t-testautomatisierung-at-check24-4433870576,2026-09-17T14:46:51.679030+00:00
0,Tester | Germany,linkedin,Software-Tester (M/W/D) in Nürnberg,D.O.M. Datenverarbeitung GmbH,"Nuremberg, Bavaria, Germany",Remote,Contract,"Ci/Cd, Jenkins, Selenium, Test Automation","R, Sql, Git, Postman",German,,,Recent,https://de.linkedin.com/jobs/view/software-tester-m-w-d-in-n%C3%BCrnberg-at-d-o-m-datenverarbeitung-gmbh-4457372222,2026-09-17T14:46:51.679143+00:00
0,Tester | Germany,linkedin,Quality Assurance Engineer (Berlin),GeneralMind,"Berlin, Berlin, Germany",On-site,Full-time,Can,"Regression Testing, Jira",English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-berlin-at-generalmind-4465923467,2026-09-17T14:46:51.679466+00:00
