relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
29,QA Engineer | Germany,linkedin,Entry-Level Quality Assurance Engineer,EUPHA DH & AI -  Digital Health and Artificial Intelligence Section EUPHA,"Berlin, Germany",On-site,Full-time,,Entry-Level,English,,,Recent,https://de.linkedin.com/jobs/view/entry-level-quality-assurance-engineer-at-eupha-dh-ai-digital-health-and-artificial-intelligence-section-eupha-4375128804,2026-02-19T10:41:22.435787+00:00
0,Tester | Austria,linkedin,Software Test/QA Engineer  @ 3-S-IT Dienstleistungen GmbH,DEVjobs,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-test-qa-engineer-%40-3-s-it-dienstleistungen-gmbh-at-devjobs-4370636329,2026-02-19T10:41:02.966527+00:00
0,Tester | Austria,linkedin,Testingenieur (m/w/d),Deutsche Telekom,"Fünfkirchen, Lower Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/testingenieur-m-w-d-at-deutsche-telekom-4367999733,2026-02-19T10:41:02.966716+00:00
0,Tester | Austria,linkedin,Test Engineer Systems (m/w/d),Vusion,"Fernitz-Mellach, Styria, Austria",Remote,Contract,"C, C++, Can, Embedded Systems, Firmware, Python",Safe,English,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-systems-m-w-d-at-vusion-4359273756,2026-02-19T10:41:02.966890+00:00
0,Tester | Austria,linkedin,Software Test Engineer & Documentation Writer (w/m/d),Delegate Group,"Vienna, Vienna, Austria",On-site,Full-time,"Ci/Cd, Continuous Testing, Playwright, Selenium, Test Automation","Scrum, Kanban, Microservices, Sql, Associate, Docker, Oracle, Sql Server, Devops, R",German,,,Recent,https://at.linkedin.com/jobs/view/software-test-engineer-documentation-writer-w-m-d-at-delegate-group-4357368415,2026-02-19T10:41:02.967203+00:00
0,Tester | Austria,linkedin,Test Automation Engineer,STEINER-HITECH GmbH,"Vienna, Austria",Remote,Internship,"Java, Javascript, Selenium, Test Automation","Junior, Mid-Level, Associate, Docker, React, Bdd, Cucumber, R",German,,,Recent,https://at.linkedin.com/jobs/view/test-automation-engineer-at-steiner-hitech-gmbh-4345946658,2026-02-19T10:41:02.967359+00:00
0,Tester | Austria,linkedin,Test Engineer,Noir,"Linz, Upper Austria, Austria",Hybrid,Full-time,"Ci/Cd, Jenkins, Selenium, Test Automation","Scrum, Jira, Regression Testing, Agile, Postman",English,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-at-noir-4372251220,2026-02-19T10:41:02.967512+00:00
0,Tester | Austria,linkedin,Software Tester/Test Engineer (m/w/d),SPAR Österreich,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-tester-test-engineer-m-w-d-at-spar-%C3%B6sterreich-4373378049,2026-02-19T10:41:02.967711+00:00
0,Tester | Austria,linkedin,Software Tester/Test Engineer (m/w/d),SPAR Österreich,"Salzburg, Salzburg, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-tester-test-engineer-m-w-d-at-spar-%C3%B6sterreich-4373379029,2026-02-19T10:41:02.967877+00:00
0,Tester | Switzerland,linkedin,Software Tester,yiuu.io | Sandro Toneatto Consulting,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-tester-at-yiuu-io-sandro-toneatto-consulting-4364753057,2026-02-19T10:41:05.354044+00:00
0,Tester | Switzerland,linkedin,Test Engineer,Coopers Group AG,"Risch-Rotkreuz, Zug, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-at-coopers-group-ag-4363124233,2026-02-19T10:41:05.354230+00:00
0,Tester | Switzerland,linkedin,Test Automation Engineer,ASTRELYA,"Geneva, Switzerland",On-site,Full-time,Test Automation,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-automation-engineer-at-astrelya-4358299052,2026-02-19T10:41:05.354400+00:00
0,Tester | Switzerland,linkedin,Test Engineer (a),Gi Group,"Risch, Zug, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-a-at-gi-group-4363221369,2026-02-19T10:41:05.354558+00:00
0,Tester | Switzerland,linkedin,Test Automation Engineer,Coopers Group AG,"Risch-Rotkreuz, Zug, Switzerland",On-site,Full-time,Test Automation,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-automation-engineer-at-coopers-group-ag-4357724439,2026-02-19T10:41:05.354737+00:00
0,Tester | Switzerland,linkedin,Design for Test Engineer,IC Resources,"Vaud, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/design-for-test-engineer-at-ic-resources-4358132685,2026-02-19T10:41:05.354902+00:00
0,Tester | Switzerland,linkedin,Test Automation Engineer,MGI Consultants,"Geneva, Switzerland",On-site,Full-time,Test Automation,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-automation-engineer-at-mgi-consultants-4368014506,2026-02-19T10:41:05.355057+00:00
0,Tester | Switzerland,linkedin,Software Test Engineer (m/w/d),Nexplore AG,"Berne, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-test-engineer-m-w-d-at-nexplore-ag-4373941982,2026-02-19T10:41:05.355212+00:00
0,Tester | Switzerland,linkedin,Test Engineer / System-Ingenieur Fahrzeugsoftware (w/m/d),Randstad Switzerland,"Thurgau, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-system-ingenieur-fahrzeugsoftware-w-m-d-at-randstad-switzerland-4363909299,2026-02-19T10:41:05.355365+00:00
0,Tester | Switzerland,linkedin,Cyber Security Tester (IEC 62443-4-2 Compliance),Sécheron SA,"Satigny, Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/cyber-security-tester-iec-62443-4-2-compliance-at-s%C3%A9cheron-sa-4371114782,2026-02-19T10:41:05.355521+00:00
0,Tester | Remote,linkedin,App-Tester  (m/w/d),clickworker,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/app-tester-m-w-d-at-clickworker-4356281358,2026-02-19T10:41:07.829171+00:00
0,Tester | Remote,linkedin,Quality Assurance Engineer (m/w/d),ISO-Gruppe,"Bonn, North Rhine-Westphalia, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-m-w-d-at-iso-gruppe-4358570111,2026-02-19T10:41:07.829338+00:00
0,Tester | Remote,linkedin,Software Engineer in Test,Dataiku,"Berlin, Berlin, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-in-test-at-dataiku-4085371392,2026-02-19T10:41:07.829506+00:00
0,Tester | Remote,linkedin,Test Engineer (w/m/d) - Deutschlandweit,smapOne AG,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-w-m-d-deutschlandweit-at-smapone-ag-4373535881,2026-02-19T10:41:07.829681+00:00
0,Tester | Remote,linkedin,AI Chatbot Tester,Alignerr,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/ai-chatbot-tester-at-alignerr-4371261390,2026-02-19T10:41:07.829992+00:00
0,Tester | Remote,linkedin,Test Automation Engineer (m/w/d),SPIRIT-ONSIDE Consulting GmbH,Germany,Remote,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/test-automation-engineer-m-w-d-at-spirit-onside-consulting-gmbh-4355723608,2026-02-19T10:41:07.830139+00:00
0,Tester | Slovakia,linkedin,Manual Tester,Bitcoin Suisse AG,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/manual-tester-at-bitcoin-suisse-ag-4356682492,2026-02-19T10:41:10.200137+00:00
0,Tester | Slovakia,linkedin,IT Tester ČSOB (m/ž),ČSOB Finančná skupina,"Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/it-tester-%C4%8Dsob-m-%C5%BE-at-%C4%8Dsob-finan%C4%8Dn%C3%A1-skupina-4354445255,2026-02-19T10:41:10.200503+00:00
0,Tester | Slovakia,linkedin,Automated/Manual Tester,CGI,"Bratislava 1, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/automated-manual-tester-at-cgi-4343365018,2026-02-19T10:41:10.200723+00:00
0,Tester | Slovakia,linkedin,Test engineer,Magna International,"Kechnec, Kosice, Slovakia",On-site,Internship,,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-engineer-at-magna-international-4219197667,2026-02-19T10:41:10.200887+00:00
0,Tester | Slovakia,linkedin,Junior Test Engineer (automation),ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Junior,English,,,Recent,https://sk.linkedin.com/jobs/view/junior-test-engineer-automation-at-eset-4345020359,2026-02-19T10:41:10.201051+00:00
0,Tester | Slovakia,linkedin,Software Test Engineer,Takeda,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-test-engineer-at-takeda-4361028383,2026-02-19T10:41:10.201204+00:00
0,Tester | Slovakia,linkedin,Test engineer-1,Magna International,"Kechnec, Kosice, Slovakia",On-site,Internship,,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-engineer-1-at-magna-international-4284413507,2026-02-19T10:41:10.201359+00:00
0,Tester | Slovakia,linkedin,Software Test Engineer,Takeda,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-test-engineer-at-takeda-4358040843,2026-02-19T10:41:10.201509+00:00
0,Tester | Slovakia,linkedin,Software Test Engineer,Takeda,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-test-engineer-at-takeda-4358080860,2026-02-19T10:41:10.201685+00:00
0,Tester | Czech Republic,linkedin,Test Engineer,Eaton,"Bajos de Haina, San Cristóbal, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/test-engineer-at-eaton-4353191207,2026-02-19T10:41:12.565285+00:00
0,Tester | Czech Republic,linkedin,ServiceNow Tester,Launchpad Technologies Inc.,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/servicenow-tester-at-launchpad-technologies-inc-4366176293,2026-02-19T10:41:12.565486+00:00
0,Tester | Czech Republic,linkedin,Software Development Engineer in Test,Origami Risk,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-in-test-at-origami-risk-4339158769,2026-02-19T10:41:12.565661+00:00
0,Tester | Czech Republic,linkedin,Software Development Engineer in Test - Remote - Latin America,FullStack,Dominican Republic,Remote,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-in-test-remote-latin-america-at-fullstack-4329082241,2026-02-19T10:41:12.566197+00:00
0,Tester | Czech Republic,linkedin,Software Development Engineer in Test - Remote - Latin America,FullStack,"Higüey, La Altagracia, Dominican Republic",Remote,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-in-test-remote-latin-america-at-fullstack-4329181879,2026-02-19T10:41:12.566358+00:00
0,Tester | Czech Republic,linkedin,Software Development Engineer in Test - Remote - Latin America,FullStack,"Bonao, Monseñor Nouel, Dominican Republic",Remote,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-in-test-remote-latin-america-at-fullstack-4328937941,2026-02-19T10:41:12.566517+00:00
0,Tester | Czech Republic,linkedin,Software Development Engineer in Test - Remote - Latin America,FullStack,"Santo Domingo Oeste, Santo Domingo, Dominican Republic",Remote,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-in-test-remote-latin-america-at-fullstack-4329151969,2026-02-19T10:41:12.566694+00:00
0,Tester | Czech Republic,linkedin,Software Development Engineer in Test - Remote - Latin America,FullStack,"Santo Domingo, Dominican Republic",Remote,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-in-test-remote-latin-america-at-fullstack-4329142128,2026-02-19T10:41:12.566854+00:00
0,Tester | Poland,linkedin,Manual Tester,ipracujzdalnie.pl,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-ipracujzdalnie-pl-4365512934,2026-02-19T10:41:14.947499+00:00
0,Tester | Poland,linkedin,QA / Manual Tester,Vendo,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-manual-tester-at-vendo-4371293516,2026-02-19T10:41:14.947711+00:00
0,Tester | Poland,linkedin,Manual Tester,ipracujzdalnie.pl,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-ipracujzdalnie-pl-4365753849,2026-02-19T10:41:14.947875+00:00
0,Tester | Poland,linkedin,Manual Tester,ipracujzdalnie.pl,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-ipracujzdalnie-pl-4365680444,2026-02-19T10:41:14.948043+00:00
0,Tester | Poland,linkedin,Manual Tester,ipracujzdalnie.pl,"Katowice, Śląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-ipracujzdalnie-pl-4365526502,2026-02-19T10:41:14.948197+00:00
0,Tester | Poland,linkedin,Manual Tester,ipracujzdalnie.pl,"Gdańsk, Pomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-ipracujzdalnie-pl-4365521693,2026-02-19T10:41:14.948356+00:00
0,Tester | Poland,linkedin,Manual Tester,ipracujzdalnie.pl,"Lublin, Lubelskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-ipracujzdalnie-pl-4365514886,2026-02-19T10:41:14.948515+00:00
0,Tester | Poland,linkedin,Junior Game Tester (FPS Player),8Bit - Games Industry Recruitment,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-game-tester-fps-player-at-8bit-games-industry-recruitment-4366131272,2026-02-19T10:41:14.948684+00:00
0,Tester | Poland,linkedin,Manual Tester,ipracujzdalnie.pl,"Poznań, Wielkopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-ipracujzdalnie-pl-4365529128,2026-02-19T10:41:14.948841+00:00
0,Tester | Poland,linkedin,Manual Tester,ipracujzdalnie.pl,"Białystok, Podlaskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-ipracujzdalnie-pl-4365532043,2026-02-19T10:41:14.949000+00:00
0,Tester | USA,linkedin,[Entry Level] Software Tester,Lensa,"Plano, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/entry-level-software-tester-at-lensa-4375067793,2026-02-19T10:41:17.631829+00:00
0,Tester | USA,linkedin,[Entry Level] Software Tester,Lensa,"Bellevue, WA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/entry-level-software-tester-at-lensa-4375086073,2026-02-19T10:41:17.632017+00:00
0,Tester | USA,linkedin,Tester II (Remote from anywhere in CO).,State of Colorado,"Colorado, United States",Remote,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/tester-ii-remote-from-anywhere-in-co-at-state-of-colorado-4364503768,2026-02-19T10:41:17.632173+00:00
0,Tester | USA,linkedin,QA - Front End Manual Testing,RedCloud Consulting,"Arlington, VA",On-site,Full-time,,Manual Testing,English,,,Recent,https://www.linkedin.com/jobs/view/qa-front-end-manual-testing-at-redcloud-consulting-4370890355,2026-02-19T10:41:17.632325+00:00
0,Tester | USA,linkedin,Tester II (Remote from anywhere in CO),Colorado Department of Revenue,"Colorado, United States",Remote,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/tester-ii-remote-from-anywhere-in-co-at-colorado-department-of-revenue-4372940534,2026-02-19T10:41:17.632476+00:00
0,Tester | USA,linkedin,Manual Tester,Lensa,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manual-tester-at-lensa-4375082109,2026-02-19T10:41:17.632638+00:00
0,Tester | USA,linkedin,Manual QA Tester,Lensa,"Brooklyn, NY",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manual-qa-tester-at-lensa-4375072705,2026-02-19T10:41:17.632795+00:00
0,Tester | USA,linkedin,Manual QA Analyst,Lensa,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manual-qa-analyst-at-lensa-4375080218,2026-02-19T10:41:17.632944+00:00
0,Tester | USA,linkedin,Software Tester,The Amatriot Group,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-tester-at-the-amatriot-group-4372578994,2026-02-19T10:41:17.633089+00:00
0,Tester | USA,linkedin,Entry-Level Software Tester,Ace IT Careers,"Greenville, SC",On-site,Full-time,,Entry-Level,English,,,Recent,https://www.linkedin.com/jobs/view/entry-level-software-tester-at-ace-it-careers-4368820668,2026-02-19T10:41:17.633234+00:00
0,Tester | United Kingdom,linkedin,Junior Test Engineer,VoucherCodes,"London, England, United Kingdom",On-site,Full-time,,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-test-engineer-at-vouchercodes-4366638668,2026-02-19T10:41:20.062650+00:00
0,Tester | United Kingdom,linkedin,QA Tester – Remote Contract - 6 months | £300 p/d Inside IR35,Venchr,United Kingdom,Remote,Contract,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-tester-%E2%80%93-remote-contract-6-months-%C2%A3300-p-d-inside-ir35-at-venchr-4369561347,2026-02-19T10:41:20.062816+00:00
0,Tester | United Kingdom,linkedin,Test Engineer,Hamiltonian Dynamics,"Manchester, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-hamiltonian-dynamics-4370527081,2026-02-19T10:41:20.062977+00:00
0,Tester | United Kingdom,linkedin,QA Manual Tester,MCS Rental Software,"Maidenhead, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-manual-tester-at-mcs-rental-software-4373991550,2026-02-19T10:41:20.063127+00:00
0,Tester | United Kingdom,linkedin,Junior Software Tester,Apply4U | Apply4U | Human-Assisted AI Job & Recruitment Platform,United Kingdom,On-site,Full-time,,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-software-tester-at-apply4u-apply4u-human-assisted-ai-job-recruitment-platform-4371404856,2026-02-19T10:41:20.063276+00:00
0,Tester | United Kingdom,linkedin,Software QA,Fruition Group,"Leeds, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-qa-at-fruition-group-4366169550,2026-02-19T10:41:20.063428+00:00
0,Tester | United Kingdom,linkedin,Quality Assurance Tester,Shaw Daniels Solutions,United Kingdom,On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-tester-at-shaw-daniels-solutions-4364778397,2026-02-19T10:41:20.063581+00:00
0,Tester | United Kingdom,linkedin,Software Development Engineer in Test,Blockchain.com,"London Area, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-development-engineer-in-test-at-blockchain-com-4289302172,2026-02-19T10:41:20.063754+00:00
0,Tester | United Kingdom,linkedin,Software Test Engineer,AJ Bell,"Manchester, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-test-engineer-at-aj-bell-4367185495,2026-02-19T10:41:20.063907+00:00
0,QA Engineer | Germany,linkedin,"QA Engineer, Contract",Xcelirate,"Berlin, Berlin, Germany",On-site,Contract,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-contract-at-xcelirate-4365474555,2026-02-19T10:41:22.435584+00:00
0,QA Engineer | Germany,linkedin,QA Engineer,Westernacher Solutions,"Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-at-westernacher-solutions-4372474254,2026-02-19T10:41:22.436108+00:00
0,QA Engineer | Germany,linkedin,Quality Assurance Engineer,PSD Group,"Dortmund, North Rhine-Westphalia, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-at-psd-group-4338425753,2026-02-19T10:41:22.436412+00:00
0,QA Engineer | Germany,linkedin,QA Documentation Engineer,QCS Staffing,"Frankfurt am Main, Hesse, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-documentation-engineer-at-qcs-staffing-4356481754,2026-02-19T10:41:22.436566+00:00
0,QA Engineer | Austria,linkedin,1046 | Middle+ Manual QA Engineer,Intetics,Austria,On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/1046-middle%2B-manual-qa-engineer-at-intetics-4375130797,2026-02-19T10:41:24.797865+00:00
0,QA Engineer | Austria,linkedin,Software Quality Engineer,Ketryx,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-quality-engineer-at-ketryx-4308973953,2026-02-19T10:41:24.798053+00:00
0,QA Engineer | Austria,linkedin,Software QA Engineer (all genders),StreamUnlimited - #1 in Embedded Streaming / Voice Assistant Technology,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-qa-engineer-all-genders-at-streamunlimited-%231-in-embedded-streaming-voice-assistant-technology-4375106014,2026-02-19T10:41:24.798219+00:00
0,QA Engineer | Austria,linkedin,QA Engineer (m/w/d),RINGANA,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-m-w-d-at-ringana-4353952752,2026-02-19T10:41:24.798869+00:00
0,QA Engineer | Austria,linkedin,QA Engineer,Sportradar,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-at-sportradar-4368356628,2026-02-19T10:41:24.799024+00:00
0,QA Engineer | Austria,linkedin,Software QA Engineer (Embedded Systems),Berkeley Square - Talent Specialists in IT & Engineering,"Vorarlberg, Austria",On-site,Full-time,Embedded Systems,,English,,,Recent,https://at.linkedin.com/jobs/view/software-qa-engineer-embedded-systems-at-berkeley-square-talent-specialists-in-it-engineering-4372602220,2026-02-19T10:41:24.799176+00:00
0,QA Engineer | Switzerland,linkedin,Quality Assurance Engineer,Crypto Finance Group,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/quality-assurance-engineer-at-crypto-finance-group-4368652016,2026-02-19T10:41:27.188185+00:00
0,QA Engineer | Switzerland,linkedin,QA Engineer,qiibee,Switzerland,On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-engineer-at-qiibee-4361047476,2026-02-19T10:41:27.188551+00:00
0,QA Engineer | Switzerland,linkedin,Design Quality Assurance Engineer,Sonova Group,"Stäfa, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/design-quality-assurance-engineer-at-sonova-group-4369068003,2026-02-19T10:41:27.188733+00:00
0,QA Engineer | Switzerland,linkedin,"Quality Assurance Engineer 100% (Limited from May 1st, 2026 to January 31st, 2027)",STAAR Surgical Switzerland,"Nidau, Berne, Switzerland",Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/quality-assurance-engineer-100%25-limited-from-may-1st-2026-to-january-31st-2027-at-staar-surgical-switzerland-4366369591,2026-02-19T10:41:27.189514+00:00
0,QA Engineer | Remote,linkedin,QA Engineer (Part-Time),Twine,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-part-time-at-twine-4364425081,2026-02-19T10:41:29.688161+00:00
0,QA Engineer | Remote,linkedin,QA Automation Engineer (Data),Jobgether,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-automation-engineer-data-at-jobgether-4372226499,2026-02-19T10:41:29.688803+00:00
0,QA Engineer | Remote,linkedin,QA Engineer (m/w/d),Gamma DE,"Oberkotzau, Bavaria, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-m-w-d-at-gamma-de-4366900191,2026-02-19T10:41:29.688950+00:00
0,QA Engineer | Remote,linkedin,Quality Assurance Engineer - remote DE,Instaffo,"Halle, Saxony-Anhalt, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-remote-de-at-instaffo-4365426275,2026-02-19T10:41:29.689246+00:00
0,QA Engineer | Slovakia,linkedin,1046 | Middle+ Manual QA Engineer,Intetics,Slovakia,On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/1046-middle%2B-manual-qa-engineer-at-intetics-4375133703,2026-02-19T10:41:32.147193+00:00
0,QA Engineer | Slovakia,linkedin,Quality Assurance Engineer,NATEK,"Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/quality-assurance-engineer-at-natek-4361788231,2026-02-19T10:41:32.147379+00:00
0,QA Engineer | Slovakia,linkedin,QA Automation Engineer,Deutsche Telekom IT Solutions Slovakia,"Košice, Kosice, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-automation-engineer-at-deutsche-telekom-it-solutions-slovakia-4368617661,2026-02-19T10:41:32.148034+00:00
0,QA Engineer | Slovakia,linkedin,Manual QA Engineer - Relocation to Portugal Required,BrainRocket,Slovakia,On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/manual-qa-engineer-relocation-to-portugal-required-at-brainrocket-4363241020,2026-02-19T10:41:32.148197+00:00
0,QA Engineer | Slovakia,linkedin,QA Engineer,BlueThrone,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-engineer-at-bluethrone-4369519800,2026-02-19T10:41:32.148362+00:00
0,QA Engineer | Slovakia,linkedin,QA Engineer,BlueThrone,"Košice, Kosice, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-engineer-at-bluethrone-4369519803,2026-02-19T10:41:32.148690+00:00
0,QA Engineer | Czech Republic,linkedin,Software QA Engineer - La Vega,Champro,"La Vega, La Vega, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-qa-engineer-la-vega-at-champro-4373865392,2026-02-19T10:41:34.512503+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Assurance Engineer - Trabajo Remoto,BairesDev,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-assurance-engineer-trabajo-remoto-at-bairesdev-4370474817,2026-02-19T10:41:34.512712+00:00
0,QA Engineer | Czech Republic,linkedin,Ingeniero QA (República Dominicana),Agilesoft,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-qa-rep%C3%BAblica-dominicana-at-agilesoft-4373351084,2026-02-19T10:41:34.512875+00:00
