relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
0,Test Engineer | Germany,ferchau,System Test Engineer (m/w/d),FERCHAU,Nürn­berg Deut­sch­land,Vor Ort,Full-time,,"Scrum, R, Intern, Kanban",German,,,Recent,https://touch.ferchau.com/de/de/job/495223/system-test-engineer,2026-02-25T12:10:57.937481+00:00
0,QA Engineer | Germany,gulp,ElectricalEngineeringManager (m/f/d),GULP Client,"Location: D2, Emden",On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/b0f191fe127c11f196d7a2d1b5394681,2026-02-27T11:12:41.021829+00:00
0,Python Developer | Germany,gulp,CI/CD Product Owner Service (m/f/d),GULP Client,Location: Remote,Remote,Freelance,Ci/Cd,Product Owner,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/69a16c9a9ae026fc1cf80c6d,2026-02-27T11:15:59.207695+00:00
0,Python Developer | Germany,gulp,COBOLDeveloper- Depot A Stocks (m/f/d),GULP Client,"Location: keine Angabe, Frankfurt",On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/6f3a0ec413c311f196d7a2d1b5394681,2026-02-27T11:15:59.209110+00:00
0,Python Test | Germany,gulp,Support data migration SAP ECC to S/4 HANA (Finance and Controlling department) (m/f/d),GULP Client,Location: Wiesbaden,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01246934,2026-02-27T11:16:49.449622+00:00
0,Python Test | Germany,gulp,IT Administrator Firewall (m/f/d),GULP Client,Location: Munich,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01247011,2026-02-27T11:16:49.450350+00:00
0,Python Test | Germany,gulp,Qualification engineer (m/f/d),GULP Client,Location: D7,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/a7d2fea0127c11f196d7a2d1b5394681,2026-02-27T11:16:49.451278+00:00
0,Python Test | Germany,gulp,Structural engineer for steel scaffolding systems (m/f/d),GULP Client,Location: D8,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/8fba4b66127c11f196d7a2d1b5394681,2026-02-27T11:16:49.451743+00:00
0,Python Test | Germany,gulp,Software Developer (m/f/d),GULP Client,Location: D7,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/aa36269a127c11f196d7a2d1b5394681,2026-02-27T11:16:49.453181+00:00
0,Python Test | Germany,gulp,Quality Manager on the construction site of a substation (m/f/d),GULP Client,"Location: D2, Büttel",On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/9f387e78127c11f196d7a2d1b5394681,2026-02-27T11:16:49.453664+00:00
0,Python Test | Germany,gulp,Programmer for Allen Bradley in Rockwell's Studio 5000 (m/f/d),GULP Client,Location: Remote,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/962f51ee127c11f196d7a2d1b5394681,2026-02-27T11:16:49.454215+00:00
0,Python Test | Germany,gulp,Coating Inspector/ Coating Inspector (m/f/d),GULP Client,"Location: keine Angabe, Wilhelmshaven",On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/914bf7f4127c11f196d7a2d1b5394681,2026-02-27T11:16:49.454685+00:00
14,Tester | Germany,ferchau,Softwaretester Elektronik (m/w/d),FERCHAU,Remscheid Deut­sch­land,Vor Ort,Full-time,"Hil, Python","Jira, Scrum, Expert, R",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/491008/softwaretester-elektronik,2026-02-27T11:56:57.371322+00:00
14,Testingenieur | Germany,ferchau,Testingenieur (m/w/d),FERCHAU,Hamburg Deut­sch­land,Remote,Full-time,Python,"Expert, R",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/495745/testingenieur,2026-02-27T11:57:26.895448+00:00
0,Test Engineer | Germany,ferchau,Test Engineer Avionics Integration (m/f/d) for AIRBUS Defence & Space,FERCHAU,Manching Germany,On-Site,Full-time,"C, C++, Python",Matlab,English,,,Recent,https://touch.ferchau.com/de/de/job/495475/test-engineer-avionics-integration-for-airbus-defence-space,2026-02-27T11:57:16.958908+00:00
0,Python Developer | Germany,ferchau,Backend Entwickler (m/w/d),FERCHAU,Köln Deut­sch­land,Remote,Full-time,"C, Ci/Cd, Go, Java, Python","Agile, Devops, Node.Js, Azure, Nosql, C#, Aws, Docker, R",German,,,Recent,https://touch.ferchau.com/de/de/job/469966/backend-entwickler,2026-02-27T11:57:46.698622+00:00
0,Firmware Engineer | Germany,ferchau,Teamleiter Regelungstechnik (m/w/d) in Direktvermittlung,FERCHAU,Hamburg Deut­sch­land,Vor Ort,Full-time,,"Team Lead, R",German,,,Recent,https://touch.ferchau.com/de/de/job/485038/teamleiter-regelungstechnik-in-direktvermittlung,2026-02-27T11:58:07.748006+00:00
14,Tester | Germany,hays,Testmanager eDrive gem. ISO 26262  (m/w/d),Hays Client,Affalterbach,On-site,Contract,,Iso 26262,German,Test Manager,,25.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-testmanager-edrive-gem-iso-26262--affalterbach-863460/1,2026-02-27T10:41:29.600213+00:00
14,Tester | Germany,hays,Senior Embedded Instrument Control Tester  (m/f/d),Hays Client,Rotkreuz,On-site,Contract,,Senior,English,Senior,,23.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-embedded-instrument-control-tester--rotkreuz-862979/1,2026-02-27T10:41:29.600840+00:00
14,Tester | Germany,hays,Test Automation Engineer (m/f/d),Hays Client,Geneva,On-site,Contract,"Python, Test Automation",Lead,English,Lead,,03.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-test-automation-engineer-geneva-852260/1,2026-02-27T10:41:29.603487+00:00
14,Test Automation | Germany,hays,Consultant Tax Document Processes (Post-Migration) (m/w/d),Hays Client,Baden-Württemberg,On-site,Contract,,"R, Consultant",German,Consultant,,20.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-consultant-tax-document-processes-post-migration-baden-wuerttemberg-862379/1,2026-02-27T10:42:58.703007+00:00
14,Python Developer | Germany,hays,Senior Data Warehouse Developer (Databricks) (m/f/d),Hays Client,Austria,On-site,Contract,"Ci/Cd, Github Actions, Python","Sql, Databricks, Github, Senior",English,Senior,,26.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-data-warehouse-developer-databricks-austria-863468/1,2026-02-27T10:43:21.846804+00:00
14,Python Test | Germany,hays,(Senior) Softwareentwickler mit Schwerpunkt TypeScript (m/w/d),Hays Client,Würzburg – Remote-friendly innerhalb DE; optional onsite/hybrid,Remote,Contract,Typescript,"Senior, R",German,Senior,,16.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-softwareentwickler-mit-schwerpunkt-typescript-wuerzburg--remote-friendly-innerhalb-de-optional-onsite-hybrid-850433/1,2026-02-27T10:43:43.154400+00:00
0,Test Engineer | Germany,hays,SOC Engineer  (m/w/d),Hays Client,Essen,On-site,Contract,,"R, Linux, Soc",German,,,27.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-soc-engineer--essen-863817/1,2026-02-27T10:42:13.584102+00:00
0,Test Engineer | Germany,hays,Network & Security Engineer  (m/w/d),Hays Client,Remote,Remote,Contract,,,German,,,26.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-network-security-engineer--remote-863410/1,2026-02-27T10:42:13.584684+00:00
0,Test Engineer | Germany,hays,Embedded Software Engineer (m/w/d),Hays Client,München,On-site,Contract,,,German,,,25.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-software-engineer-muenchen-862756/1,2026-02-27T10:42:13.584949+00:00
0,Test Engineer | Germany,hays,Power Electronics Hardware Engineer (m/w/d),Hays Client,München,On-site,Contract,,,German,,,25.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-power-electronics-hardware-engineer-muenchen-862757/1,2026-02-27T10:42:13.585209+00:00
0,Test Engineer | Germany,hays,Security Engineer Web (m/w/d),Hays Client,Bayern,On-site,Contract,,,German,,,13.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-security-engineer-web-bayern-861381/1,2026-02-27T10:42:13.585996+00:00
0,Test Engineer | Germany,hays,IT System Engineer Network (m/w/d),Hays Client,Nürnberg,On-site,Contract,,,German,,,11.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-system-engineer-network-nuernberg-860757/1,2026-02-27T10:42:13.586247+00:00
0,Test Engineer | Germany,hays,SAP Basis Engineer - Schwerpunkt Berechtigung (m/w/d),Hays Client,Berlin,On-site,Contract,,R,German,,,02.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-sap-basis-engineer-schwerpunkt-berechtigung-berlin-849198/1,2026-02-27T10:42:13.587287+00:00
0,Test Engineer | Germany,hays,Network Support Engineer (m/w/d),Hays Client,Bremen,On-site,Contract,,,German,,,02.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-network-support-engineer-bremen-859670/1,2026-02-27T10:42:13.587811+00:00
0,Test Engineer | Germany,hays,Software Engineer (Fokus: Input Management) (m/w/d),Hays Client,"Nürnberg, Hamburg oder Köln",On-site,Contract,C,C#,German,,,30.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-engineer-fokus--input-management-nuernberg-hamburg-oder-koeln-859399/1,2026-02-27T10:42:13.588062+00:00
0,Test Engineer | Germany,hays,Application Engineer (m/w/d),Hays Client,Bundesweit,On-site,Contract,,,German,,,23.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-application-engineer-bundesweit-853495/1,2026-02-27T10:42:13.588322+00:00
0,Test Engineer | Germany,hays,Quality Engineer (m/w/d),Hays Client,München,On-site,Contract,,R,German,,,16.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-quality-engineer-muenchen-853647/1,2026-02-27T10:42:13.588579+00:00
0,Test Engineer | Germany,hays,Data Engineer (m/w/d),Hays Client,Wiesbaden,On-site,Contract,,,German,,,04.06.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-data-engineer-wiesbaden-824308/1,2026-02-27T10:42:13.589139+00:00
0,Testingenieur | Germany,hays,Testingenieur Brems- und Pneumatiksysteme (m/w/d),Hays Client,Erlangen,On-site,Contract,,R,German,,,27.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-testingenieur-brems--und-pneumatiksysteme-erlangen-863797/1,2026-02-27T10:42:37.016737+00:00
0,Test Automation | Germany,hays,Versuchsingenieur (m/w/d),Hays Client,Aschaffenburg,On-site,Contract,,,German,,,27.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-versuchsingenieur-aschaffenburg-863728/1,2026-02-27T10:42:58.701378+00:00
0,Test Automation | Germany,hays,Technischer Angebotsmanager (m/w/d),Hays Client,Berlin,On-site,Contract,,,German,,,27.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-technischer-angebotsmanager-berlin-857493/1,2026-02-27T10:42:58.701680+00:00
0,Test Automation | Germany,hays,Finanzbuchhalter Schwerpunkt Kreditoren (m/w/d),Hays Client,Duisburg,On-site,Contract,,,German,,,24.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-finanzbuchhalter-schwerpunkt-kreditoren-duisburg-862726/1,2026-02-27T10:42:58.702198+00:00
0,Test Automation | Germany,hays,IT Security & Compliance Analyst  (m/w/d),Hays Client,Hamburg,On-site,Contract,,R,German,,,23.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-security-compliance-analyst--hamburg-862836/1,2026-02-27T10:42:58.702455+00:00
0,Test Automation | Germany,hays,Credit Analyst  (m/w/d),Hays Client,Bad Homburg,On-site,Contract,,R,German,,,18.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-credit-analyst--bad-homburg-862311/1,2026-02-27T10:42:58.703512+00:00
0,Test Automation | Germany,hays,Projektingenieur Elektrotechnik (m/w/d),Hays Client,Berlin,On-site,Contract,,R,German,,,13.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-projektingenieur-elektrotechnik-berlin-855405/1,2026-02-27T10:42:58.704034+00:00
0,Test Automation | Germany,hays,Automatisierungstechniker (m/w/d),Hays Client,Mecklenburg-Vorpomm.,On-site,Contract,,,German,,,07.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-automatisierungstechniker-mecklenburg-vorpomm-855676/1,2026-02-27T10:42:58.705039+00:00
0,Test Automation | Germany,hays,Abteilungsleiter chemisches Analyselabor (m/w/d),Hays Client,Hamburg,On-site,Contract,,"R, Head Of",German,,,03.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-abteilungsleiter-chemisches-analyselabor-hamburg-851945/1,2026-02-27T10:42:58.706067+00:00
0,Test Automation | Germany,hays,Elektriker für Automatisierungstechnik (m/w/d),Hays Client,Mannheim,On-site,Contract,,R,German,,,18.06.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-elektriker-fuer-automatisierungstechnik-mannheim-826448/1,2026-02-27T10:42:58.706313+00:00
0,Python Test | Germany,hays,Versicherungsmathematiker/in Leben (m/w/d),Hays Client,München,On-site,Contract,,R,German,,,26.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-versicherungsmathematiker-in-leben-muenchen-856545/1,2026-02-27T10:43:43.153363+00:00
14,Test Automation | Germany,solcom,Weitere Projekte,SOLCOM Client,Remote,Remote,Freelance,,"Freelancer, Expert, R",German,"Expert, Freelancer",,Recent,https://www.solcom.de/de/projektportal/projektangebote/programmierer-fuer-allen-bradley-im-studio-5000-von-rockwell-m-w-d-104551,2026-02-27T10:50:07.765301+00:00
0,Tester | Germany,solcom,Test- und Qua­li­täts­ma­nage­ment (m/w/d),SOLCOM Client,Remote,Remote,Freelance,,,German,,,Recent,https://www.solcom.de/de/projektportal/projektangebote/test-und-qualitaetsmanagement-m-w-d-104581,2026-02-27T10:45:58.303712+00:00
0,Test Engineer | Germany,solcom,"Se­ni­or Em­bed­ded Linux Soft­ware En­gi­neer (Yocto, C++14, ARM) (m/w/d)",SOLCOM Client,D8,On-site,Freelance,"Arm, C, C++",Linux,English,,,Recent,https://www.solcom.de/de/projektportal/projektangebote/senior-embedded-linux-software-engineer-yocto-c-14-arm-m-w-d-104586,2026-02-27T10:48:01.776036+00:00
0,Test Engineer | Germany,solcom,Re­qui­re­ment En­gi­nee­ring for CRA & Mi­gra­ti­on Pro­ject (m/w/d),SOLCOM Client,Remote,Remote,Freelance,,,English,,,Recent,https://www.solcom.de/de/projektportal/projektangebote/requirement-engineering-for-cra-migration-project-m-w-d-104575,2026-02-27T10:48:01.776155+00:00
44,Firmware Engineer | Poland,linkedin,Senior Software Test Engineer,Intellias,Poland,On-site,Full-time,,Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-software-test-engineer-at-intellias-4376574334,2026-02-27T10:38:19.246081+00:00
29,Testingenieur | USA,linkedin,Manufacturing Test Engineer,Intellectt Inc,"Skaneateles, NY",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manufacturing-test-engineer-at-intellectt-inc-4375715749,2026-02-27T10:36:53.797143+00:00
29,Python Test | USA,linkedin,Software QA Automation Engineer,Apple,"Cupertino, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-qa-automation-engineer-at-apple-4377658214,2026-02-27T10:38:00.007924+00:00
29,Python Test | USA,linkedin,Software Quality Engineer - Maps,Apple,"Cupertino, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-quality-engineer-maps-at-apple-4376956238,2026-02-27T10:38:00.008238+00:00
14,Tester | Slovakia,linkedin,Senior QA Automation Engineer (E2E Test Automation Engineer),Deutsche Telekom IT Solutions Slovakia,"Košice-Juh, Kosice, Slovakia",On-site,Full-time,Test Automation,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/senior-qa-automation-engineer-e2e-test-automation-engineer-at-deutsche-telekom-it-solutions-slovakia-4378638366,2026-02-27T10:35:40.744308+00:00
14,QA Engineer | Poland,linkedin,Senior QA Engineer,Pismo,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-qa-engineer-at-pismo-4377254103,2026-02-27T10:36:07.189729+00:00
14,QA Engineer | United Kingdom,linkedin,Senior QA Engineer,Huel,"Birmingham, England, United Kingdom",On-site,Full-time,,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-qa-engineer-at-huel-4376899550,2026-02-27T10:36:12.175639+00:00
14,Test Automation | Germany,linkedin,Test Automation Engineer,European Tech Recruit,"Dresden, Saxony, Germany",On-site,Full-time,"Ci/Cd, Python, Robot Framework, Test Automation","Senior, Grafana, Microservices, Junit, Gitlab, Testng, Restassured, Kubernetes, Prometheus, Devops",English,Senior,,Recent,https://de.linkedin.com/jobs/view/test-automation-engineer-at-european-tech-recruit-4377162087,2026-02-27T10:36:58.675275+00:00
14,Python Developer | Switzerland,linkedin,Senior Python Engineer 80-100%,Swiss Light Source,"Villigen, Aargau, Switzerland",Remote,Full-time,Python,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-python-engineer-80-100%25-at-swiss-light-source-4377024216,2026-02-27T10:37:25.595461+00:00
14,Python Developer | Switzerland,linkedin,Senior Python Engineer 80-100%,PSI Laboratory for Energy Systems Analysis (LEA),"Villigen, Aargau, Switzerland",Remote,Full-time,Python,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-python-engineer-80-100%25-at-psi-laboratory-for-energy-systems-analysis-lea-4375770956,2026-02-27T10:37:25.595866+00:00
14,Python Developer | Switzerland,linkedin,Software Engineer - Backend Lead (Python / C#),Manukai,"Zurich, Zurich, Switzerland",On-site,Full-time,"C, Python","Lead, C#",English,Lead,,Recent,https://ch.linkedin.com/jobs/view/software-engineer-backend-lead-python-c%23-at-manukai-4374568095,2026-02-27T10:37:25.596270+00:00
14,Python Developer | United Kingdom,linkedin,"Senior Python Engineer, £700/day (Outside IR35)",Manchester Digital,"Manchester, England, United Kingdom",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-python-engineer-%C2%A3700-day-outside-ir35-at-manchester-digital-4374314346,2026-02-27T10:37:40.509497+00:00
14,Python Test | Remote,linkedin,"Senior Python Engineer - AI Testing Project (Freelance, Mindrift)",Mindrift,"Berlin, Berlin, Germany",Remote,Contract,Python,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-python-engineer-ai-testing-project-freelance-mindrift-at-mindrift-4376549284,2026-02-27T10:37:50.222926+00:00
14,Python Test | Czech Republic,linkedin,Senior Quality Engineer,BD Nogales Norte,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,Senior,English,Senior,,Recent,https://do.linkedin.com/jobs/view/senior-quality-engineer-at-bd-nogales-norte-4378364739,2026-02-27T10:37:54.941529+00:00
14,Python Test | United Kingdom,linkedin,Senior QA Automation Engineer,OpenBet,"London, England, United Kingdom",On-site,Full-time,,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-qa-automation-engineer-at-openbet-4377278761,2026-02-27T10:38:02.469590+00:00
14,Firmware Engineer | Switzerland,linkedin,Senior Java Software Engineer (70 - 100%),Smart Energy Link AG,"Bern, Berne, Switzerland",Remote,Full-time,Java,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-java-software-engineer-70-100%25-at-smart-energy-link-ag-4376079445,2026-02-27T10:38:09.676808+00:00
14,Firmware Engineer | Switzerland,linkedin,Senior Software Engineer,Ripple,"Geneva, Geneva, Switzerland",On-site,Full-time,,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-software-engineer-at-ripple-4377610063,2026-02-27T10:38:09.677367+00:00
14,Firmware Engineer | Switzerland,linkedin,Staff Software Engineer,Ripple,"Geneva, Geneva, Switzerland",On-site,Full-time,,Staff,English,Staff,,Recent,https://ch.linkedin.com/jobs/view/staff-software-engineer-at-ripple-4375753615,2026-02-27T10:38:09.677628+00:00
14,Firmware Engineer | Czech Republic,linkedin,Senior Embedded Firmware Engineer - Remote - Latin America,FullStack,"San Pedro de Macorís, San Pedro de Macorís, Dominican Republic",Remote,Full-time,Firmware,Senior,English,Senior,,Recent,https://do.linkedin.com/jobs/view/senior-embedded-firmware-engineer-remote-latin-america-at-fullstack-4370568118,2026-02-27T10:38:16.781692+00:00
14,Firmware Engineer | Czech Republic,linkedin,Senior Embedded Firmware Engineer - Remote - Latin America,FullStack,"Santo Domingo Este, Santo Domingo, Dominican Republic",Remote,Full-time,Firmware,Senior,English,Senior,,Recent,https://do.linkedin.com/jobs/view/senior-embedded-firmware-engineer-remote-latin-america-at-fullstack-4370561266,2026-02-27T10:38:16.782126+00:00
14,Firmware Engineer | Czech Republic,linkedin,Senior Embedded Firmware Engineer - Remote - Latin America,FullStack,"Higüey, La Altagracia, Dominican Republic",Remote,Full-time,Firmware,Senior,English,Senior,,Recent,https://do.linkedin.com/jobs/view/senior-embedded-firmware-engineer-remote-latin-america-at-fullstack-4370568110,2026-02-27T10:38:16.782526+00:00
14,Firmware Engineer | United Kingdom,linkedin,Embedded Software Engineer,Purposeology,"City Of London, England, United Kingdom",Hybrid,Internship,"C, C++, Firmware, Rtos","Senior, Linux",English,Senior,,Recent,https://uk.linkedin.com/jobs/view/embedded-software-engineer-at-purposeology-4378658539,2026-02-27T10:38:24.324401+00:00
0,Tester | Germany,linkedin,(Junior) Software Tester / QA Engineer (f/m/d),ACCURIDS,"Cologne, North Rhine-Westphalia, Germany",Remote,Full-time,"Can, Test Automation","Regression Testing, Junior, R, Confluence, Jira, Linux",English,,,Recent,https://de.linkedin.com/jobs/view/junior-software-tester-qa-engineer-f-m-d-at-accurids-4375501947,2026-02-27T10:35:31.321926+00:00
0,Tester | Germany,linkedin,App-Tester  (m/w/d),clickworker,Germany,On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/app-tester-m-w-d-at-clickworker-4375907759,2026-02-27T10:35:31.322607+00:00
0,Tester | Austria,linkedin,Software Engineer in Test,Apprize Technology Solutions,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-engineer-in-test-at-apprize-technology-solutions-4374843694,2026-02-27T10:35:33.654762+00:00
0,Tester | Switzerland,linkedin,Professional Test Engineer (m/w/d) - Frontend & Backend (80%) (Ref.Nr.: 46233),Wavestone,"Bern, Berne, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/professional-test-engineer-m-w-d-frontend-backend-80%25-ref-nr-46233-at-wavestone-4375553622,2026-02-27T10:35:35.992406+00:00
0,Tester | Remote,linkedin,Test Case Engineer (m/w/d),citema systems GmbH,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-case-engineer-m-w-d-at-citema-systems-gmbh-4375507904,2026-02-27T10:35:38.358583+00:00
0,Tester | Remote,linkedin,Flight Test Quality Engineer (m/w/d),XTENDED ENGINEERING GMBH,"Munich, Bavaria, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/flight-test-quality-engineer-m-w-d-at-xtended-engineering-gmbh-4378393752,2026-02-27T10:35:38.358852+00:00
0,Tester | Czech Republic,linkedin,Líder Tester Automatizador TI,Banco Popular Dominicano,"Santo Domingo, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/l%C3%ADder-tester-automatizador-ti-at-banco-popular-dominicano-4375210809,2026-02-27T10:35:43.107539+00:00
0,Tester | Czech Republic,linkedin,Coordinator.MFG.Maintenance,Eaton,"Santiago de los Caballeros, Santiago, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/coordinator-mfg-maintenance-at-eaton-4375530633,2026-02-27T10:35:43.108263+00:00
0,Tester | Poland,linkedin,Junior Game Tester (FPS Player),8Bit - Games Industry Recruitment,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-game-tester-fps-player-at-8bit-games-industry-recruitment-4377829596,2026-02-27T10:35:45.493029+00:00
0,Tester | Poland,linkedin,Manual Tester,ipracujzdalnie.pl,"Poznań, Wielkopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-ipracujzdalnie-pl-4378376979,2026-02-27T10:35:45.493725+00:00
0,Tester | USA,linkedin,Game Tester,Haystack,"Philadelphia, PA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/game-tester-at-haystack-4377245752,2026-02-27T10:35:48.073238+00:00
0,Tester | USA,linkedin,[Entry Level] Software Tester,Lensa,"Bellevue, WA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/entry-level-software-tester-at-lensa-4378670996,2026-02-27T10:35:48.073412+00:00
0,Tester | USA,linkedin,[Entry Level] Software Tester,Lensa,"Plano, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/entry-level-software-tester-at-lensa-4378691026,2026-02-27T10:35:48.073559+00:00
0,Tester | USA,linkedin,Grain Grader,The Mennel Milling Company,"West Point, VA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/grain-grader-at-the-mennel-milling-company-4376435608,2026-02-27T10:35:48.073699+00:00
0,Tester | USA,linkedin,Game Tester,Haystack,"Casper, WY",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/game-tester-at-haystack-4377262167,2026-02-27T10:35:48.073833+00:00
0,Tester | USA,linkedin,Manual QA Analyst,Lensa,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manual-qa-analyst-at-lensa-4378680308,2026-02-27T10:35:48.073984+00:00
0,Tester | USA,linkedin,Remote Manual QA Tester,Lensa,"Hartford, CT",Remote,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/remote-manual-qa-tester-at-lensa-4378677401,2026-02-27T10:35:48.074113+00:00
0,Tester | USA,linkedin,Quality Assurance (QA) Tester - Appian,Groundswell,"Wisconsin, United States",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-qa-tester-appian-at-groundswell-4374535305,2026-02-27T10:35:48.074243+00:00
0,Tester | USA,linkedin,[Entry Level] Software Tester / Field Tester,Lensa,"Plano, TX",Remote,Contract,Can,Data Science,English,,,Recent,https://www.linkedin.com/jobs/view/entry-level-software-tester-field-tester-at-lensa-4378678354,2026-02-27T10:35:48.074498+00:00
0,Tester | United Kingdom,linkedin,Quality Engineer : Manual Software Testing (Hybrid),TipTopJob,"Durham, England, United Kingdom",Hybrid,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-engineer-manual-software-testing-hybrid-at-tiptopjob-4378665703,2026-02-27T10:35:50.508432+00:00
0,Tester | United Kingdom,linkedin,Software Test Engineer,hackajob,"Manchester, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-test-engineer-at-hackajob-4376008589,2026-02-27T10:35:50.508576+00:00
0,Tester | United Kingdom,linkedin,QA Tester Contract UK,Satalia,"London, England, United Kingdom",On-site,Contract,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-tester-contract-uk-at-satalia-4378043816,2026-02-27T10:35:50.509128+00:00
