relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Testingenieur | USA,linkedin,Test Engineer,Google,"Mountain View, CA",Remote,Internship,"Firmware, Test Automation",Lead,English,Lead,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-google-4434148716,2026-07-27T12:58:20.696860+00:00
0,Tester | Slovakia,linkedin,QA Automation & Data Analyst,ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-automation-data-analyst-at-eset-4442808030,2026-07-27T12:57:06.783014+00:00
0,Tester | Slovakia,linkedin,SW (Agile) Test Engineer (m/f/n),ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Agile,English,,,Recent,https://sk.linkedin.com/jobs/view/sw-agile-test-engineer-m-f-n-at-eset-4441547531,2026-07-27T12:57:06.783128+00:00
0,Tester | Slovakia,linkedin,Automation Tester,EUROWAG,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/automation-tester-at-eurowag-4435911434,2026-07-27T12:57:06.783246+00:00
0,Tester | Slovakia,linkedin,Test Engineer,Vertiv,"Nové Mesto nad Váhom, Trenciansky, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-engineer-at-vertiv-4430484432,2026-07-27T12:57:06.783359+00:00
0,Tester | Czech Republic,linkedin,QA Analyst (Software),Newtech S.R.L,"Distrito Nacional, Dominican Republic",On-site,Full-time,,R,English,,,Recent,https://do.linkedin.com/jobs/view/qa-analyst-software-at-newtech-s-r-l-4443931471,2026-07-27T12:57:09.135522+00:00
0,Tester | Czech Republic,linkedin,校招-GNSS测试工程师,GEESPACE,"アト・マジョール州, Hato Mayor, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/%E6%A0%A1%E6%8B%9B-gnss%E6%B5%8B%E8%AF%95%E5%B7%A5%E7%A8%8B%E5%B8%88-at-geespace-4438413597,2026-07-27T12:57:09.135684+00:00
0,Tester | Czech Republic,linkedin,QA Mobile Automation Engineer,Applaudo,Dominican Republic,Remote,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/qa-mobile-automation-engineer-at-applaudo-4440064887,2026-07-27T12:57:09.135813+00:00
0,Tester | Czech Republic,linkedin,QA Mobile Automation Engineer,Applaudo,"Santiago, Dominican Republic",Remote,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/qa-mobile-automation-engineer-at-applaudo-4440074564,2026-07-27T12:57:09.135929+00:00
0,Tester | Czech Republic,linkedin,Quality Assurance Engineer - Trabajo Remoto,BairesDev,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-assurance-engineer-trabajo-remoto-at-bairesdev-4442224546,2026-07-27T12:57:09.136037+00:00
0,Tester | Czech Republic,linkedin,Quality Automation Engineer,Flash,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-automation-engineer-at-flash-4415552554,2026-07-27T12:57:09.136149+00:00
0,Tester | Czech Republic,linkedin,Software Development Engineer in Test,Origami Risk,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-in-test-at-origami-risk-4390621348,2026-07-27T12:57:09.136257+00:00
0,Tester | Czech Republic,linkedin,AI QA Engineer (Agentic Testing),Applaudo,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ai-qa-engineer-agentic-testing-at-applaudo-4440855596,2026-07-27T12:57:09.136494+00:00
0,Tester | Poland,linkedin,Tester/Testerka,Benefit Systems SA,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-testerka-at-benefit-systems-sa-4432350872,2026-07-27T12:57:11.621308+00:00
0,Tester | Poland,linkedin,Test Specialist,Icotera,"Szczecin, Zachodniopomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-specialist-at-icotera-4434459727,2026-07-27T12:57:11.621566+00:00
0,Tester | Poland,linkedin,Manual Tester,Jit Team,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-jit-team-4441945903,2026-07-27T12:57:11.621701+00:00
0,Tester | Poland,linkedin,Manual Tester (f/m/x),Sii Poland,"Białystok, Podlaskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-f-m-x-at-sii-poland-4430289895,2026-07-27T12:57:11.621819+00:00
0,Tester | Poland,linkedin,Automation Tester,NATEK,Poznan Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/automation-tester-at-natek-4404993649,2026-07-27T12:57:11.621943+00:00
0,Tester | Poland,linkedin,Tester Manualny (K/M),Ideo Software,"Rzeszów, Podkarpackie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-manualny-k-m-at-ideo-software-4437788035,2026-07-27T12:57:11.622052+00:00
0,Tester | Poland,linkedin,Junior Manual Tester,Motorola Solutions,"Cracow, Małopolskie, Poland",On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-manual-tester-at-motorola-solutions-4435122301,2026-07-27T12:57:11.622166+00:00
0,Tester | Poland,linkedin,Tester manualny,BlueBinary.io,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-manualny-at-bluebinary-io-4441232103,2026-07-27T12:57:11.622278+00:00
0,Tester | Poland,linkedin,Manual Tester (f/m/x),Sii Poland,"Suwalki, Podlaskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-f-m-x-at-sii-poland-4430601770,2026-07-27T12:57:11.622392+00:00
0,Tester | USA,linkedin,Marine Product Tester,Navico Group,"Tulsa, OK",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/marine-product-tester-at-navico-group-4427196398,2026-07-27T12:57:14.150293+00:00
0,Tester | USA,linkedin,Manual Tester,Tata Consultancy Services,"Chaska, MN",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manual-tester-at-tata-consultancy-services-4444806149,2026-07-27T12:57:14.150437+00:00
0,Tester | USA,linkedin,Quality Assurance Analyst,AdvisorBOB,"Bozeman, MT",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-analyst-at-advisorbob-4437594172,2026-07-27T12:57:14.150554+00:00
0,Tester | USA,linkedin,Test Analyst,UST,"Aliso Viejo, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-analyst-at-ust-4436650287,2026-07-27T12:57:14.150693+00:00
0,Tester | USA,linkedin,Test Technician - QA,Comrise,"Las Vegas, NV",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-technician-qa-at-comrise-4444002332,2026-07-27T12:57:14.150813+00:00
0,Tester | USA,linkedin,API Tester,HTC Global Services,"Madison, WI",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/api-tester-at-htc-global-services-4438930904,2026-07-27T12:57:14.150926+00:00
0,Tester | USA,linkedin,Test Technician,Gather AI,Greater Pittsburgh Region,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-technician-at-gather-ai-4431278411,2026-07-27T12:57:14.151033+00:00
0,Tester | USA,linkedin,Test Technician,"Denken Solutions, Inc.","Las Vegas, NV",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-technician-at-denken-solutions-inc-4444041266,2026-07-27T12:57:14.151144+00:00
0,Tester | USA,linkedin,Quality Assurance Analyst,Zoot Enterprises,"Bozeman, MT",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-analyst-at-zoot-enterprises-4438121897,2026-07-27T12:57:14.151255+00:00
0,Tester | USA,linkedin,QA Tester,Opiniion Inc.,"Lehi, UT",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-tester-at-opiniion-inc-4444917493,2026-07-27T12:57:14.151364+00:00
0,Tester | United Kingdom,linkedin,Test Analyst,Noir,"Warwick, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-analyst-at-noir-4444961140,2026-07-27T12:57:16.654647+00:00
0,Tester | United Kingdom,linkedin,Automation Tester - Newcastle,Accenture,"Newcastle Upon Tyne, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/automation-tester-newcastle-at-accenture-4442630293,2026-07-27T12:57:16.654795+00:00
0,Tester | United Kingdom,linkedin,Automation Tester - Newcastle,Accenture UK & Ireland,"Newcastle Upon Tyne, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/automation-tester-newcastle-at-accenture-uk-ireland-4327989561,2026-07-27T12:57:16.654911+00:00
0,Tester | United Kingdom,linkedin,Software Tester,Rise Technical,"Newcastle Upon Tyne, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-tester-at-rise-technical-4441598437,2026-07-27T12:57:16.655031+00:00
0,Tester | United Kingdom,linkedin,Test Analyst,MYO Talent,"Daventry, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-analyst-at-myo-talent-4442140019,2026-07-27T12:57:16.655146+00:00
0,Tester | United Kingdom,linkedin,"Software Tester, Martech",bet365,"Stoke-On-Trent, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-tester-martech-at-bet365-4440025088,2026-07-27T12:57:16.655259+00:00
0,Tester | United Kingdom,linkedin,Test Engineer,Noir,"Bournemouth, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-noir-4444944924,2026-07-27T12:57:16.655380+00:00
0,Tester | United Kingdom,linkedin,Test Analyst,Legal & General,"Brighton And Hove, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-analyst-at-legal-general-4441984104,2026-07-27T12:57:16.655496+00:00
0,Tester | United Kingdom,linkedin,QA - Device Tester,Radius,"Crewe, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-device-tester-at-radius-4441648486,2026-07-27T12:57:16.655613+00:00
0,Tester | United Kingdom,linkedin,Product Tester,Zurich Insurance,"Fareham, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/product-tester-at-zurich-insurance-4443875557,2026-07-27T12:57:16.655746+00:00
0,QA Engineer | Germany,linkedin,QA Engineer (m/w/d),aconium GmbH,"Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-m-w-d-at-aconium-gmbh-4437660726,2026-07-27T12:57:19.118178+00:00
0,QA Engineer | Germany,linkedin,Quality Engineer,RepRisk,"Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-engineer-at-reprisk-4433669308,2026-07-27T12:57:19.118326+00:00
0,QA Engineer | Germany,linkedin,Quality Assurance Engineer,Quantum Machines,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-at-quantum-machines-4439443736,2026-07-27T12:57:19.118502+00:00
0,QA Engineer | Germany,linkedin,QA Engineer (w/m/x) AI Infrastructure,FAST LTA,"Munich, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-w-m-x-ai-infrastructure-at-fast-lta-4433651534,2026-07-27T12:57:19.118635+00:00
0,QA Engineer | Germany,linkedin,QA Engineer (m/w/d),Instaffo,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-m-w-d-at-instaffo-4404303652,2026-07-27T12:57:19.118760+00:00
0,QA Engineer | Germany,linkedin,Software Quality Assurance / QA Engineer (m/w/d),Advancis Software & Services,"Langen, Hesse, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-quality-assurance-qa-engineer-m-w-d-at-advancis-software-services-4438497645,2026-07-27T12:57:19.118875+00:00
0,QA Engineer | Germany,linkedin,Software Test Engineer (m/w/d),CTS EVENTIM AG & Co. KGaA,"Bremen, Bremen, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-test-engineer-m-w-d-at-cts-eventim-ag-co-kgaa-4436344124,2026-07-27T12:57:19.118990+00:00
0,QA Engineer | Germany,linkedin,Software Test Engineer (m/f/d),EVOMOTIV,"Ulm, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-test-engineer-m-f-d-at-evomotiv-4444354111,2026-07-27T12:57:19.119097+00:00
0,QA Engineer | Germany,linkedin,Software Test Engineer (m/w/d),CTS EVENTIM AG & Co. KGaA,"Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-test-engineer-m-w-d-at-cts-eventim-ag-co-kgaa-4436331468,2026-07-27T12:57:19.119209+00:00
0,QA Engineer | Germany,linkedin,Quality Assurance Engineer (m/f/d),Yalwa GmbH,"Wiesbaden, Hesse, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-m-f-d-at-yalwa-gmbh-4440395938,2026-07-27T12:57:19.119317+00:00
0,QA Engineer | Austria,linkedin,Quality Engineer,Trayport,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/quality-engineer-at-trayport-4399977766,2026-07-27T12:57:21.612726+00:00
0,QA Engineer | Austria,linkedin,Software Quality Engineer (m/w/d),KNAPP,"Hart bei Graz, Styria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-quality-engineer-m-w-d-at-knapp-4440760445,2026-07-27T12:57:21.612879+00:00
0,QA Engineer | Austria,linkedin,QA Engineer (m/w/d),Axess,"Anif, Salzburg, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-m-w-d-at-axess-4439980548,2026-07-27T12:57:21.613240+00:00
0,QA Engineer | Austria,linkedin,Software Test Engineer (w/m/d),Bachmann electronic GmbH,"Feldkirch, Vorarlberg, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-test-engineer-w-m-d-at-bachmann-electronic-gmbh-4444429315,2026-07-27T12:57:21.613470+00:00
0,QA Engineer | Austria,linkedin,Verification Engineer (m/w/d),Dedalus,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/verification-engineer-m-w-d-at-dedalus-4377260704,2026-07-27T12:57:21.613712+00:00
0,QA Engineer | Austria,linkedin,Test & Validation Engineer (m/w/d),S.I.E,"Lustenau, Vorarlberg, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/test-validation-engineer-m-w-d-at-s-i-e-4443499778,2026-07-27T12:57:21.613830+00:00
0,QA Engineer | Switzerland,linkedin,Software Quality Assurance Engineer,WEDO,"Fribourg, Fribourg, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-quality-assurance-engineer-at-wedo-4438646954,2026-07-27T12:57:24.124784+00:00
0,QA Engineer | Switzerland,linkedin,Test engineer,Qim info,"Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-at-qim-info-4432756480,2026-07-27T12:57:24.125045+00:00
0,QA Engineer | Switzerland,linkedin,QA Engineer – eBanking (Private Banking / Wealth Management),UBP - Union Bancaire Privée,"Geneva, Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-engineer-%E2%80%93-ebanking-private-banking-wealth-management-at-ubp-union-bancaire-priv%C3%A9e-4442101947,2026-07-27T12:57:24.125157+00:00
0,QA Engineer | Switzerland,linkedin,Software Test & Validation Engineer,Harmattan AI,"Lausanne, Vaud, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-test-validation-engineer-at-harmattan-ai-4398385941,2026-07-27T12:57:24.125275+00:00
0,QA Engineer | Switzerland,linkedin,QA Engineer Ebanking,Talan,"Genève, Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-engineer-ebanking-at-talan-4440580773,2026-07-27T12:57:24.125386+00:00
0,QA Engineer | Switzerland,linkedin,Software Test Engineer (Verification and Validation),Solenix,"Basel, Basel, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-test-engineer-verification-and-validation-at-solenix-4443870125,2026-07-27T12:57:24.125501+00:00
0,QA Engineer | Switzerland,linkedin,Ingénieur tests/Ingénieure tests,API SA,"Lausanne, Vaud, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/ing%C3%A9nieur-tests-ing%C3%A9nieure-tests-at-api-sa-4443364648,2026-07-27T12:57:24.125615+00:00
0,QA Engineer | Switzerland,linkedin,Test Automation Engineer / Testingenieur (M/W),Expleo Group,"Bern, Berne, Switzerland",On-site,Full-time,Test Automation,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-automation-engineer-testingenieur-m-w-at-expleo-group-4425699516,2026-07-27T12:57:24.125747+00:00
0,QA Engineer | Slovakia,linkedin,Quality Assurance Engineer,Swiss Re,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/quality-assurance-engineer-at-swiss-re-4442045150,2026-07-27T12:57:29.020190+00:00
0,QA Engineer | Slovakia,linkedin,Experienced Test Automation Engineer,Accenture na Slovensku,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Test Automation,,English,,,Recent,https://sk.linkedin.com/jobs/view/experienced-test-automation-engineer-at-accenture-na-slovensku-4439873951,2026-07-27T12:57:29.020425+00:00
0,QA Engineer | Slovakia,linkedin,Test Automation Engineer,Avenga,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Test Automation,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-automation-engineer-at-avenga-4331424496,2026-07-27T12:57:29.020696+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Engineer II,Integer Holdings Corporation,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-engineer-ii-at-integer-holdings-corporation-4414629902,2026-07-27T12:57:31.448651+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Engineer II-2,Integer Holdings Corporation,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-engineer-ii-2-at-integer-holdings-corporation-4414630897,2026-07-27T12:57:31.448884+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Engineer,PCS Wireless,"Praderas del Este, Santo Domingo, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-engineer-at-pcs-wireless-4437323183,2026-07-27T12:57:31.448996+00:00
0,QA Engineer | Czech Republic,linkedin,Complaints Engineer I,Convatec,"San Cristóbal, San Cristóbal, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/complaints-engineer-i-at-convatec-4442789598,2026-07-27T12:57:31.449107+00:00
0,QA Engineer | Poland,linkedin,QA ENGINEER,Workai,"Białystok, Podlaskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-at-workai-4437630094,2026-07-27T12:57:33.922645+00:00
0,QA Engineer | Poland,linkedin,QA Engineer | Payment Integrations,paytech,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-payment-integrations-at-paytech-4443791895,2026-07-27T12:57:33.922806+00:00
0,QA Engineer | Poland,linkedin,QA Engineer,Luxoft,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-at-luxoft-4441986313,2026-07-27T12:57:33.922931+00:00
0,QA Engineer | Poland,linkedin,QA Engineer,SINGU,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-at-singu-4437863832,2026-07-27T12:57:33.923044+00:00
0,QA Engineer | Poland,linkedin,Quality Assurance Engineer (QA),Tickmill,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/quality-assurance-engineer-qa-at-tickmill-4385011025,2026-07-27T12:57:33.923159+00:00
0,QA Engineer | Poland,linkedin,Test Engineer for system verification project- Tieto Tech Consulting (m/f/d),Tieto,"Szczecin, Zachodniopomorskie, Poland",On-site,Contract,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-for-system-verification-project-tieto-tech-consulting-m-f-d-at-tieto-4435138061,2026-07-27T12:57:33.923271+00:00
0,QA Engineer | Poland,linkedin,Software Quality Engineer,Luxoft,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-quality-engineer-at-luxoft-4438195056,2026-07-27T12:57:33.923382+00:00
0,QA Engineer | Poland,linkedin,QA Engineer,Luxoft Poland,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-at-luxoft-poland-4441978997,2026-07-27T12:57:33.923496+00:00
0,QA Engineer | Poland,linkedin,QA Engineer (m/f/d),Aras Corporation,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-m-f-d-at-aras-corporation-4434729551,2026-07-27T12:57:33.923606+00:00
0,QA Engineer | Poland,linkedin,Software Quality Intelligence Engineer,Logitech,Cracow Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-quality-intelligence-engineer-at-logitech-4444498147,2026-07-27T12:57:33.925352+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer (On-Site),iWorQ Systems,"Logan, UT",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-on-site-at-iworq-systems-4435475356,2026-07-27T12:57:36.397468+00:00
0,QA Engineer | USA,linkedin,QA Engineer,Exacta Systems,"Austin, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-at-exacta-systems-4382210948,2026-07-27T12:57:36.397611+00:00
0,QA Engineer | USA,linkedin,QA Engineer,Boom,"Austin, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-at-boom-4413360961,2026-07-27T12:57:36.397743+00:00
0,QA Engineer | USA,linkedin,QA Automation Engineer,Guidehouse,"San Antonio, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-automation-engineer-at-guidehouse-4433336789,2026-07-27T12:57:36.397857+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Automation Engineer,Guidehouse,"San Antonio, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-guidehouse-4433344570,2026-07-27T12:57:36.397971+00:00
0,QA Engineer | USA,linkedin,QA Testing Engineer - Device Connectivity,Getinge,"Streetsboro, OH",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-testing-engineer-device-connectivity-at-getinge-4432268851,2026-07-27T12:57:36.398084+00:00
0,QA Engineer | USA,linkedin,Quality Engineer,Biorce,"Austin, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-engineer-at-biorce-4433936150,2026-07-27T12:57:36.398195+00:00
0,QA Engineer | USA,linkedin,Test Engineer,Accenture Federal Services,"San Antonio, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-accenture-federal-services-4441600504,2026-07-27T12:57:36.398420+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer,Tandem Talent Ltd,"Portland, OR",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-tandem-talent-ltd-4441072014,2026-07-27T12:57:36.398534+00:00
0,QA Engineer | United Kingdom,linkedin,Test Engineer,Scrumconnect Consulting,"Newcastle Upon Tyne, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-scrumconnect-consulting-4431916946,2026-07-27T12:57:38.865899+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer (Automation and Manual),UMA,"Halifax, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-automation-and-manual-at-uma-4438617281,2026-07-27T12:57:38.866042+00:00
0,QA Engineer | United Kingdom,linkedin,QAOps Engineer,Symphony,"Belfast, Northern Ireland, United Kingdom",On-site,Full-time,"C, Ci/Cd, Github Actions, Java, Javascript, Jenkins, Playwright, Python, Robot Framework, Selenium, Test Automation, Typescript","Azure, Devops, Gcp, Groovy, C#, Jira, Postman, Aws, Docker, Github",English,,,Recent,https://uk.linkedin.com/jobs/view/qaops-engineer-at-symphony-4429539001,2026-07-27T12:57:38.866164+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Engineer,Aberdeen,"Edinburgh, Scotland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-engineer-at-aberdeen-4443562556,2026-07-27T12:57:38.866278+00:00
0,QA Engineer | United Kingdom,linkedin,Test Engineer,Ronald James Group,"Newcastle Upon Tyne, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-ronald-james-group-4435447347,2026-07-27T12:57:38.866386+00:00
0,QA Engineer | United Kingdom,linkedin,Test Automation Engineer,Version 1,"Newcastle Upon Tyne, England, United Kingdom",On-site,Full-time,Test Automation,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-automation-engineer-at-version-1-4421957655,2026-07-27T12:57:38.866495+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer,Indra Group UK & Ireland,"Bournemouth, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-at-indra-group-uk-ireland-4445200049,2026-07-27T12:57:38.866601+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer,Reassured,"Basingstoke, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-at-reassured-4442818255,2026-07-27T12:57:38.866725+00:00
0,QA Engineer | United Kingdom,linkedin,Test Automation Engineer,Version 1,"Edinburgh, Scotland, United Kingdom",On-site,Full-time,Test Automation,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-automation-engineer-at-version-1-4421944780,2026-07-27T12:57:38.866843+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer II (AI-Powered),Planet DDS,"Glasgow, Scotland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-ii-ai-powered-at-planet-dds-4387899796,2026-07-27T12:57:38.866952+00:00
