relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Firmware Engineer | Switzerland,linkedin,"Senior Software Developer, Embedded Systems/Firmware",Google,"Zurich, Zurich, Switzerland",Remote,Contract,"C, C++, Embedded Systems, Firmware","Lead, Senior",English,"Lead, Senior",,Recent,https://ch.linkedin.com/jobs/view/senior-software-developer-embedded-systems-firmware-at-google-4425226864,2026-06-18T13:37:15.770049+00:00
14,Firmware Engineer | United Kingdom,linkedin,"Senior Software Engineer - Embedded, C++",Roku,"Cambridge, England, United Kingdom",On-site,Full-time,"C, C++",Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-software-engineer-embedded-c%2B%2B-at-roku-4426342355,2026-06-18T13:37:30.636811+00:00
0,Tester | Germany,linkedin,Software Engineer in Test (Berlin),Cresta,"Berlin, Berlin, Germany",On-site,Contract,"Ai Agents, Can, Ci/Cd, Playwright, Typescript","Cypress, Grafana, Manual Testing, Datadog",English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-in-test-berlin-at-cresta-4343158227,2026-06-18T13:34:35.425937+00:00
0,Tester | Germany,linkedin,QA-Tester,TillerStack,Berlin Metropolitan Area,Remote,Internship,"Playwright, Selenium, Test Automation","Postman, Kanban, Scrum, Manual Testing, Agile",English,,,Recent,https://de.linkedin.com/jobs/view/qa-tester-at-tillerstack-4420433657,2026-06-18T13:34:35.426127+00:00
0,Tester | Germany,linkedin,Software Tester (m/w/d),TIMOCOM,"Erkrath, North Rhine-Westphalia, Germany",Remote,Internship,"Ci/Cd, Javascript, Playwright, Test Automation, Typescript","Safe, Scrum, Regression Testing, Gitlab, R",German,,,Recent,https://de.linkedin.com/jobs/view/software-tester-m-w-d-at-timocom-4429102242,2026-06-18T13:34:35.426415+00:00
0,Tester | Germany,linkedin,QA Engineer / Test Specialist (m/f/d),IPOINT,"Reutlingen, Baden-Württemberg, Germany",Remote,Full-time,"C, Can, Ci/Cd, Integration Testing, Java, Playwright, System Testing, Unit Testing","Jira, Sql, C#, Agile, Gitlab",English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-test-specialist-m-f-d-at-ipoint-4418461196,2026-06-18T13:34:35.426545+00:00
0,Tester | Germany,linkedin,Test Engineer,Amoria Bond,"Upper Palatinate, Bavaria, Germany",On-site,Internship,"C, Javascript","Intern, Sql, R",German,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-at-amoria-bond-4414013819,2026-06-18T13:34:35.426678+00:00
0,Tester | Germany,linkedin,Tester for a car voice assistant project - English (Australian) speaker,TSMG Holding,"Munich, Bavaria, Germany",On-site,Contract,Can,Project Manager,English,,,Recent,https://de.linkedin.com/jobs/view/tester-for-a-car-voice-assistant-project-english-australian-speaker-at-tsmg-holding-4428111072,2026-06-18T13:34:35.426807+00:00
0,Tester | Germany,linkedin,Manual Tester - 6 months project in Europe,Bertrandt Group,"Baden-Württemberg, Germany",On-site,Contract,,,English,,,Recent,https://de.linkedin.com/jobs/view/manual-tester-6-months-project-in-europe-at-bertrandt-group-4429063135,2026-06-18T13:34:35.426937+00:00
0,Tester | Germany,linkedin,App-Tester  (m/w/d),clickworker,Germany,Remote,Internship,,R,German,,,Recent,https://de.linkedin.com/jobs/view/app-tester-m-w-d-at-clickworker-4417622173,2026-06-18T13:34:35.427075+00:00
0,Tester | Germany,linkedin,Tester for a car voice assistant project -  English (GB) speaker,TSMG Holding,"Stuttgart, Baden-Württemberg, Germany",On-site,Contract,,,English,,,Recent,https://de.linkedin.com/jobs/view/tester-for-a-car-voice-assistant-project-english-gb-speaker-at-tsmg-holding-4428112084,2026-06-18T13:34:35.427203+00:00
0,Tester | Austria,linkedin,Software Tester @ hello again GmbH,DEVjobs,"Linz, Upper Austria, Austria",Remote,Internship,"Javascript, Python, Selenium, Test Automation","Kanban, React, Scrum, Appium, Agile, Bdd",English,,,Recent,https://at.linkedin.com/jobs/view/software-tester-%40-hello-again-gmbh-at-devjobs-4429022938,2026-06-18T13:34:37.834253+00:00
0,Tester | Austria,linkedin,Tester:in,ACTIVE SOLUTION GmbH,"Vienna, Austria",On-site,Full-time,"Playwright, Selenium, Test Automation","Cypress, Kanban, Scrum, Agile, R",German,,,Recent,https://at.linkedin.com/jobs/view/tester-in-at-active-solution-gmbh-4419853054,2026-06-18T13:34:37.834422+00:00
0,Tester | Austria,linkedin,Software Tester,FB Consulting & Trade GmbH,"Vienna, Austria",Remote,Contract,"Selenium, Test Automation","Jira, Kanban, Azure, Scrum, Appium, Devops, Agile",English,,,Recent,https://at.linkedin.com/jobs/view/software-tester-at-fb-consulting-trade-gmbh-4426929771,2026-06-18T13:34:37.834933+00:00
0,Tester | Austria,linkedin,Software Tester (f/m/d),GE HealthCare,"Vöcklamarkt, Upper Austria, Austria",Remote,Contract,Integration Testing,"Entry-Level, Associate, R",German,,,Recent,https://at.linkedin.com/jobs/view/software-tester-f-m-d-at-ge-healthcare-4416658855,2026-06-18T13:34:37.835155+00:00
0,Tester | Austria,linkedin,Test Engineer (all genders),Lam Research,"Villach, Carinthia, Austria",Remote,Internship,Python,Assembly,English,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-all-genders-at-lam-research-4415913911,2026-06-18T13:34:37.835301+00:00
0,Tester | Austria,linkedin,Test Engineer (all genders),Lam Research,"Villach, Carinthia, Austria",Remote,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-all-genders-at-lam-research-4419148898,2026-06-18T13:34:37.835557+00:00
0,Tester | Switzerland,linkedin,Manual Tester (UAV Software),Destinus,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/manual-tester-uav-software-at-destinus-4420432644,2026-06-18T13:34:40.262044+00:00
0,Tester | Switzerland,linkedin,Test Engineer (AI),Sixsentix,"Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-ai-at-sixsentix-4417933662,2026-06-18T13:34:40.262208+00:00
0,Tester | Switzerland,linkedin,Software Development Engineer (Test),MPower Plus,"Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-development-engineer-test-at-mpower-plus-4427957443,2026-06-18T13:34:40.262388+00:00
0,Tester | Switzerland,linkedin,Responsable tests,MGI Consultants,"Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/responsable-tests-at-mgi-consultants-4426225978,2026-06-18T13:34:40.262524+00:00
0,Tester | Switzerland,linkedin,Field Test Engineer,E-Solutions,"Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/field-test-engineer-at-e-solutions-4426314041,2026-06-18T13:34:40.262653+00:00
0,Tester | Switzerland,linkedin,STANDARD APPLICATION TESTER,Zensar Technologies,"Geneva, Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/standard-application-tester-at-zensar-technologies-4426128077,2026-06-18T13:34:40.262780+00:00
0,Tester | Switzerland,linkedin,Test Engineer (80 - 100%),ABB,"Quartino, Ticino, Switzerland",Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-80-100%25-at-abb-4426313094,2026-06-18T13:34:40.262907+00:00
0,Tester | Switzerland,linkedin,Test Engineer,Transgourmet/Prodega Schweiz,"Berne, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-at-transgourmet-prodega-schweiz-4416174543,2026-06-18T13:34:40.263043+00:00
0,Tester | Switzerland,linkedin,Tester industriale elettronico,jobcourier.ch,"Lugano, Ticino, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/tester-industriale-elettronico-at-jobcourier-ch-4428416406,2026-06-18T13:34:40.263172+00:00
0,Tester | Switzerland,linkedin,QA & Support Engineer,Typewise,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-support-engineer-at-typewise-4428425341,2026-06-18T13:34:40.263294+00:00
0,Tester | Remote,linkedin,Quality Assurance Engineer (m/w/d),ISO-Gruppe,Greater Nuremberg Metropolitan Area,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-m-w-d-at-iso-gruppe-4423000322,2026-06-18T13:34:42.679920+00:00
0,Tester | Remote,linkedin,Test Automation Engineer (5 months-limited),Bragi,Germany,Remote,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/test-automation-engineer-5-months-limited-at-bragi-4413615264,2026-06-18T13:34:42.680069+00:00
0,Tester | Remote,linkedin,IT-Tester (m/w/d),emagine,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/it-tester-m-w-d-at-emagine-4427495945,2026-06-18T13:34:42.680202+00:00
0,Tester | Remote,linkedin,Test Engineer,FormFactor Inc.,"Thiendorf, Saxony, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-at-formfactor-inc-4414702828,2026-06-18T13:34:42.680333+00:00
0,Tester | Remote,linkedin,AI-First QA Engineer (Quality & Test Automation) (m/f/d),EverReal,Germany,Remote,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/ai-first-qa-engineer-quality-test-automation-m-f-d-at-everreal-4429249279,2026-06-18T13:34:42.680453+00:00
0,Tester | Remote,linkedin,Penetration Tester | Upto $2150 Part-time,Mercor,"Berlin, Berlin, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/penetration-tester-upto-%242150-part-time-at-mercor-4424281692,2026-06-18T13:34:42.680583+00:00
0,Tester | Remote,linkedin,Software Tester - Fokus Testautomatisierung - remote (w/m/d),Dr. Klein Privatkunden AG,Germany,Remote,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/software-tester-fokus-testautomatisierung-remote-w-m-d-at-dr-klein-privatkunden-ag-4427362229,2026-06-18T13:34:42.680707+00:00
0,Tester | Remote,linkedin,Test Automation Engineer (m/w/d),Randstad,Germany,Remote,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/test-automation-engineer-m-w-d-at-randstad-4413684699,2026-06-18T13:34:42.680833+00:00
0,Tester | Remote,linkedin,Software Engineer in Test,Dataiku,Berlin Metropolitan Area,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-in-test-at-dataiku-4426396942,2026-06-18T13:34:42.680963+00:00
0,Tester | Slovakia,linkedin,Manual QA Tester,Descartes Systems Group,"Žilina, Zilina, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/manual-qa-tester-at-descartes-systems-group-4382115365,2026-06-18T13:34:45.122322+00:00
0,Tester | Slovakia,linkedin,Agile Test Engineer (m/f/n),ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Agile,English,,,Recent,https://sk.linkedin.com/jobs/view/agile-test-engineer-m-f-n-at-eset-4403248690,2026-06-18T13:34:45.122610+00:00
0,Tester | Slovakia,linkedin,Agile Test Engineer (m/f/n),ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Agile,English,,,Recent,https://sk.linkedin.com/jobs/view/agile-test-engineer-m-f-n-at-eset-4405185637,2026-06-18T13:34:45.122737+00:00
0,Tester | Slovakia,linkedin,Agile Test Engineer (m/f/n),ESET,"Košice, Kosice, Slovakia",On-site,Full-time,,Agile,English,,,Recent,https://sk.linkedin.com/jobs/view/agile-test-engineer-m-f-n-at-eset-4405175696,2026-06-18T13:34:45.122866+00:00
0,Tester | Slovakia,linkedin,Integration Tester,Avenga,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/integration-tester-at-avenga-4331424497,2026-06-18T13:34:45.122998+00:00
0,Tester | Slovakia,linkedin,Software Test Engineer,Descartes Systems Group,"Žilina, Zilina, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-test-engineer-at-descartes-systems-group-4346477958,2026-06-18T13:34:45.123141+00:00
0,Tester | Slovakia,linkedin,Test Automation Engineer,Avenga,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Test Automation,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-automation-engineer-at-avenga-4331424496,2026-06-18T13:34:45.123276+00:00
0,Tester | Slovakia,linkedin,Junior Test Automation Engineer,IBM,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Test Automation,Junior,English,,,Recent,https://sk.linkedin.com/jobs/view/junior-test-automation-engineer-at-ibm-4426834882,2026-06-18T13:34:45.123405+00:00
0,Tester | Czech Republic,linkedin,Soporte Tecnico en Electronica,Tu Empleo RD,"Santo Domingo Este, Santo Domingo, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/soporte-tecnico-en-electronica-at-tu-empleo-rd-4429961844,2026-06-18T13:34:47.528128+00:00
0,Tester | Czech Republic,linkedin,Líder Tester Automatizador TI,Banco Popular Dominicano,"Santo Domingo, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/l%C3%ADder-tester-automatizador-ti-at-banco-popular-dominicano-4401626588,2026-06-18T13:34:47.528316+00:00
0,Tester | Czech Republic,linkedin,Software Development Engineer in Test (SDET),Flash,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-in-test-sdet-at-flash-4391531625,2026-06-18T13:34:47.528456+00:00
0,Tester | Czech Republic,linkedin,Software Development Engineer in Test,Origami Risk,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-in-test-at-origami-risk-4390621348,2026-06-18T13:34:47.528588+00:00
0,Tester | Czech Republic,linkedin,Quality Automation Engineer,Flash,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-automation-engineer-at-flash-4415552554,2026-06-18T13:34:47.528714+00:00
0,Tester | Czech Republic,linkedin,Tecnico Electronico,Eaton,"Bajos de Haina, San Cristóbal, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/tecnico-electronico-at-eaton-4417943824,2026-06-18T13:34:47.528970+00:00
0,Tester | Czech Republic,linkedin,Quality Inspector I,Integer Holdings Corporation,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-inspector-i-at-integer-holdings-corporation-4420626486,2026-06-18T13:34:47.529247+00:00
0,Tester | Czech Republic,linkedin,Quality Inspector I,Integer Holdings Corporation,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-inspector-i-at-integer-holdings-corporation-4420620684,2026-06-18T13:34:47.529374+00:00
0,Tester | Poland,linkedin,Junior Manual Tester (Student) / Junior Manual Testerka (Studentka),Humanit,"Wrocław, Dolnośląskie, Poland",On-site,Internship,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-manual-tester-student-junior-manual-testerka-studentka-at-humanit-4422466178,2026-06-18T13:34:49.923052+00:00
0,Tester | Poland,linkedin,Manual tester (bankowość),Altkom Software,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-bankowo%C5%9B%C4%87-at-altkom-software-4427964156,2026-06-18T13:34:49.923227+00:00
0,Tester | Poland,linkedin,Intermediate Test Engineer - OP02160,Dev.Pro,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/intermediate-test-engineer-op02160-at-dev-pro-4426757479,2026-06-18T13:34:49.923417+00:00
0,Tester | Poland,linkedin,Tester Manualny,ithouse.co,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-manualny-at-ithouse-co-4428833459,2026-06-18T13:34:49.923559+00:00
0,Tester | Poland,linkedin,Software Engineer in Test,ByteHire,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-in-test-at-bytehire-4408816306,2026-06-18T13:34:49.923686+00:00
0,Tester | Poland,linkedin,Tester,Integral Solutions - Data & AI,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-at-integral-solutions-data-ai-4425485640,2026-06-18T13:34:49.923813+00:00
0,Tester | Poland,linkedin,QA Test Engineer,Jit Team,"Gdańsk, Pomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-test-engineer-at-jit-team-4429931038,2026-06-18T13:34:49.923939+00:00
0,Tester | Poland,linkedin,Manual QA -  Mobile App Performance Test,Upwork,"Wysokie Mazowieckie, Podlaskie, Poland",Remote,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-qa-mobile-app-performance-test-at-upwork-4423677049,2026-06-18T13:34:49.924178+00:00
0,Tester | Poland,linkedin,Tester/Support Engineer,ALGOTEQUE Innovation Hub,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-support-engineer-at-algoteque-innovation-hub-4428003978,2026-06-18T13:34:49.924390+00:00
0,Tester | Poland,linkedin,"Tester Ferryt (He, She) -",Astek,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-ferryt-he-she-at-astek-4417061676,2026-06-18T13:34:49.924577+00:00
0,Tester | USA,linkedin,Game Tester | $20/hr Remote,Crossing Hurdles,United States,Remote,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/game-tester-%2420-hr-remote-at-crossing-hurdles-4427707771,2026-06-18T13:34:52.483038+00:00
0,Tester | USA,linkedin,Game QA Tester | $14/hr Remote,Crossing Hurdles,United States,Remote,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/game-qa-tester-%2414-hr-remote-at-crossing-hurdles-4427276624,2026-06-18T13:34:52.483197+00:00
0,Tester | USA,linkedin,Junior Software Tester,Brooksource,"Columbus, Ohio Metropolitan Area",On-site,Full-time,,Junior,English,,,Recent,https://www.linkedin.com/jobs/view/junior-software-tester-at-brooksource-4414128825,2026-06-18T13:34:52.483332+00:00
0,Tester | USA,linkedin,Software Engineer in Test,Ascendion,"Irvine, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-in-test-at-ascendion-4428068404,2026-06-18T13:34:52.483484+00:00
0,Tester | USA,linkedin,Functional Tester,Softtek,"Miami, FL",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/functional-tester-at-softtek-4422036571,2026-06-18T13:34:52.483612+00:00
0,Tester | USA,linkedin,QA Tester,KellyMitchell Group,"Gresham, OR",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-tester-at-kellymitchell-group-4380367886,2026-06-18T13:34:52.483746+00:00
0,Tester | USA,linkedin,Video Game Tester (On-Site),Testronic,"Kenner, LA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/video-game-tester-on-site-at-testronic-4421809303,2026-06-18T13:34:52.483877+00:00
0,Tester | USA,linkedin,Tester,Tech Observer,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/tester-at-tech-observer-4427809014,2026-06-18T13:34:52.484021+00:00
0,Tester | USA,linkedin,Entry-level Software Tester - $15/hr - Clemson,Eleos Technologies,"Clemson, SC",On-site,Full-time,,Entry-Level,English,,,Recent,https://www.linkedin.com/jobs/view/entry-level-software-tester-%2415-hr-clemson-at-eleos-technologies-4422296137,2026-06-18T13:34:52.484168+00:00
0,Tester | United Kingdom,linkedin,Game Tester | $20/hr Remote,Crossing Hurdles,United Kingdom,Remote,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/game-tester-%2420-hr-remote-at-crossing-hurdles-4427720025,2026-06-18T13:34:54.988205+00:00
0,Tester | United Kingdom,linkedin,Game QA Tester | $14/hr Remote,Crossing Hurdles,United Kingdom,Remote,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/game-qa-tester-%2414-hr-remote-at-crossing-hurdles-4427281555,2026-06-18T13:34:54.988367+00:00
0,Tester | United Kingdom,linkedin,Software Tester - Playwright - REMOTE - £50k,Venchr,"Manchester Area, United Kingdom",Remote,Full-time,Playwright,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-tester-playwright-remote-%C2%A350k-at-venchr-4426615319,2026-06-18T13:34:54.988500+00:00
0,Tester | United Kingdom,linkedin,Game Tester,Hyra,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/game-tester-at-hyra-4430407783,2026-06-18T13:34:54.988633+00:00
0,Tester | United Kingdom,linkedin,Software Development Engineer in Test,MLabs,United Kingdom,On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-development-engineer-in-test-at-mlabs-4421692539,2026-06-18T13:34:54.988764+00:00
0,Tester | United Kingdom,linkedin,Remote Game Tester & Survey Taker – Immediate Start (No Experience) - Freecash,Jobster,"Milton Keynes, England, United Kingdom",Remote,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/remote-game-tester-survey-taker-%E2%80%93-immediate-start-no-experience-freecash-at-jobster-4429298257,2026-06-18T13:34:54.988894+00:00
0,Tester | United Kingdom,linkedin,Remote Game Tester & Survey Taker – Immediate Start (No Experience) - Freecash,Jobster,"Belfast, Northern Ireland, United Kingdom",Remote,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/remote-game-tester-survey-taker-%E2%80%93-immediate-start-no-experience-freecash-at-jobster-4429505540,2026-06-18T13:34:54.989042+00:00
0,Tester | United Kingdom,linkedin,Remote Game Tester & Survey Taker – Immediate Start (No Experience) - Freecash,Jobster,"Watford, England, United Kingdom",Remote,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/remote-game-tester-survey-taker-%E2%80%93-immediate-start-no-experience-freecash-at-jobster-4429285738,2026-06-18T13:34:54.989175+00:00
0,Tester | United Kingdom,linkedin,Test Engineer,IXICO,"London Area, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-ixico-4426499196,2026-06-18T13:34:54.989299+00:00
0,QA Engineer | Germany,linkedin,QA Engineer (all),mediaire,"Berlin, Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-all-at-mediaire-4425787139,2026-06-18T13:34:57.415805+00:00
0,QA Engineer | Germany,linkedin,QA Automation Engineer,Jobgether,Germany,On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-automation-engineer-at-jobgether-4428065625,2026-06-18T13:34:57.415927+00:00
0,QA Engineer | Germany,linkedin,"Manual Quality Assurance Engineer, SIMBA Team",Speechify,Germany,On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/manual-quality-assurance-engineer-simba-team-at-speechify-4427151885,2026-06-18T13:34:57.416062+00:00
0,QA Engineer | Austria,linkedin,QA Automation Engineer,Jobgether,Austria,On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-automation-engineer-at-jobgether-4428085197,2026-06-18T13:34:59.831294+00:00
0,QA Engineer | Austria,linkedin,Test Engineer (all genders),Lam Research,"Villach, Carinthia, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-all-genders-at-lam-research-4428714676,2026-06-18T13:34:59.831594+00:00
0,QA Engineer | Austria,linkedin,Quality Assurance Engineer,ENPULSION,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/quality-assurance-engineer-at-enpulsion-4424569545,2026-06-18T13:34:59.831721+00:00
0,QA Engineer | Austria,linkedin,Test Automation Engineer,STEINER-HITECH GmbH,"Vienna, Austria",On-site,Full-time,Test Automation,,English,,,Recent,https://at.linkedin.com/jobs/view/test-automation-engineer-at-steiner-hitech-gmbh-4419853621,2026-06-18T13:34:59.831974+00:00
0,QA Engineer | Austria,linkedin,Quality Assurance Engineer,TeamViewer,"Linz, Upper Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/quality-assurance-engineer-at-teamviewer-4429915028,2026-06-18T13:34:59.832246+00:00
0,QA Engineer | Austria,linkedin,"Engineer I, QA - (m/f/d) Part-time 50% (19.25 hours/week)",Thermo Fisher Scientific,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/engineer-i-qa-m-f-d-part-time-50%25-19-25-hours-week-at-thermo-fisher-scientific-4422278300,2026-06-18T13:34:59.832370+00:00
0,QA Engineer | Austria,linkedin,Quality Assurance Engineer (m/w/d),Miba Group,"Roitham, Upper Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/quality-assurance-engineer-m-w-d-at-miba-group-4422958807,2026-06-18T13:34:59.832500+00:00
0,QA Engineer | Switzerland,linkedin,Quality Assurance Engineer,Destinus,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/quality-assurance-engineer-at-destinus-4429903025,2026-06-18T13:35:02.256739+00:00
0,QA Engineer | Switzerland,linkedin,QA Automation Engineer,Jobgether,Switzerland,On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-automation-engineer-at-jobgether-4428074245,2026-06-18T13:35:02.256990+00:00
0,QA Engineer | Switzerland,linkedin,Quality Assurance Engineer - 882014/1,Hays,"Emmen, Lucerne, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/quality-assurance-engineer-882014-1-at-hays-4430411427,2026-06-18T13:35:02.257136+00:00
0,QA Engineer | Switzerland,linkedin,QA Engineer – Mobile Testing,Specialized Bicycle Components,"Cham, Zug, Switzerland",Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-engineer-%E2%80%93-mobile-testing-at-specialized-bicycle-components-4419855030,2026-06-18T13:35:02.257381+00:00
0,QA Engineer | Switzerland,linkedin,QA qualification engineer,agap2 Switzerland,"Basel, Basel, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-qualification-engineer-at-agap2-switzerland-4426466894,2026-06-18T13:35:02.257518+00:00
0,QA Engineer | Remote,linkedin,"Backend QA Engineer, Berlin",Air Apps,Berlin Metropolitan Area,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/backend-qa-engineer-berlin-at-air-apps-4430123175,2026-06-18T13:35:04.661159+00:00
0,QA Engineer | Remote,linkedin,Backend QA Engineer,Air Apps,"Munich, Bavaria, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/backend-qa-engineer-at-air-apps-4430124129,2026-06-18T13:35:04.661286+00:00
0,QA Engineer | Slovakia,linkedin,QA Engineer,localhost.company,"Košice, Kosice, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-engineer-at-localhost-company-4417973917,2026-06-18T13:35:07.094395+00:00
0,QA Engineer | Slovakia,linkedin,QA Engineer (Hybrid set up),Swiss Re,"Bratislava, Bratislava, Slovakia",Hybrid,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-engineer-hybrid-set-up-at-swiss-re-4409358923,2026-06-18T13:35:07.094706+00:00
