relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Test Engineer | Poland,linkedin,Senior Manual Test Engineer,Intellias,"Cracow, Małopolskie, Poland",On-site,Full-time,,Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-manual-test-engineer-at-intellias-4400208624,2026-04-23T11:15:16.310421+00:00
0,Tester | Germany,linkedin,QA Manual Tester (all genders),JustPlay,"Grünwald, Bavaria, Germany",Remote,Contract,,"Agile, Regression Testing, Jira",English,,,Recent,https://de.linkedin.com/jobs/view/qa-manual-tester-all-genders-at-justplay-4405231895,2026-04-23T11:14:16.586804+00:00
0,Tester | Germany,linkedin,QA Tester (f/m/d),justDice,"Hamburg, Hamburg, Germany",Remote,Full-time,Test Automation,"Rest Api, React, Manual Testing, Agile",English,,,Recent,https://de.linkedin.com/jobs/view/qa-tester-f-m-d-at-justdice-4399957213,2026-04-23T11:14:16.586982+00:00
0,Tester | Germany,linkedin,Software Tester (m/w/d),Bizerba,"Balingen, Baden-Württemberg, Germany",Hybrid,Full-time,Test Automation,"Linux, R",German,,,Recent,https://de.linkedin.com/jobs/view/software-tester-m-w-d-at-bizerba-4369545776,2026-04-23T11:14:16.587142+00:00
0,Tester | Germany,linkedin,"Flight Test Engineer (UAV) - Up to $85,000",Attis,"Munich, Bavaria, Germany",On-site,Full-time,Can,Mil,English,,,Recent,https://de.linkedin.com/jobs/view/flight-test-engineer-uav-up-to-%2485-000-at-attis-4404556883,2026-04-23T11:14:16.587508+00:00
0,Tester | Germany,linkedin,QA Manager / Software Tester (all genders),JAKALA,"Hamburg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-manager-software-tester-all-genders-at-jakala-4399528710,2026-04-23T11:14:16.587675+00:00
0,Tester | Germany,linkedin,Software Test Engineer (m/w/d) – Banking (ID: 22230),Da Vinci Engineering GmbH,"Münster, North Rhine-Westphalia, Germany",On-site,Internship,,"Postman, Kanban, Confluence, R, Scrum, Jira, Associate",German,,,Recent,https://de.linkedin.com/jobs/view/software-test-engineer-m-w-d-%E2%80%93-banking-id-22230-at-da-vinci-engineering-gmbh-4387968513,2026-04-23T11:14:16.587834+00:00
0,Tester | Germany,linkedin,Software Tester (all genders),NFON AG,Germany,On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-tester-all-genders-at-nfon-ag-4400814228,2026-04-23T11:14:16.588155+00:00
0,Tester | Austria,linkedin,Software Test Engineer @ eurofunk Kappacher GmbH,DEVjobs,Austria,Remote,Full-time,,"Confluence, Cypress, Jira, Agile, Git",English,,,Recent,https://at.linkedin.com/jobs/view/software-test-engineer-%40-eurofunk-kappacher-gmbh-at-devjobs-4404739187,2026-04-23T11:14:19.031902+00:00
0,Tester | Austria,linkedin,Test & System Engineer,Akkodis,"Vienna, Austria",Remote,Internship,,,German,,,Recent,https://at.linkedin.com/jobs/view/test-system-engineer-at-akkodis-4389195188,2026-04-23T11:14:19.032454+00:00
0,Tester | Austria,linkedin,QA Engineer (m/w/d),Yorizon Cloud,"Vienna, Austria",Remote,Internship,"Ci/Cd, Test Automation","Devops, R, Agile",German,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-m-w-d-at-yorizon-cloud-4398273672,2026-04-23T11:14:19.032617+00:00
0,Tester | Austria,linkedin,Software Test Engineer & Documentation Writer (w/m/d),Delegate Group,"Vienna, Vienna, Austria",On-site,Full-time,"Ci/Cd, Continuous Testing, Playwright, Selenium, Test Automation","Devops, Azure, Microservices, Oracle, Kanban, Sql Server, Docker, R, Sql, Scrum",German,,,Recent,https://at.linkedin.com/jobs/view/software-test-engineer-documentation-writer-w-m-d-at-delegate-group-4397840018,2026-04-23T11:14:19.032773+00:00
0,Tester | Austria,linkedin,SOFTWARE TEST ENGINEER (m/w/d),Instaffo,"Linz, Upper Austria, Austria",On-site,Full-time,,"Confluence, Cypress, R, Jira, Git",German,,,Recent,https://at.linkedin.com/jobs/view/software-test-engineer-m-w-d-at-instaffo-4383810713,2026-04-23T11:14:19.033251+00:00
0,Tester | Austria,linkedin,Production Test Automation Engineer (m/w/d),Vusion,"Fernitz-Mellach, Styria, Austria",Remote,Contract,"Python, Test Automation",Safe,English,,,Recent,https://at.linkedin.com/jobs/view/production-test-automation-engineer-m-w-d-at-vusion-4404740123,2026-04-23T11:14:19.033435+00:00
0,Tester | Switzerland,linkedin,Test Engineer (AI),Sixsentix,"Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-ai-at-sixsentix-4392275860,2026-04-23T11:14:21.428377+00:00
0,Tester | Switzerland,linkedin,Software Test Engineer,Delvitech SA,"Mendrisio, Ticino, Switzerland",On-site,Internship,"Go, Python, Spi","Linux, R, Manual Testing, Jira",English,,,Recent,https://ch.linkedin.com/jobs/view/software-test-engineer-at-delvitech-sa-4401967400,2026-04-23T11:14:21.428601+00:00
0,Tester | Switzerland,linkedin,Test Engineer Manual Testing | Bern,INACTA,"Bern, Berne, Switzerland",On-site,Full-time,,Manual Testing,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-manual-testing-bern-at-inacta-4402927246,2026-04-23T11:14:21.428771+00:00
0,Tester | Switzerland,linkedin,Software Test Engineer,Hays,"Vaud, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-test-engineer-at-hays-4401040924,2026-04-23T11:14:21.428944+00:00
0,Tester | Switzerland,linkedin,Software Test Automation Engineer - Talent/Junior,Infometis,"Zurich, Zurich, Switzerland",On-site,Full-time,Test Automation,Junior,English,,,Recent,https://ch.linkedin.com/jobs/view/software-test-automation-engineer-talent-junior-at-infometis-4401602433,2026-04-23T11:14:21.429260+00:00
0,Tester | Switzerland,linkedin,Field Test Engineer,L&T Technology Services,"Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/field-test-engineer-at-l-t-technology-services-4396300119,2026-04-23T11:14:21.429442+00:00
0,Tester | Switzerland,linkedin,Software Test Automation Engineer,AYES - Management & Technology Consulting,Switzerland,On-site,Full-time,Test Automation,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-test-automation-engineer-at-ayes-management-technology-consulting-4383801077,2026-04-23T11:14:21.429610+00:00
0,Tester | Switzerland,linkedin,Test Engineer/Technician,Keysight Technologies,"Zurich, Switzerland",On-site,Full-time,"C, Can, Python","Matlab, R, Manual Testing",English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-technician-at-keysight-technologies-4400811222,2026-04-23T11:14:21.429765+00:00
0,Tester | Switzerland,linkedin,Test Engineer (ASAP),Ivy Partners,"Bern, Berne, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-asap-at-ivy-partners-4392939196,2026-04-23T11:14:21.429918+00:00
0,Tester | Remote,linkedin,App-Tester  (m/w/d),clickworker,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/app-tester-m-w-d-at-clickworker-4394071756,2026-04-23T11:14:23.880571+00:00
0,Tester | Remote,linkedin,Test Engineer (m/w/d),OC Development GmbH,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-m-w-d-at-oc-development-gmbh-4399552075,2026-04-23T11:14:23.880741+00:00
0,Tester | Remote,linkedin,Quality Assurance Test Engineer (m/f/d),LimeSurvey GmbH,"Hamburg, Hamburg, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-test-engineer-m-f-d-at-limesurvey-gmbh-4402472199,2026-04-23T11:14:23.880905+00:00
0,Tester | Remote,linkedin,Test Engineer (all genders),DEVELOGIC - Subsea Technology,"Hamburg, Hamburg, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-all-genders-at-develogic-subsea-technology-4402395253,2026-04-23T11:14:23.881214+00:00
0,Tester | Remote,linkedin,QA Software Test Engineer Code Review - Remote,YO IT Consulting,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-software-test-engineer-code-review-remote-at-yo-it-consulting-4395435649,2026-04-23T11:14:23.881368+00:00
0,Tester | Remote,linkedin,Test Engineer (all genders),DEVELOGIC - Subsea Technology,"Hamburg, Hamburg, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-all-genders-at-develogic-subsea-technology-4404817504,2026-04-23T11:14:23.881553+00:00
0,Tester | Slovakia,linkedin,Manual QA Tester,Descartes Systems Group,"Žilina, Zilina, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/manual-qa-tester-at-descartes-systems-group-4382115365,2026-04-23T11:14:26.329981+00:00
0,Tester | Slovakia,linkedin,QA Software Test Engineer Code Review - Remote,YO IT Consulting,Slovakia,Remote,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-software-test-engineer-code-review-remote-at-yo-it-consulting-4395438616,2026-04-23T11:14:26.330269+00:00
0,Tester | Slovakia,linkedin,Test Engineer,Multitude,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-engineer-at-multitude-4379037173,2026-04-23T11:14:26.330462+00:00
0,Tester | Slovakia,linkedin,Test engineer,Magna International,"Kechnec, Kosice, Slovakia",On-site,Internship,,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-engineer-at-magna-international-4219197667,2026-04-23T11:14:26.330631+00:00
0,Tester | Slovakia,linkedin,Test engineer-1,Magna International,"Kechnec, Kosice, Slovakia",On-site,Internship,,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-engineer-1-at-magna-international-4284413507,2026-04-23T11:14:26.330791+00:00
0,Tester | Slovakia,linkedin,Agile Test Engineer,ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Agile,English,,,Recent,https://sk.linkedin.com/jobs/view/agile-test-engineer-at-eset-4375989657,2026-04-23T11:14:26.330955+00:00
0,Tester | Slovakia,linkedin,Medior Agile Tester,ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Agile,English,,,Recent,https://sk.linkedin.com/jobs/view/medior-agile-tester-at-eset-4374813990,2026-04-23T11:14:26.331110+00:00
0,Tester | Slovakia,linkedin,Software Test Engineer,Solar Turbines,"Košice, Kosice, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-test-engineer-at-solar-turbines-4405606726,2026-04-23T11:14:26.331265+00:00
0,Tester | Slovakia,linkedin,Test Engineer (m/f/d),Brose Slovakia,"Prievidza, Trenciansky, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-engineer-m-f-d-at-brose-slovakia-4402472552,2026-04-23T11:14:26.331456+00:00
0,Tester | Slovakia,linkedin,Test Engineer,Magna International,"Kechnec, Kosice, Slovakia",On-site,Internship,,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-engineer-at-magna-international-4394620575,2026-04-23T11:14:26.331626+00:00
0,Tester | Czech Republic,linkedin,Software Quality Assurance Tester / R + D - Remote Work,BairesDev,"Santo Domingo, Dominican Republic",Remote,Full-time,,R,English,,,Recent,https://do.linkedin.com/jobs/view/software-quality-assurance-tester-r-%2B-d-remote-work-at-bairesdev-4403631332,2026-04-23T11:14:28.917113+00:00
0,Tester | Czech Republic,linkedin,Líder Tester Automatizador TI,Banco Popular Dominicano,"Santo Domingo, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/l%C3%ADder-tester-automatizador-ti-at-banco-popular-dominicano-4401626588,2026-04-23T11:14:28.917305+00:00
0,Tester | Czech Republic,linkedin,Test Engineer,Eaton,"Bajos de Haina, San Cristóbal, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/test-engineer-at-eaton-4353191207,2026-04-23T11:14:28.917507+00:00
0,Tester | Czech Republic,linkedin,Software Development Engineer in Test - Remote Work,BairesDev,"Santo Domingo, Dominican Republic",Remote,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-in-test-remote-work-at-bairesdev-4403993677,2026-04-23T11:14:28.917673+00:00
0,Tester | Czech Republic,linkedin,Software Development Engineer in Test (SDET),Flash,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-in-test-sdet-at-flash-4391531625,2026-04-23T11:14:28.917825+00:00
0,Tester | Czech Republic,linkedin,Test Software Automation Engineer,Honeywell Aerospace Technologies,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/test-software-automation-engineer-at-honeywell-aerospace-technologies-4398572111,2026-04-23T11:14:28.917984+00:00
0,Tester | Czech Republic,linkedin,Software Development Engineer in Test,Origami Risk,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-in-test-at-origami-risk-4390621348,2026-04-23T11:14:28.918137+00:00
0,Tester | Czech Republic,linkedin,Electricista Industrial - Santo Domingo Norte,GROW Management Consulting,"Los Mina Norte, Santo Domingo, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/electricista-industrial-santo-domingo-norte-at-grow-management-consulting-4404459275,2026-04-23T11:14:28.918632+00:00
0,Tester | Poland,linkedin,Manual Tester,Jit Team,"Gdynia, Pomorskie, Poland",Remote,Contract,Java,"Rest Api, Postman, Aws, Sql, Manual Testing, Jira, Scrum",English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-jit-team-4403442183,2026-04-23T11:14:31.422376+00:00
0,Tester | Poland,linkedin,Manual Tester,Jit Team,"Gdańsk, Pomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-jit-team-4389792115,2026-04-23T11:14:31.422594+00:00
0,Tester | Poland,linkedin,Manual Tester,Jit Team,"Gdańsk, Pomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-jit-team-4404941000,2026-04-23T11:14:31.422774+00:00
0,Tester | Poland,linkedin,Junior Test Specialist/QA Engineer (f/m),Netcompany,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-test-specialist-qa-engineer-f-m-at-netcompany-4388072621,2026-04-23T11:14:31.422950+00:00
0,Tester | Poland,linkedin,Software Test Engineer,Rho,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-test-engineer-at-rho-4308483608,2026-04-23T11:14:31.423121+00:00
0,Tester | Poland,linkedin,Manual tester,Cloudity,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-cloudity-4399402067,2026-04-23T11:14:31.423282+00:00
0,Tester | Poland,linkedin,QA Tester/ QA Testerka,ALVO Medical,"Śmigiel, Wielkopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-tester-qa-testerka-at-alvo-medical-4389782625,2026-04-23T11:14:31.423467+00:00
0,Tester | Poland,linkedin,Junior Test Engineer,GRYFTEC Embedded Systems Sp. z o.o.,"Szczecin, Zachodniopomorskie, Poland",On-site,Full-time,Embedded Systems,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-test-engineer-at-gryftec-embedded-systems-sp-z-o-o-4404338934,2026-04-23T11:14:31.423640+00:00
0,Tester | Poland,linkedin,Test Engineer,CGI,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-at-cgi-4389250087,2026-04-23T11:14:31.423799+00:00
0,Tester | Poland,linkedin,"Tester / Testerka  - Wroclaw (Dolnośląskie), Polska",Astek,Wroclaw Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-testerka-wroclaw-dolno%C5%9Bl%C4%85skie-polska-at-astek-4358055143,2026-04-23T11:14:31.423964+00:00
0,Tester | USA,linkedin,Manual Quality Assurance Tester,Creyos,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manual-quality-assurance-tester-at-creyos-4405430426,2026-04-23T11:14:34.059287+00:00
0,Tester | USA,linkedin,QA Manual Tester,Kaizen Analytix,"Chicago, IL",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-manual-tester-at-kaizen-analytix-4392759522,2026-04-23T11:14:34.059499+00:00
0,Tester | USA,linkedin,Manual QA Tester,Kforce Inc,"Spring, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manual-qa-tester-at-kforce-inc-4399294724,2026-04-23T11:14:34.059667+00:00
0,Tester | USA,linkedin,Software Manual Tester,Kforce Inc,"Tampa, FL",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-manual-tester-at-kforce-inc-4400564771,2026-04-23T11:14:34.059826+00:00
0,Tester | USA,linkedin,Manual Tester,Kforce Inc,"San Antonio, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manual-tester-at-kforce-inc-4405448676,2026-04-23T11:14:34.059983+00:00
0,Tester | USA,linkedin,Test Engineer,XP Power,"High Bridge, NJ",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-xp-power-4404586764,2026-04-23T11:14:34.060135+00:00
0,Tester | USA,linkedin,Software Test (QA) Engineer,The Mechanical Licensing Collective,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-test-qa-engineer-at-the-mechanical-licensing-collective-4405268012,2026-04-23T11:14:34.060290+00:00
0,Tester | USA,linkedin,Quality Assurance Manual Tester,Kforce Inc,"Milpitas, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-manual-tester-at-kforce-inc-4403467689,2026-04-23T11:14:34.060479+00:00
0,Tester | USA,linkedin,Software Manual QA Tester (5505),NextPath Workforce Solutions,"Tampa, FL",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-manual-qa-tester-5505-at-nextpath-workforce-solutions-4402733229,2026-04-23T11:14:34.060644+00:00
0,Tester | USA,linkedin,Application Tester,Electrosoft,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/application-tester-at-electrosoft-4399400097,2026-04-23T11:14:34.060803+00:00
0,Tester | United Kingdom,linkedin,Quality Control - Software Tester,The Despatch Company,United Kingdom,On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-control-software-tester-at-the-despatch-company-4395328415,2026-04-23T11:14:36.508244+00:00
0,Tester | United Kingdom,linkedin,Junior Tester,Guinness World Records,"London Area, United Kingdom",On-site,Full-time,,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-tester-at-guinness-world-records-4402932538,2026-04-23T11:14:36.508450+00:00
0,Tester | United Kingdom,linkedin,Test Engineer,Fuse Energy,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-fuse-energy-4403466880,2026-04-23T11:14:36.508615+00:00
0,Tester | United Kingdom,linkedin,QA Tester,CONDUCTR,"Manchester Area, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-tester-at-conductr-4398468603,2026-04-23T11:14:36.508773+00:00
0,Tester | United Kingdom,linkedin,Software Test Engineer,AJ Bell,"Manchester, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-test-engineer-at-aj-bell-4402877766,2026-04-23T11:14:36.508933+00:00
0,Tester | United Kingdom,linkedin,Jr. Quality Assurance Tester,"NewWave Telecom & Technologies, Inc.","Northern Ireland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/jr-quality-assurance-tester-at-newwave-telecom-technologies-inc-4400673315,2026-04-23T11:14:36.509085+00:00
0,Tester | United Kingdom,linkedin,Manual Tester Mid- Level  ( 12 month FTC / Imed start ),Sparta Global,"London Area, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/manual-tester-mid-level-12-month-ftc-imed-start-at-sparta-global-4398222721,2026-04-23T11:14:36.509237+00:00
0,Tester | United Kingdom,linkedin,Junior Software Test Engineer,targetjobs UK,"London, England, United Kingdom",On-site,Full-time,,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-software-test-engineer-at-targetjobs-uk-4396385475,2026-04-23T11:14:36.509391+00:00
0,Tester | United Kingdom,linkedin,QA test engineer,SchemeServe,United Kingdom,On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-test-engineer-at-schemeserve-4405244784,2026-04-23T11:14:36.509566+00:00
0,QA Engineer | Germany,linkedin,QA Engineer,Westernacher Solutions,"Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-at-westernacher-solutions-4401930906,2026-04-23T11:14:38.974241+00:00
0,QA Engineer | Germany,linkedin,QA Engineer,COLIBRIX ONE,"Berlin, Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-at-colibrix-one-4393513659,2026-04-23T11:14:38.974424+00:00
0,QA Engineer | Germany,linkedin,Quality Assurance Engineer,Jacobian,"Munich, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-at-jacobian-4404835620,2026-04-23T11:14:38.974582+00:00
0,QA Engineer | Germany,linkedin,QA Engineer (w/m/d),Westernacher Solutions,"Heidelberg, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-w-m-d-at-westernacher-solutions-4349803462,2026-04-23T11:14:38.974737+00:00
0,QA Engineer | Germany,linkedin,Junior QA Engineer (w/m/d),HUMANOO,"Berlin, Berlin, Germany",On-site,Full-time,,Junior,English,,,Recent,https://de.linkedin.com/jobs/view/junior-qa-engineer-w-m-d-at-humanoo-4400822850,2026-04-23T11:14:38.974891+00:00
0,QA Engineer | Germany,linkedin,Quality Assurance Engineer (m/w/d),ISO-Gruppe,Greater Nuremberg Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-m-w-d-at-iso-gruppe-4358570111,2026-04-23T11:14:38.975044+00:00
0,QA Engineer | Germany,linkedin,QA Engineer,Almedia,"Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-at-almedia-4339366784,2026-04-23T11:14:38.975196+00:00
0,QA Engineer | Germany,linkedin,Quality Assurance Engineer (f/m/d),Renesas Electronics,"Nabern, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-f-m-d-at-renesas-electronics-4389742869,2026-04-23T11:14:38.975350+00:00
0,QA Engineer | Austria,linkedin,QA Engineer,ComeOn Group,"Graz, Styria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-at-comeon-group-4405262760,2026-04-23T11:14:41.472492+00:00
0,QA Engineer | Austria,linkedin,Software Quality Engineer,Ketryx,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-quality-engineer-at-ketryx-4308973953,2026-04-23T11:14:41.472681+00:00
0,QA Engineer | Austria,linkedin,Electrical QA/QC Engineer,Designer Group,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/electrical-qa-qc-engineer-at-designer-group-4399875580,2026-04-23T11:14:41.473005+00:00
0,QA Engineer | Austria,linkedin,QA & Verifications Engineer,Jobgether,Austria,On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-verifications-engineer-at-jobgether-4402362085,2026-04-23T11:14:41.473496+00:00
0,QA Engineer | Austria,linkedin,QA Engineer (42304),CoolPeople,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-42304-at-coolpeople-4399283352,2026-04-23T11:14:41.473655+00:00
0,QA Engineer | Austria,linkedin,Quality Assurance Engineer,ENPULSION,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/quality-assurance-engineer-at-enpulsion-4390134808,2026-04-23T11:14:41.473963+00:00
0,QA Engineer | Switzerland,linkedin,Junior QA Engineer,Virtusan,Switzerland,On-site,Full-time,,Junior,English,,,Recent,https://ch.linkedin.com/jobs/view/junior-qa-engineer-at-virtusan-4399737068,2026-04-23T11:14:44.162970+00:00
0,QA Engineer | Switzerland,linkedin,Junior QA MSAT engineer (m/f/x),EFOR,"Bern, Berne, Switzerland",On-site,Full-time,,Junior,English,,,Recent,https://ch.linkedin.com/jobs/view/junior-qa-msat-engineer-m-f-x-at-efor-4397601042,2026-04-23T11:14:44.163162+00:00
0,QA Engineer | Switzerland,linkedin,Test Automation Engineer,ITech Consult AG,"Zug, Switzerland",On-site,Full-time,Test Automation,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-automation-engineer-at-itech-consult-ag-4403944543,2026-04-23T11:14:44.163322+00:00
0,QA Engineer | Switzerland,linkedin,Quality Assurance Engineer,Hays,"Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/quality-assurance-engineer-at-hays-4401309075,2026-04-23T11:14:44.163827+00:00
0,QA Engineer | Switzerland,linkedin,QA Engineer,qiibee,Switzerland,On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-engineer-at-qiibee-4398410016,2026-04-23T11:14:44.163979+00:00
0,QA Engineer | Remote,linkedin,QA Automation Engineer,Air Apps,Berlin Metropolitan Area,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-automation-engineer-at-air-apps-4403567932,2026-04-23T11:14:46.595655+00:00
0,QA Engineer | Remote,linkedin,QA Engineer (Remote),Jobs Ai,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-remote-at-jobs-ai-4405608173,2026-04-23T11:14:46.596121+00:00
0,QA Engineer | Remote,linkedin,"Backend QA Engineer, Berlin",Air Apps,Berlin Metropolitan Area,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/backend-qa-engineer-berlin-at-air-apps-4405430319,2026-04-23T11:14:46.596619+00:00
0,QA Engineer | Slovakia,linkedin,Quality Assurance Engineer,Touch4IT,Bratislava Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/quality-assurance-engineer-at-touch4it-4404411314,2026-04-23T11:14:49.047419+00:00
0,QA Engineer | Slovakia,linkedin,Quality Assurance Engineer,"NESS KE, s.r.o.","Kosice, Slovakia",On-site,Full-time,,R,English,,,Recent,https://sk.linkedin.com/jobs/view/quality-assurance-engineer-at-ness-ke-s-r-o-4399546808,2026-04-23T11:14:49.047780+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Assurance Engineer - Remote Work,BairesDev,Dominican Republic,Remote,Full-time,,"Sql, Mysql",English,,,Recent,https://do.linkedin.com/jobs/view/quality-assurance-engineer-remote-work-at-bairesdev-4404228098,2026-04-23T11:14:51.675134+00:00
