relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Python Test | Switzerland,linkedin,"Senior Software Engineer, Network System Validation",NVIDIA,"Zurich, Zurich, Switzerland",On-site,Full-time,,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-software-engineer-network-system-validation-at-nvidia-4464143614,2026-09-10T14:11:45.938159+00:00
14,Python Developer | Austria,linkedin,Senior Python Developer,DL Remote,"Klagenfurt, Carinthia, Austria",Remote,Full-time,Python,Senior,English,Senior,,Recent,https://at.linkedin.com/jobs/view/senior-python-developer-at-dl-remote-4464154720,2026-09-10T14:11:21.570305+00:00
14,Python Developer | Austria,linkedin,Senior Developer:in (m/w/d),Ubitec GmbH,"Linz, Upper Austria, Austria",On-site,Full-time,,Senior,English,Senior,,Recent,https://at.linkedin.com/jobs/view/senior-developer-in-m-w-d-at-ubitec-gmbh-4452221250,2026-09-10T14:11:21.570627+00:00
14,Python Developer | Austria,linkedin,Senior Backend Engineer (f/m/d),Formunauts,"Vienna, Austria",On-site,Full-time,,Senior,English,Senior,,Recent,https://at.linkedin.com/jobs/view/senior-backend-engineer-f-m-d-at-formunauts-4454752815,2026-09-10T14:11:21.570927+00:00
14,Python Developer | Austria,linkedin,Senior Full Stack Developer,Enery,"Vienna, Austria",On-site,Full-time,,Senior,English,Senior,,Recent,https://at.linkedin.com/jobs/view/senior-full-stack-developer-at-enery-4461058779,2026-09-10T14:11:21.571262+00:00
14,Python Developer | Austria,linkedin,Senior Backend Engineer,Enery,"Vienna, Austria",On-site,Full-time,,Senior,English,Senior,,Recent,https://at.linkedin.com/jobs/view/senior-backend-engineer-at-enery-4461227406,2026-09-10T14:11:21.571577+00:00
14,Python Developer | Switzerland,linkedin,Python Developer (Mid/Senior),Sphynx,"Zug, Zug, Switzerland",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/python-developer-mid-senior-at-sphynx-4457310172,2026-09-10T14:11:24.020604+00:00
14,Python Developer | Switzerland,linkedin,Senior Python Full Stack Developer,SCOR,"Zurich, Zurich, Switzerland",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-python-full-stack-developer-at-scor-4460319597,2026-09-10T14:11:24.020754+00:00
14,Python Developer | Switzerland,linkedin,Senior Software Engineer,Duferco,"Lugano, Ticino, Switzerland",On-site,Full-time,,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-software-engineer-at-duferco-4450343201,2026-09-10T14:11:24.021368+00:00
14,Python Developer | Slovakia,linkedin,Senior Python Software Engineer,EPAM Systems,Slovakia,On-site,Full-time,Python,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/senior-python-software-engineer-at-epam-systems-4461918524,2026-09-10T14:11:28.825979+00:00
14,Python Developer | Slovakia,linkedin,Lead Software Engineer - Python,Caterpillar Inc.,"Košice, Kosice, Slovakia",On-site,Full-time,Python,Lead,English,Lead,,Recent,https://sk.linkedin.com/jobs/view/lead-software-engineer-python-at-caterpillar-inc-4414609673,2026-09-10T14:11:28.826725+00:00
14,Python Developer | Slovakia,linkedin,Senior Python Developer (with GenAI),EPAM Systems,Slovakia,On-site,Full-time,Python,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/senior-python-developer-with-genai-at-epam-systems-4461917581,2026-09-10T14:11:28.827043+00:00
14,Python Developer | Slovakia,linkedin,Principal Python Engineer for Agentic AI,Deutsche Telekom Services Europe - Slovakia,"Bratislava, Slovakia",On-site,Full-time,Python,Principal,English,Principal,,Recent,https://sk.linkedin.com/jobs/view/principal-python-engineer-for-agentic-ai-at-deutsche-telekom-services-europe-slovakia-4461891181,2026-09-10T14:11:28.827391+00:00
14,Python Developer | Czech Republic,linkedin,Senior Python Developer,Neural Technology Solutions,Dominican Republic,On-site,Full-time,Python,Senior,English,Senior,,Recent,https://do.linkedin.com/jobs/view/senior-python-developer-at-neural-technology-solutions-4459895914,2026-09-10T14:11:31.240993+00:00
14,Python Developer | Czech Republic,linkedin,Delivery Consulant/Senior Consultant(Data) - EAD (AI&D) - GDC -GZ(106729),Deloitte,"アト・マジョール州, Hato Mayor, Dominican Republic",On-site,Full-time,,"Consultant, Senior",English,"Consultant, Senior",,Recent,https://do.linkedin.com/jobs/view/delivery-consulant-senior-consultant-data-ead-ai-d-gdc-gz-106729-at-deloitte-4449494815,2026-09-10T14:11:31.241834+00:00
14,Python Developer | Poland,linkedin,Senior Python Developer,Ness Solution,"Warsaw, Mazowieckie, Poland",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-python-developer-at-ness-solution-4460058455,2026-09-10T14:11:33.739765+00:00
14,Python Developer | Poland,linkedin,Senior Software Engineer (Python),Capgemini,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-software-engineer-python-at-capgemini-4463810981,2026-09-10T14:11:33.739924+00:00
14,Python Developer | Poland,linkedin,Senior Python Developer,EY,"Katowice, Śląskie, Poland",Remote,Contract,"Can, Ci/Cd, Pytest, Python","Azure, R, Angular, Aws, Fastapi, Node.Js, Flask, Git, Agile, Nosql",English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-python-developer-at-ey-4462521555,2026-09-10T14:11:33.740272+00:00
14,Python Developer | Poland,linkedin,Senior Python Developer (API),Software Mind,"Warsaw, Mazowieckie, Poland",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-python-developer-api-at-software-mind-4427553562,2026-09-10T14:11:33.740595+00:00
14,Python Developer | USA,linkedin,Senior Software Engineer - Python,Venmo,"Austin, TX",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-software-engineer-python-at-venmo-4465379983,2026-09-10T14:11:36.185209+00:00
14,Python Developer | USA,linkedin,Senior Software Engineer - Python,Venmo,"San Jose, CA",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-software-engineer-python-at-venmo-4465604021,2026-09-10T14:11:36.185670+00:00
14,Python Developer | United Kingdom,linkedin,Senior Python Backend Software Developer,Xelix,"London, England, United Kingdom",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-python-backend-software-developer-at-xelix-4459346626,2026-09-10T14:11:38.632742+00:00
14,Python Developer | United Kingdom,linkedin,Senior Python Developer,King,"London, England, United Kingdom",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-python-developer-at-king-4457345523,2026-09-10T14:11:38.633340+00:00
14,Python Developer | United Kingdom,linkedin,Senior Python Software Engineer,Connected Consulting Limited,"Watford, England, United Kingdom",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-python-software-engineer-at-connected-consulting-limited-4458238014,2026-09-10T14:11:38.633499+00:00
14,Python Developer | United Kingdom,linkedin,Senior Python Developer,Ascendion,"Bromley, England, United Kingdom",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-python-developer-at-ascendion-4444944198,2026-09-10T14:11:38.633656+00:00
14,Python Developer | United Kingdom,linkedin,Senior Python Developer- London- Up to £100K,Akkodis,"London, England, United Kingdom",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-python-developer-london-up-to-%C2%A3100k-at-akkodis-4452814274,2026-09-10T14:11:38.633964+00:00
14,Python Developer | United Kingdom,linkedin,Senior Python Software Engineer,Citadel Securities,"London Area, United Kingdom",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-python-software-engineer-at-citadel-securities-4378544344,2026-09-10T14:11:38.634308+00:00
14,Python Test | Austria,linkedin,"Test Automation Engineer - Senior Consultant (m,w,d)",QESTIT DACH,"Vienna, Vienna, Austria",On-site,Full-time,Test Automation,"Consultant, Senior",English,"Consultant, Senior",,Recent,https://at.linkedin.com/jobs/view/test-automation-engineer-senior-consultant-m-w-d-at-qestit-dach-4454613181,2026-09-10T14:11:43.486277+00:00
14,Python Test | Switzerland,linkedin,Tech Lead – Testing Engineer,RIVR,"Zurich, Zurich, Switzerland",On-site,Full-time,,"Tech Lead, Lead",English,Lead,,Recent,https://ch.linkedin.com/jobs/view/tech-lead-%E2%80%93-testing-engineer-at-rivr-4457548235,2026-09-10T14:11:45.938313+00:00
14,Python Test | Poland,linkedin,Middle/Senior Automation Python Test Engineer IRC304056,GlobalLogic,"Cracow, Małopolskie, Poland",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/middle-senior-automation-python-test-engineer-irc304056-at-globallogic-4463884106,2026-09-10T14:11:55.497073+00:00
14,Python Test | Poland,linkedin,🔎 Senior Automation QA Engineer with Python🔎,Luxoft Poland,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/%F0%9F%94%8E-senior-automation-qa-engineer-with-python%F0%9F%94%8E-at-luxoft-poland-4459169468,2026-09-10T14:11:55.497493+00:00
14,Python Test | Poland,linkedin,Senior Automation QA Engineer with Python,Luxoft Poland,"Wrocław, Dolnośląskie, Poland",Remote,Contract,"Ci/Cd, Playwright, Pytest, Python, Selenium, Test Automation","Senior, Git, Regression Testing, Sql",English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-automation-qa-engineer-with-python-at-luxoft-poland-4459168591,2026-09-10T14:11:55.497658+00:00
14,Python Test | Poland,linkedin,Senior AQA with Python,Luxoft,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-aqa-with-python-at-luxoft-4459694777,2026-09-10T14:11:55.497818+00:00
14,Python Test | Poland,linkedin,Senior Test Engineer (Python/Pytest),Hitachi Energy,Cracow Metropolitan Area,On-site,Full-time,"Pytest, Python",Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-test-engineer-python-pytest-at-hitachi-energy-4447292443,2026-09-10T14:11:55.497977+00:00
14,Python Test | USA,linkedin,"Senior Software Engineer (SDET, Python)",Viasat,"Carlsbad, CA",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-software-engineer-sdet-python-at-viasat-4457505725,2026-09-10T14:11:57.997157+00:00
14,Python Test | USA,linkedin,Lead Software Development Engineer in Test (Python),ICE,"Atlanta, GA",On-site,Full-time,Python,Lead,English,Lead,,Recent,https://www.linkedin.com/jobs/view/lead-software-development-engineer-in-test-python-at-ice-4389299975,2026-09-10T14:11:57.997342+00:00
14,Python Test | USA,linkedin,QA Automation Lead - Python,Tata Consultancy Services,"Charlotte, NC",On-site,Full-time,Python,Lead,English,Lead,,Recent,https://www.linkedin.com/jobs/view/qa-automation-lead-python-at-tata-consultancy-services-4445755059,2026-09-10T14:11:57.997503+00:00
14,Python Test | USA,linkedin,"Senior Test Automation Engineer, onsite in Petaluma, California",Ciena,"Petaluma, CA",On-site,Full-time,Test Automation,Senior,English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-test-automation-engineer-onsite-in-petaluma-california-at-ciena-4437923485,2026-09-10T14:11:57.997966+00:00
14,Python Test | USA,linkedin,Senior QA Automation Engineer - Networking L2/L3,Cisco,"Milpitas, CA",On-site,Full-time,,Senior,English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-qa-automation-engineer-networking-l2-l3-at-cisco-4458322998,2026-09-10T14:11:57.998296+00:00
14,Python Test | USA,linkedin,Senior Test Engineer - Python,Nearform,United States,On-site,Full-time,Python,Senior,English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-test-engineer-python-at-nearform-4464329498,2026-09-10T14:11:57.998441+00:00
14,Python Test | USA,linkedin,Senior Software Development Engineer in Test (SDET),LSEG,"St Louis, MO",On-site,Full-time,,Senior,English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-software-development-engineer-in-test-sdet-at-lseg-4454935536,2026-09-10T14:11:57.998591+00:00
14,Python Test | United Kingdom,linkedin,Senior Quality Engineer (Python),2i,"London Area, United Kingdom",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-quality-engineer-python-at-2i-4463272257,2026-09-10T14:12:00.455048+00:00
14,Python Test | United Kingdom,linkedin,"Senior Software Engineer (SDET, Python)",Viasat,"London, England, United Kingdom",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-software-engineer-sdet-python-at-viasat-4458511345,2026-09-10T14:12:00.455261+00:00
14,Python Test | United Kingdom,linkedin,"Senior Software Engineer in Test, Python",Roku,"Cambridge, England, United Kingdom",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-software-engineer-in-test-python-at-roku-4385517260,2026-09-10T14:12:00.455426+00:00
14,Python Test | United Kingdom,linkedin,Senior Test Engineer,DWP Digital,"Newcastle Upon Tyne, England, United Kingdom",On-site,Full-time,,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-test-engineer-at-dwp-digital-4464464501,2026-09-10T14:12:00.455585+00:00
14,Python Test | United Kingdom,linkedin,Senior QA/Test Engineer,TrueNorth®,"Manchester Area, United Kingdom",On-site,Full-time,,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-qa-test-engineer-at-truenorth%C2%AE-4462798676,2026-09-10T14:12:00.455745+00:00
14,Python Test | United Kingdom,linkedin,Senior Test Engineer,DWP Digital,"Manchester, England, United Kingdom",On-site,Full-time,,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-test-engineer-at-dwp-digital-4464477199,2026-09-10T14:12:00.456053+00:00
14,Firmware Engineer | Germany,linkedin,(Senior) Firmwareentwickler (m/w/d) Siemens AG,FERCHAU,"Karlsruhe, Baden-Württemberg, Germany",On-site,Full-time,,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-firmwareentwickler-m-w-d-siemens-ag-at-ferchau-4438578585,2026-09-10T14:12:02.897305+00:00
14,Firmware Engineer | Germany,linkedin,Senior Embedded Software / Firmware Engineer - Power Electronics (m/f/d),Tesla,"Freiburg, Baden-Württemberg, Germany",On-site,Full-time,Firmware,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-embedded-software-firmware-engineer-power-electronics-m-f-d-at-tesla-4464638542,2026-09-10T14:12:02.897675+00:00
14,Firmware Engineer | Germany,linkedin,"Senior Embedded Developer - Munich Area - Up to €90,000 (d / m / w)",Optimus Search,Greater Munich Metropolitan Area,On-site,Full-time,,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-embedded-developer-munich-area-up-to-%E2%82%AC90-000-d-m-w-at-optimus-search-4416816817,2026-09-10T14:12:02.898000+00:00
14,Firmware Engineer | Germany,linkedin,Senior Embedded Software Engineer (m/w/d),ACONEXT,Berlin Metropolitan Area,On-site,Full-time,,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-embedded-software-engineer-m-w-d-at-aconext-4460491904,2026-09-10T14:12:02.898219+00:00
14,Firmware Engineer | Germany,linkedin,Senior Embedded Software Engineer – Hardwarenahe Entwicklung / Rust & C++ (all gender),ALTEN,"Berlin, Germany",On-site,Full-time,"C, C++, Rust",Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-embedded-software-engineer-%E2%80%93-hardwarenahe-entwicklung-rust-c%2B%2B-all-gender-at-alten-4452239535,2026-09-10T14:12:02.898378+00:00
14,Firmware Engineer | Austria,linkedin,Senior C Embedded Entwickler (w/m/x),BEKO Solutions GmbH,"Vienna, Vienna, Austria",On-site,Full-time,C,Senior,English,Senior,,Recent,https://at.linkedin.com/jobs/view/senior-c-embedded-entwickler-w-m-x-at-beko-solutions-gmbh-4464198636,2026-09-10T14:12:05.336077+00:00
14,Firmware Engineer | Austria,linkedin,(Senior) Embedded Software Developer - Linux/YOCTO (m/w/d),Arivo,"Graz, Styria, Austria",On-site,Full-time,,"Linux, Senior",English,Senior,,Recent,https://at.linkedin.com/jobs/view/senior-embedded-software-developer-linux-yocto-m-w-d-at-arivo-4461639598,2026-09-10T14:12:05.336422+00:00
14,Firmware Engineer | Switzerland,linkedin,Senior Embedded Firmware Engineer (FPGA/ARM),Experis Switzerland,"Zurich, Zurich, Switzerland",On-site,Full-time,"Arm, Firmware","Fpga, Senior",English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-embedded-firmware-engineer-fpga-arm-at-experis-switzerland-4459476487,2026-09-10T14:12:07.771300+00:00
14,Firmware Engineer | Switzerland,linkedin,Senior Embedded Software Engineer,Volpi Group,"Dietikon, Zurich, Switzerland",On-site,Full-time,,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-embedded-software-engineer-at-volpi-group-4465625643,2026-09-10T14:12:07.772472+00:00
14,Firmware Engineer | Switzerland,linkedin,Senior Embedded Software Engineer,Summit Recruitment AG,Zürich Metropolitan Area,On-site,Full-time,,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-embedded-software-engineer-at-summit-recruitment-ag-4454738414,2026-09-10T14:12:07.772625+00:00
14,Firmware Engineer | Slovakia,linkedin,Senior C/C++ Software Engineer,Frequentis,"Bratislava, Bratislava, Slovakia",On-site,Full-time,"C, C++",Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/senior-c-c%2B%2B-software-engineer-at-frequentis-4439990845,2026-09-10T14:12:12.494110+00:00
14,Firmware Engineer | Slovakia,linkedin,"Chcete pomáhať riadiť letovú prevádzku? Senior C/C++ software engineer - flexibilný pracovný model s možnosťou práce z domu, priestor na rast",Frequentis,"Bratislava, Slovakia",On-site,Full-time,"C, C++",Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/chcete-pom%C3%A1ha%C5%A5-riadi%C5%A5-letov%C3%BA-prev%C3%A1dzku%3F-senior-c-c%2B%2B-software-engineer-flexibiln%C3%BD-pracovn%C3%BD-model-s-mo%C5%BEnos%C5%A5ou-pr%C3%A1ce-z-domu-priestor-na-rast-at-frequentis-4456500093,2026-09-10T14:12:12.494806+00:00
14,Firmware Engineer | Slovakia,linkedin,"Senior Professional, OT & IoT",Danfoss,"Považská Bystrica, Trenciansky, Slovakia",On-site,Full-time,,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/senior-professional-ot-iot-at-danfoss-4439093951,2026-09-10T14:12:12.495489+00:00
14,Firmware Engineer | Czech Republic,linkedin,Lead Firmware Engineer,Eaton,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,Firmware,Lead,English,Lead,,Recent,https://do.linkedin.com/jobs/view/lead-firmware-engineer-at-eaton-4450819024,2026-09-10T14:12:14.795817+00:00
14,Firmware Engineer | Poland,linkedin,Firmware Engineer – Senior / Mid / Junior,Kidde Global Solutions,"Gdańsk, Pomorskie, Poland",On-site,Full-time,Firmware,"Junior, Senior",English,Senior,,Recent,https://pl.linkedin.com/jobs/view/firmware-engineer-%E2%80%93-senior-mid-junior-at-kidde-global-solutions-4449874215,2026-09-10T14:12:17.335940+00:00
14,Firmware Engineer | Poland,linkedin,Senior С Firmware Engineer IRC303848,GlobalLogic,"Cracow, Małopolskie, Poland",On-site,Full-time,Firmware,Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-%D1%81-firmware-engineer-irc303848-at-globallogic-4462955525,2026-09-10T14:12:17.336160+00:00
14,Firmware Engineer | Poland,linkedin,Senior Firmware & OS Engineer,OPENCHIP & SOFTWARE TECHNOLOGIES,"Gdańsk, Pomorskie, Poland",Remote,Contract,"C, Can, Driver Development, Embedded Systems, Firmware, Rust","Risc-V, Senior, Jira, Git, Assembly, Linux, Mid-Level",English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-firmware-os-engineer-at-openchip-software-technologies-4325930457,2026-09-10T14:12:17.337319+00:00
14,Firmware Engineer | Poland,linkedin,Embedded C Software Engineer,Ericsson,"Cracow, Małopolskie, Poland",Remote,Contract,"C, C++, Embedded Systems, Go, Python","R, Senior",English,Senior,,Recent,https://pl.linkedin.com/jobs/view/embedded-c-software-engineer-at-ericsson-4448987564,2026-09-10T14:12:17.337475+00:00
14,Firmware Engineer | USA,linkedin,Senior Firmware Engineer,Thermo Fisher Scientific,"Oakwood Village, OH",On-site,Full-time,"C, C++, Can, Ci/Cd, Embedded Linux, Embedded Systems, Firmware, I2C, Microcontroller, Python, Rtos, Spi, Uart","Aws, Junior, Linux, Zephyr, Git, Agile, Senior, Scrum, Freertos",English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-firmware-engineer-at-thermo-fisher-scientific-4441889886,2026-09-10T14:12:19.776203+00:00
14,Firmware Engineer | USA,linkedin,Senior Embedded Software Engineer,Philips,"Bothell, WA",On-site,Internship,"Can, Driver Development, Firmware, Github Copilot, I2C, Spi, Uart","Github, Senior, Freertos",English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-embedded-software-engineer-at-philips-4460005833,2026-09-10T14:12:19.776728+00:00
14,Firmware Engineer | USA,linkedin,Sr. Firmware Engineer,Vertiv,"Lincoln, NE",Remote,Contract,"Arm, C, C++, Can, Cortex-M, Dsp, Firmware, I2C, Spi","Lead, Github, Git, Gitlab, Freertos",English,Lead,,Recent,https://www.linkedin.com/jobs/view/sr-firmware-engineer-at-vertiv-4370110601,2026-09-10T14:12:19.776885+00:00
14,Firmware Engineer | USA,linkedin,Senior Firmware Engineer,Emerson,"Shakopee, MN",On-site,Contract,"Arm, C, C++, Can, Ci/Cd, Embedded Systems, Firmware, Go","Azure, Graduate, Devops, Git, Senior",English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-firmware-engineer-at-emerson-4464909192,2026-09-10T14:12:19.777041+00:00
14,Firmware Engineer | USA,linkedin,"Senior Firmware Engineer, Embedded Systems",Anduril Industries,"Costa Mesa, CA",On-site,Contract,"Arm, C, Can, Embedded Systems, Firmware, I2C, Microcontroller, Rtos, Spi","Computer Vision, Architect, Senior",English,"Architect, Senior",,Recent,https://www.linkedin.com/jobs/view/senior-firmware-engineer-embedded-systems-at-anduril-industries-4405488561,2026-09-10T14:12:19.777228+00:00
14,Firmware Engineer | USA,linkedin,Senior Firmware Engineer,HP IQ,"San Francisco, CA",Remote,Full-time,"Arm, C, C++, Can, Firmware","Zephyr, Cypress, Stm32, Senior, Spark, Safe, Freertos",English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-firmware-engineer-at-hp-iq-4446926496,2026-09-10T14:12:19.777401+00:00
14,Firmware Engineer | USA,linkedin,Senior Embedded Software Engineer,Columbus McKinnon,Greater Milwaukee,On-site,Full-time,,Senior,English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-embedded-software-engineer-at-columbus-mckinnon-4446640751,2026-09-10T14:12:19.777562+00:00
14,Firmware Engineer | United Kingdom,linkedin,Senior Firmware Engineer,Arctic Research and Development,"Cirencester, England, United Kingdom",On-site,Full-time,Firmware,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-firmware-engineer-at-arctic-research-and-development-4455687943,2026-09-10T14:12:22.186555+00:00
14,Firmware Engineer | United Kingdom,linkedin,Senior Firmware Engineer,EVera Recruitment,"Cirencester, England, United Kingdom",On-site,Full-time,Firmware,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-firmware-engineer-at-evera-recruitment-4458196407,2026-09-10T14:12:22.186738+00:00
14,Firmware Engineer | United Kingdom,linkedin,Senior Firmware Engineer,IC Resources,"Bath, England, United Kingdom",On-site,Full-time,Firmware,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-firmware-engineer-at-ic-resources-4465645633,2026-09-10T14:12:22.187053+00:00
14,Firmware Engineer | United Kingdom,linkedin,Staff Firmware Engineer,Lunar Energy,"London, England, United Kingdom",On-site,Full-time,Firmware,Staff,English,Staff,,Recent,https://uk.linkedin.com/jobs/view/staff-firmware-engineer-at-lunar-energy-4452894561,2026-09-10T14:12:22.187236+00:00
14,Firmware Engineer | United Kingdom,linkedin,Senior Firmware Engineer,FLUSSO LIMITED,"Cambridge, England, United Kingdom",On-site,Full-time,Firmware,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-firmware-engineer-at-flusso-limited-4464477742,2026-09-10T14:12:22.187394+00:00
0,Tester | Germany,linkedin,Softwaretester:in (m/w/d),sovero GmbH,"Frankfurt, Hesse, Germany",Remote,Contract,"Playwright, Test Automation","R, Scrum, Gitlab, Tdd",German,,,Recent,https://de.linkedin.com/jobs/view/softwaretester-in-m-w-d-at-sovero-gmbh-4463018700,2026-09-10T14:09:30.183811+00:00
0,Tester | Germany,linkedin,(Junior) QA Engineer/Software-Tester (m/w/d) – Produktqualität & Testautomatisierung,CHECK24 Vergleichsportal GmbH,"Dortmund, North Rhine-Westphalia, Germany",On-site,Full-time,"Llm, Test Automation","R, Junior, Dart",German,,,Recent,https://de.linkedin.com/jobs/view/junior-qa-engineer-software-tester-m-w-d-%E2%80%93-produktqualit%C3%A4t-testautomatisierung-at-check24-vergleichsportal-gmbh-4433870576,2026-09-10T14:09:30.184015+00:00
0,Tester | Germany,linkedin,Software-Tester (M/W/D) in Nürnberg,D.O.M. Datenverarbeitung GmbH,"Nuremberg, Bavaria, Germany",Remote,Contract,"Ci/Cd, Jenkins, Selenium, Test Automation","Postman, R, Git, Sql",German,,,Recent,https://de.linkedin.com/jobs/view/software-tester-m-w-d-in-n%C3%BCrnberg-at-d-o-m-datenverarbeitung-gmbh-4457372222,2026-09-10T14:09:30.184226+00:00
0,Tester | Germany,linkedin,Fachlicher Softwaretester (m/w/d) Bankanwendungen,CPU Softwarehouse AG,"Munich, Bavaria, Germany",Remote,Contract,"Go, Selenium","Postman, R, Cypress, Jira, Confluence",German,,,Recent,https://de.linkedin.com/jobs/view/fachlicher-softwaretester-m-w-d-bankanwendungen-at-cpu-softwarehouse-ag-4464173911,2026-09-10T14:09:30.184727+00:00
0,Tester | Germany,linkedin,Fachlicher Softwaretester (m/w/d) Bankanwendungen,CPU Softwarehouse AG,"Karlsruhe, Baden-Württemberg, Germany",Remote,Contract,"Go, Selenium","Postman, R, Cypress, Jira, Confluence",German,,,Recent,https://de.linkedin.com/jobs/view/fachlicher-softwaretester-m-w-d-bankanwendungen-at-cpu-softwarehouse-ag-4458860270,2026-09-10T14:09:30.184890+00:00
0,Tester | Germany,linkedin,Softwaretester (m/w/d),CONDOK GmbH,"Kiel, Schleswig-Holstein, Germany",Remote,Internship,,"Azure, R, Devops, Scrum, Agile",German,,,Recent,https://de.linkedin.com/jobs/view/softwaretester-m-w-d-at-condok-gmbh-4463429980,2026-09-10T14:09:30.185063+00:00
0,Tester | Germany,linkedin,Manual Software Tester in Healthcare (all genders),Avelios Medical,"Munich, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/manual-software-tester-in-healthcare-all-genders-at-avelios-medical-4361591745,2026-09-10T14:09:30.185240+00:00
0,Tester | Germany,linkedin,Softwaretester (m/w/d),FERCHAU,"Kassel, Hesse, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/softwaretester-m-w-d-at-ferchau-4438572800,2026-09-10T14:09:30.185394+00:00
